time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-20T19:27:08.335Z,-0.144,124.6854,58.52,4.6,mb,,39,2.111,0.99,us,us6000ca9d,2020-10-21T18:44:32.040Z,"162 km S of Tomohon, Indonesia",earthquake,5.7,7.1,0.072,68,reviewed,us,us
2020-10-20T18:57:55.408Z,-19.4376,-174.1182,35,5,mb,,77,7.613,0.9,us,us6000ca8i,2020-10-20T19:35:59.040Z,"48 km NNE of Pangai, Tonga",earthquake,9.8,1.9,0.04,205,reviewed,us,us
2020-10-20T16:54:44.605Z,-15.413,-73.7426,78.62,4.8,mb,,157,4.387,0.48,us,us6000ca48,2020-10-26T17:22:29.811Z,"24 km NNE of Quicacha, Peru",earthquake,7.6,8.1,0.197,12,reviewed,us,us
2020-10-20T16:29:29.383Z,-56.8741,-26.1453,72.11,4.7,mb,,69,6.413,0.47,us,us6000cc5x,2020-10-26T17:23:36.040Z,"South Sandwich Islands region",earthquake,5.9,7.1,0.12,21,reviewed,us,us
2020-10-20T14:01:22.479Z,7.4592,-36.0595,10,4.9,mb,,61,13.2,0.78,us,us6000ca0s,2020-10-25T18:56:36.040Z,"central Mid-Atlantic Ridge",earthquake,10.9,1.9,0.052,115,reviewed,us,us
2020-10-20T13:43:17.460Z,64.0134,-22.1508,10,5.6,mww,,25,0.819,0.74,us,us6000ca0k,2020-10-25T18:41:19.093Z,"11 km SW of Álftanes, Iceland",earthquake,5.5,1.8,0.036,73,reviewed,us,us
2020-10-20T13:20:02.357Z,17.9542,146.2428,98.35,5.2,mww,,59,2.733,0.99,us,us6000ca0c,2020-10-27T13:30:09.603Z,"Alamagan region, Northern Mariana Islands",earthquake,9.6,4.8,0.071,19,reviewed,us,us
2020-10-20T12:32:11.745Z,54.347,-159.8039,18.22,5.1,mww,,64,0.5,0.87,us,us6000ca05,2020-10-22T00:48:47.040Z,"118 km SSE of Sand Point, Alaska",earthquake,4.7,3.3,0.047,43,reviewed,us,us
2020-10-20T08:37:14.452Z,54.6484,-159.6909,33.3,5,mb,,150,0.192,1.01,us,us6000c9x9,2020-10-22T00:55:13.040Z,"92 km SSE of Sand Point, Alaska",earthquake,6.3,5.4,0.034,282,reviewed,us,us
2020-10-20T08:18:43.090Z,54.5684,-159.5929,27.46,4.8,mb,,160,0.263,1.35,us,us6000c9x1,2020-10-20T19:43:16.346Z,"103 km SE of Sand Point, Alaska",earthquake,3.3,6.6,0.037,219,reviewed,us,us
2020-10-20T07:36:59.182Z,54.2837,-159.7314,14.37,4.7,mb,,71,0.554,0.88,us,us6000c9wl,2020-10-20T08:01:18.010Z,"127 km SSE of Sand Point, Alaska",earthquake,7.3,4.9,0.054,105,reviewed,us,us
2020-10-20T04:07:06.233Z,54.2533,-159.644,9.71,5.6,mww,,67,0.579,0.65,us,us6000c9u7,2020-10-21T23:30:52.203Z,"132 km SSE of Sand Point, Alaska",earthquake,5,2.3,0.039,64,reviewed,us,us
2020-10-20T03:12:49.979Z,1.6816,127.361,114.57,4.6,mb,,87,0.903,0.95,us,us6000c9ti,2020-10-21T21:59:59.827Z,"72 km W of Tobelo, Indonesia",earthquake,10.6,6.1,0.129,18,reviewed,us,us
2020-10-20T02:52:24.373Z,54.2494,-159.6369,18.85,4.5,mb,,143,0.583,0.59,us,us6000c9t2,2020-10-21T03:27:19.040Z,"133 km SSE of Sand Point, Alaska",earthquake,5.4,4.1,0.068,64,reviewed,us,us
2020-10-20T02:47:45.468Z,54.4387,-159.7638,22.56,4.6,mwr,,70,0.406,0.78,us,us6000c9t1,2020-10-21T01:31:51.040Z,"110 km SSE of Sand Point, Alaska",earthquake,5.6,4.3,0.08,15,reviewed,us,us
2020-10-20T02:36:45.428Z,36.9792,20.889,10,4.7,mb,,55,0.852,0.59,us,us6000c9sx,2020-10-21T01:17:16.040Z,"64 km WSW of Filiatrá, Greece",earthquake,5,1.9,0.133,17,reviewed,us,us
2020-10-20T01:21:29.341Z,54.2743,-159.5336,13.69,4.7,mb,,100,0.558,0.61,us,us6000c9rq,2020-10-21T00:12:32.040Z,"133 km SSE of Sand Point, Alaska",earthquake,2.4,3.9,0.033,271,reviewed,us,us
2020-10-20T00:56:36.151Z,54.3376,-159.584,18.7,4.8,mb,,165,0.494,1.08,us,us6000c9r1,2020-10-20T08:59:15.249Z,"125 km SSE of Sand Point, Alaska",earthquake,5.5,5.1,0.05,122,reviewed,us,us
2020-10-20T00:44:20.601Z,54.3443,-159.6741,39.26,4.8,mb,,175,0.49,0.84,us,us6000c9r0,2020-10-20T01:26:05.463Z,"122 km SSE of Sand Point, Alaska",earthquake,7.5,7.6,0.04,191,reviewed,us,us
2020-10-20T00:41:38.059Z,-3.9826,99.869,10,4.5,mb,,216,3.101,0.82,us,us6000c9rb,2020-10-20T01:09:41.040Z,"266 km W of Bengkulu, Indonesia",earthquake,12.8,2,0.164,11,reviewed,us,us
2020-10-20T00:40:12.716Z,54.4209,-159.82,29.24,4.8,mb,,145,0.432,0.72,us,us6000c9qw,2020-10-20T01:19:54.501Z,"110 km SSE of Sand Point, Alaska",earthquake,7.7,3.6,0.044,162,reviewed,us,us
2020-10-20T00:34:11.962Z,54.2177,-159.5704,16.1,4.8,mb,,158,0.614,0.89,us,us6000c9qr,2020-10-20T08:36:44.465Z,"138 km SSE of Sand Point, Alaska",earthquake,5.2,4.6,0.037,230,reviewed,us,us
2020-10-20T00:00:38.157Z,54.5626,-159.6319,37.47,4.9,mb,,169,0.27,0.75,us,us6000c9qc,2020-10-20T00:52:50.414Z,"102 km SSE of Sand Point, Alaska",earthquake,5.8,5.8,0.033,291,reviewed,us,us
2020-10-19T23:42:15.650Z,54.4943,-159.7769,27.91,4.9,mb,,168,0.354,0.88,us,us6000c9q8,2020-10-20T00:02:51.040Z,"104 km SSE of Sand Point, Alaska",earthquake,8.3,5.5,0.037,228,reviewed,us,us
2020-10-19T23:41:03.030Z,54.4693,-159.6266,31.84,4.5,mb,,172,0.363,0.76,us,us6000c9q4,2020-10-24T05:18:11.697Z,"south of Alaska",earthquake,2.5,5.8,0.079,47,reviewed,us,us
2020-10-19T23:17:06.871Z,54.1964,-159.8387,16.02,4.6,mb,,157,0.652,0.94,us,us6000c9py,2020-10-24T05:18:11.096Z,"133 km SSE of Sand Point, Alaska",earthquake,4,4.8,0.061,80,reviewed,us,us
2020-10-19T22:30:09.554Z,-6.264,155.1005,60.43,4.5,mb,,152,3.576,0.77,us,us6000cc2l,2020-10-28T03:57:12.040Z,"42 km W of Panguna, Papua New Guinea",earthquake,6.9,7.1,0.108,25,reviewed,us,us
2020-10-19T22:28:04.373Z,54.2719,-159.7757,30.38,4.5,mb,,77,0.57,1.04,us,us6000c9nc,2020-10-28T03:53:58.040Z,"127 km SSE of Sand Point, Alaska",earthquake,5.1,4.3,0.051,115,reviewed,us,us
2020-10-19T22:20:11.726Z,54.5213,-159.657,28.28,4.8,mb,,78,0.312,1.05,us,us6000c9mz,2020-10-28T03:45:49.040Z,"105 km SSE of Sand Point, Alaska",earthquake,4.6,4.6,0.045,154,reviewed,us,us
2020-10-19T21:57:59.941Z,-17.4202,-178.4222,563.93,4.5,mb,,155,3.108,0.85,us,us6000c9mi,2020-10-27T23:33:04.040Z,"250 km ENE of Levuka, Fiji",earthquake,9.7,11.6,0.11,24,reviewed,us,us
2020-10-19T21:54:19.536Z,54.3873,-159.567,20.88,4.5,mb,,70,0.444,0.72,us,us6000cc2k,2020-10-27T23:28:42.040Z,"121 km SSE of Sand Point, Alaska",earthquake,3.5,6.1,0.124,19,reviewed,us,us
2020-10-19T21:52:32.174Z,77.188,7.9235,10,4.9,mb,,123,2.066,0.99,us,us6000cc2i,2020-10-27T23:13:33.040Z,"216 km SW of Longyearbyen, Svalbard and Jan Mayen",earthquake,6.3,1.7,0.123,21,reviewed,us,us
2020-10-19T21:51:35.391Z,54.4506,-159.7382,28.29,4.6,mb,,133,0.39,1.13,us,us6000cc2x,2020-10-27T23:06:01.040Z,"110 km SSE of Sand Point, Alaska",earthquake,2.2,6.4,0.224,6,reviewed,us,us
2020-10-19T21:45:25.888Z,54.3459,-159.859,24.45,5.9,mww,,65,0.51,0.94,us,us6000c9lf,2020-10-27T23:41:09.247Z,"117 km SSE of Sand Point, Alaska",earthquake,4.3,3.2,0.071,19,reviewed,us,us
2020-10-19T21:43:33.929Z,54.4016,-159.6912,21.46,4.5,mb,,93,0.434,1.12,us,us6000c9lc,2020-10-27T22:44:41.040Z,"116 km SSE of Sand Point, Alaska",earthquake,5.6,5.1,0.092,35,reviewed,us,us
2020-10-19T21:34:38.362Z,54.4564,-159.6267,27.84,5.1,mb,,172,0.376,0.92,us,us6000cc2g,2020-10-27T21:48:30.040Z,"112 km SSE of Sand Point, Alaska",earthquake,4.6,4.3,0.086,44,reviewed,us,us
2020-10-19T21:32:21.632Z,54.3239,-159.7215,25.94,5.5,mb,,116,0.514,0.73,us,us6000c9km,2020-10-27T22:39:57.976Z,"123 km SSE of Sand Point, Alaska",earthquake,4.8,4.3,0.041,208,reviewed,us,us
2020-10-19T21:30:43.431Z,54.6472,-159.6395,32.85,4.7,mb,,98,0.186,0.7,us,us6000cc2f,2020-10-27T21:22:48.040Z,"94 km SE of Sand Point, Alaska",earthquake,3.1,4.9,0.106,27,reviewed,us,us
2020-10-19T21:22:29.175Z,54.3892,-159.8511,25.12,5.2,mb,,127,0.468,0.86,us,us6000c9kj,2020-10-27T04:34:06.986Z,"113 km SSE of Sand Point, Alaska",earthquake,4,4.6,0.079,53,reviewed,us,us
2020-10-19T21:21:16.419Z,54.3393,-159.8522,21.8,4.5,mb,,137,0.516,1.08,us,us6000cc2d,2020-10-27T04:25:12.040Z,"118 km SSE of Sand Point, Alaska",earthquake,6.4,6.1,0.163,11,reviewed,us,us
2020-10-19T21:17:21.339Z,54.5855,-159.5441,38.19,4.6,mb,,84,0.247,0.98,us,us6000cc2w,2020-10-27T00:01:28.040Z,"103 km SE of Sand Point, Alaska",earthquake,7.1,4.5,0.193,8,reviewed,us,us
2020-10-19T21:14:15.357Z,54.3798,-159.6101,20.04,5,mb,,93,0.452,0.98,us,us6000cc2q,2020-10-26T23:28:01.040Z,"120 km SSE of Sand Point, Alaska",earthquake,5.2,4.4,0.118,23,reviewed,us,us
2020-10-19T21:06:20.397Z,54.5073,-159.729,26.24,5.7,mb,,150,0.334,0.66,us,us6000c9lb,2020-10-26T03:24:03.860Z,"104 km SSE of Sand Point, Alaska",earthquake,6.5,4.6,0.1,36,reviewed,us,us
2020-10-19T21:05:57.882Z,54.457,-159.6139,26.87,5.7,mb,,135,0.375,0.84,us,us6000c9kb,2020-10-26T03:14:09.024Z,"113 km SSE of Sand Point, Alaska",earthquake,3.9,5.1,0.085,50,reviewed,us,us
2020-10-19T21:04:52.164Z,54.6071,-159.6882,20.61,4.5,ml,,211,0.231,0.43,us,us6000ccg4,2020-10-26T02:57:19.040Z,"96 km SSE of Sand Point, Alaska",earthquake,3.9,6.1,0.105,12,reviewed,us,us
2020-10-19T20:59:04.980Z,8.1367,126.8607,70.91,4.6,mb,,132,1.654,1.15,us,us6000cc2c,2020-10-23T15:37:23.040Z,"Mindanao, Philippines",earthquake,8.9,8.5,0.122,20,reviewed,us,us
2020-10-19T20:54:39.951Z,54.6172,-159.6352,35.41,7.6,mww,,36,0.215,0.78,us,us6000c9hg,2020-10-24T05:32:06.894Z,"97 km SE of Sand Point, Alaska",earthquake,5.2,3.3,0.021,213,reviewed,us,us
2020-10-19T19:57:15.407Z,-8.074,108.1948,60.09,4.5,mb,,52,0.812,1.28,us,us6000c9h5,2020-10-23T16:28:12.040Z,"76 km S of Kawalu, Indonesia",earthquake,4.6,6.4,0.089,37,reviewed,us,us
2020-10-19T18:51:06.968Z,-10.2321,161.2077,100.02,4.5,mb,,104,1.471,0.96,us,us6000c9gz,2020-10-23T16:26:03.040Z,"81 km WNW of Kirakira, Solomon Islands",earthquake,4.9,5.6,0.062,77,reviewed,us,us
2020-10-19T16:09:29.547Z,-9.8672,108.7213,10,4.5,mww,,104,2.613,0.57,us,us6000c9g3,2020-10-25T16:12:28.040Z,"253 km SSW of Kroya, Indonesia",earthquake,8.4,1.8,0.098,10,reviewed,us,us
2020-10-19T15:43:47.290Z,28.2955,105.0099,37.42,4.5,mb,,52,4.386,0.69,us,us6000cc25,2020-10-25T15:08:56.040Z,"33 km ESE of Xunchang, China",earthquake,8.1,6.5,0.118,21,reviewed,us,us
2020-10-19T15:04:56.573Z,-33.7895,179.8214,22.62,4.5,mb,,135,3.961,0.86,us,us6000cc24,2020-10-25T14:40:39.040Z,"south of the Kermadec Islands",earthquake,9.8,6.4,0.14,15,reviewed,us,us
2020-10-19T14:11:57.710Z,-7.1522,126.6203,370.52,5.2,mww,,27,3.479,0.75,us,us6000c9f0,2020-10-25T14:14:20.664Z,"147 km N of Baukau, Timor Leste",earthquake,7.2,4.9,0.078,16,reviewed,us,us
2020-10-19T13:18:52.351Z,-10.7872,-74.5704,50.34,4.6,mb,,72,2.526,0.62,us,us6000c9ew,2020-10-25T13:31:03.040Z,"37 km ENE of Santa Rosa, Peru",earthquake,7.5,6.1,0.086,40,reviewed,us,us
2020-10-19T12:20:55.769Z,-52.9532,25.622,10,4.9,mb,,79,18.124,0.54,us,us6000c9en,2020-10-19T12:39:38.040Z,"south of Africa",earthquake,7.7,1.9,0.098,33,reviewed,us,us
2020-10-19T10:17:39.621Z,39.5085,72.7523,10,4.5,mb,,116,0.733,1.33,us,us6000c9e4,2020-10-20T08:22:20.040Z,"41 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,5.6,1.9,0.15,13,reviewed,us,us
2020-10-19T09:48:18.762Z,25.0563,123.547,10,4.5,mb,,95,0.762,0.52,us,us6000cc1w,2020-10-26T08:31:35.040Z,"85 km NE of Yonakuni, Japan",earthquake,3.1,1.9,0.157,13,reviewed,us,us
2020-10-19T09:42:54.977Z,-3.4302,100.2519,36.77,5.1,mb,,112,2.851,0.68,us,us6000c9dx,2020-10-19T10:02:13.040Z,"197 km SW of Sungai Penuh, Indonesia",earthquake,8.1,7.5,0.108,28,reviewed,us,us
2020-10-19T09:38:49.003Z,2.8589,96.2994,12.76,5.1,mww,,84,2.003,1.34,us,us6000c9du,2020-10-19T09:55:19.040Z,"42 km NNW of Sinabang, Indonesia",earthquake,7,4.5,0.093,11,reviewed,us,us
2020-10-19T09:00:49.134Z,19.1128,-69.5816,10,4.6,mb,,136,0.374,1.28,us,us6000c9dc,2020-10-19T19:16:21.021Z,"13 km SSE of Sánchez, Dominican Republic",earthquake,4.3,2,0.033,270,reviewed,us,us
2020-10-19T08:22:06.597Z,-0.0831,125.8241,10,4.7,mb,,51,1.76,0.89,us,us6000c9d2,2020-10-19T08:42:07.040Z,"184 km SSE of Tondano, Indonesia",earthquake,6.6,1.9,0.082,45,reviewed,us,us
2020-10-19T08:14:04.901Z,-3.4128,100.3722,10,4.8,mb,,69,2.744,0.6,us,us6000c9cy,2020-10-19T08:30:00.040Z,"188 km SW of Sungai Penuh, Indonesia",earthquake,5.9,1.5,0.087,41,reviewed,us,us
2020-10-19T07:47:20.478Z,-3.3834,100.3424,10,5.5,mww,,40,2.782,0.62,us,us6000c9cs,2020-10-20T13:04:47.040Z,"187 km SW of Sungai Penuh, Indonesia",earthquake,5.2,1.8,0.098,10,reviewed,us,us
2020-10-19T07:31:28.949Z,-3.3688,100.2689,10,5.6,mww,,48,2.856,0.65,us,us6000c9ci,2020-10-20T07:34:34.727Z,"191 km SW of Sungai Penuh, Indonesia",earthquake,5.7,1.8,0.098,10,reviewed,us,us
2020-10-19T06:25:24.522Z,24.3517,-108.9964,10,4.6,mb,,185,3.958,1.11,us,us6000c9bs,2020-10-19T07:09:38.040Z,"102 km NE of Los Barriles, Mexico",earthquake,9.2,1.9,0.041,175,reviewed,us,us
2020-10-19T03:24:17.226Z,16.2099,-86.9818,10,4.5,mb,,60,2.158,1.01,us,us6000c9as,2020-10-26T01:16:31.068Z,"46 km WSW of Sandy Bay, Honduras",earthquake,6.4,1.8,0.053,104,reviewed,us,us
2020-10-19T01:06:36.747Z,1.0329,126.8952,73.46,4.6,mb,,81,0.538,0.75,us,us6000cc1f,2020-10-25T22:50:09.040Z,"60 km WNW of Ternate, Indonesia",earthquake,7,6,0.075,53,reviewed,us,us
2020-10-18T22:48:50.047Z,-3.3926,100.2572,10,5.1,mb,,73,2.858,0.71,us,us6000c99g,2020-10-19T03:42:03.040Z,"194 km SW of Sungai Penuh, Indonesia",earthquake,6.9,1.8,0.072,63,reviewed,us,us
2020-10-18T20:20:36.186Z,-5.7144,146.5885,109.32,4.5,mb,,141,3.709,1.33,us,us6000cbh5,2020-10-24T19:27:31.040Z,"102 km NE of Kainantu, Papua New Guinea",earthquake,12.9,10.2,0.113,23,reviewed,us,us
2020-10-18T16:54:06.197Z,-27.3036,-70.8838,31.65,4.9,mb,,118,0.174,0.84,us,us6000c980,2020-10-22T19:59:57.366Z,"55 km W of Copiapó, Chile",earthquake,3.9,1.9,0.106,28,reviewed,us,us
2020-10-18T16:24:08.398Z,-23.963,-179.7872,505.74,4.6,mb,,99,5.517,0.67,us,us6000c97x,2020-10-22T19:40:55.040Z,"south of the Fiji Islands",earthquake,12.3,8.1,0.08,47,reviewed,us,us
2020-10-18T14:00:44.630Z,11.827,-87.578,24.93,4.5,mb,,173,1.021,0.82,us,us6000cbh1,2020-10-22T16:58:15.040Z,"84 km SSW of Corinto, Nicaragua",earthquake,6.9,7.6,0.124,19,reviewed,us,us
2020-10-18T09:42:31.386Z,-16.6309,-177.2712,10,5.1,mww,,123,2.45,0.5,us,us6000c95r,2020-10-18T10:00:44.040Z,"272 km SSE of Alo, Wallis and Futuna",earthquake,10.9,1.9,0.098,10,reviewed,us,us
2020-10-18T06:58:29.485Z,-3.8992,-81.8401,10,5.5,mww,,48,4.59,0.82,us,us6000c950,2020-10-19T17:47:31.520Z,"80 km WNW of El Alto, Peru",earthquake,7.6,1.8,0.039,62,reviewed,us,us
2020-10-18T06:07:03.942Z,17.5059,145.4194,483.88,4.5,mb,,33,2.28,0.7,us,us6000c94r,2020-10-18T06:27:12.040Z,"256 km N of Saipan, Northern Mariana Islands",earthquake,10.6,6.3,0.031,302,reviewed,us,us
2020-10-18T06:01:38.620Z,2.5228,128.225,56.99,4.7,mb,,69,1.939,0.56,us,us6000c94q,2020-10-18T06:57:58.040Z,"91 km NNE of Tobelo, Indonesia",earthquake,8.4,7,0.063,77,reviewed,us,us
2020-10-18T05:46:54.992Z,11.1513,125.9177,35,4.8,mb,,134,4.069,0.57,us,us6000c94l,2020-10-18T06:10:00.185Z,"25 km ENE of Guiuan, Philippines",earthquake,6.6,2,0.086,42,reviewed,us,us
2020-10-18T04:12:11.396Z,11.4128,-85.8018,158.22,4.5,mb,,86,0.354,0.93,us,us6000c93i,2020-10-21T00:47:42.040Z,"3 km SE of Rivas, Nicaragua",earthquake,6.4,4.8,0.038,199,reviewed,us,us
2020-10-18T03:51:10.037Z,-0.3249,122.9749,82.17,4.5,mb,,48,0.74,1.16,us,us6000cbgc,2020-10-22T23:54:37.040Z,"72 km NNE of Luwuk, Indonesia",earthquake,7.3,10.1,0.135,16,reviewed,us,us
2020-10-18T03:28:38.497Z,-28.8791,-178.4505,219.18,4.8,mb,,65,0.584,0.62,us,us6000c92z,2020-10-18T04:36:03.040Z,"Kermadec Islands region",earthquake,11.8,6.1,0.044,160,reviewed,us,us
2020-10-18T02:33:04.343Z,-15.3386,-173.7306,63.5,4.6,mb,,94,5.198,0.84,us,us6000cbga,2020-10-22T22:41:53.040Z,"68 km N of Hihifo, Tonga",earthquake,12.2,4.2,0.125,19,reviewed,us,us
2020-10-18T00:57:36.651Z,-28.2815,-68.7512,110.12,4.5,mb,,41,1.449,0.74,us,us6000c92h,2020-10-28T01:01:17.572Z,"75 km NW of Vinchina, Argentina",earthquake,6.4,6.5,0.092,35,reviewed,us,us
2020-10-18T00:05:11.076Z,-62.3472,-58.3987,10,5.2,mww,,85,0.165,0.6,us,us6000c92a,2020-10-27T23:13:28.040Z,"South Shetland Islands",earthquake,3.8,1.6,0.08,15,reviewed,us,us
2020-10-17T20:58:31.858Z,-6.0607,122.5599,10,4.5,mb,,59,2.578,0.7,us,us6000c91p,2020-10-25T03:52:05.040Z,"124 km S of Katabu, Indonesia",earthquake,6.9,1.8,0.113,23,reviewed,us,us
2020-10-17T17:54:58.673Z,-3.2626,100.301,9.93,5.2,mww,,46,2.864,0.72,us,us6000c90z,2020-10-21T17:56:19.040Z,"180 km SW of Sungai Penuh, Indonesia",earthquake,5.3,3.1,0.08,15,reviewed,us,us
2020-10-17T17:21:07.815Z,54.1004,86.288,10,4.6,mb,,36,0.88,0.65,us,us6000c90v,2020-10-23T19:20:28.229Z,"2 km S of Artyshta, Russia",earthquake,6,1.9,0.06,88,reviewed,us,us
2020-10-17T14:58:16.090Z,4.5963,125.8196,173.63,4.6,mb,,116,2.468,0.52,us,us6000c8zz,2020-10-23T03:19:00.675Z,"97 km SSE of Sarangani, Philippines",earthquake,10.2,10.4,0.133,17,reviewed,us,us
2020-10-17T14:19:37.018Z,-31.357,-177.6871,10,4.8,mb,,116,2.115,0.98,us,us6000c8zt,2020-10-17T14:44:51.040Z,"Kermadec Islands region",earthquake,6,1.9,0.131,18,reviewed,us,us
2020-10-17T10:49:20.523Z,-54.6267,-132.9391,10,5.4,mww,,73,29.597,0.74,us,us6000c8z4,2020-10-19T16:13:08.040Z,"Pacific-Antarctic Ridge",earthquake,11.8,1.8,0.093,11,reviewed,us,us
2020-10-17T10:46:12.842Z,10.8712,-63.7634,10,4.5,mb,,98,4.546,0.48,us,us6000c8z7,2020-10-17T20:22:09.932Z,"15 km SE of Porlamar, Venezuela",earthquake,6.3,1.9,0.191,8,reviewed,us,us
2020-10-17T05:44:31.110Z,1.5428,126.5166,55.9,4.7,mb,,97,1.144,0.86,us,us6000c8xd,2020-10-18T04:36:49.040Z,"127 km NW of Ternate, Indonesia",earthquake,4.2,8,0.102,29,reviewed,us,us
2020-10-17T05:19:09.847Z,-19.5111,-173.2166,10,4.9,mb,,131,17.679,0.34,us,us6000c8x9,2020-10-17T06:06:40.040Z,"123 km ENE of Pangai, Tonga",earthquake,9.9,1.9,0.102,30,reviewed,us,us
2020-10-17T04:48:04.915Z,45.366,150.0054,60,5.2,mb,,118,5.279,0.85,us,us6000c8x1,2020-10-17T05:07:08.040Z,"167 km E of Kuril’sk, Russia",earthquake,9.3,6.6,0.022,652,reviewed,us,us
2020-10-17T04:46:24.908Z,-16.4818,-73.5168,45.23,4.7,mb,,148,3.708,0.81,us,us6000c8x0,2020-10-17T05:25:11.244Z,"32 km SSE of Atico, Peru",earthquake,11.2,8.7,0.064,75,reviewed,us,us
2020-10-17T04:32:06.090Z,73.8472,8.5877,10,4.6,mb,,85,4.738,1.29,us,us6000c8wy,2020-10-17T04:51:45.040Z,"Greenland Sea",earthquake,5.7,1.9,0.151,14,reviewed,us,us
2020-10-17T02:37:33.247Z,-6.0364,130.4384,143.33,4.6,mb,,72,2.113,0.79,us,us6000c8wk,2020-10-17T02:51:53.040Z,"260 km W of Tual, Indonesia",earthquake,9.3,8.4,0.12,21,reviewed,us,us
2020-10-17T00:36:01.135Z,-3.3122,100.2844,10,5.1,mww,,53,2.861,0.85,us,us6000c8w6,2020-10-17T00:55:15.040Z,"185 km SW of Sungai Penuh, Indonesia",earthquake,6.8,1.8,0.098,10,reviewed,us,us
2020-10-16T21:30:54.002Z,-62.3557,-58.0966,10,4.7,mb,,69,0.29,0.86,us,us6000c8vb,2020-10-16T21:45:07.040Z,"South Shetland Islands",earthquake,6.3,1.9,0.113,24,reviewed,us,us
2020-10-16T20:06:27.817Z,13.6651,120.2743,63.07,5.4,mww,,27,3.868,0.89,us,us6000c8v2,2020-10-19T12:30:29.182Z,"6 km SSE of Looc, Philippines",earthquake,6.9,4.7,0.066,22,reviewed,us,us
2020-10-16T19:05:00.222Z,-23.3246,179.1753,559.13,4.7,mb,,134,5.65,1,us,us6000c8uv,2020-10-16T19:21:16.040Z,"south of the Fiji Islands",earthquake,14.1,8.7,0.051,118,reviewed,us,us
2020-10-16T12:06:08.551Z,-62.3681,-58.5066,10,4.9,mb,,106,0.15,0.7,us,us6000c8ri,2020-10-16T12:29:58.040Z,"South Shetland Islands",earthquake,5.6,1.9,0.119,22,reviewed,us,us
2020-10-16T10:10:53.325Z,36.6356,71.2304,222.2,4.9,mww,,56,2.747,0.93,us,us6000c8qv,2020-10-16T10:29:19.040Z,"27 km W of Ashkāsham, Afghanistan",earthquake,6.6,6.2,0.093,11,reviewed,us,us
2020-10-16T06:25:45.140Z,-11.6566,166.8336,230.9,4.7,mb,,73,7.12,0.5,us,us6000c8pr,2020-10-16T06:43:24.040Z,"153 km SE of Lata, Solomon Islands",earthquake,11.1,7.8,0.071,60,reviewed,us,us
2020-10-16T05:45:40.136Z,-5.3448,101.7916,27.16,4.5,mb,,112,1.517,0.51,us,us6000c8pm,2020-10-16T06:10:49.040Z,"178 km SSW of Bengkulu, Indonesia",earthquake,7.7,6.3,0.172,10,reviewed,us,us
2020-10-16T01:31:53.495Z,-57.1004,-25.0381,54.45,4.6,mb,,196,7.06,0.64,us,us6000caq6,2020-10-21T21:59:14.040Z,"South Sandwich Islands region",earthquake,15.3,2.2,0.119,21,reviewed,us,us
2020-10-16T00:32:45.680Z,10.4529,122.2611,35,4.8,mb,,98,4.696,0.7,us,us6000c8ms,2020-10-16T06:11:25.185Z,"19 km SE of San Joaquin, Philippines",earthquake,8.6,1.2,0.076,53,reviewed,us,us
2020-10-16T00:08:23.404Z,8.1153,-37.947,10,5,mb,,43,14,0.67,us,us6000c8mg,2020-10-16T00:38:07.040Z,"central Mid-Atlantic Ridge",earthquake,9.3,1.8,0.024,545,reviewed,us,us
2020-10-15T22:06:27.755Z,-3.4216,100.0797,10,4.5,mb,,166,3.017,0.97,us,us6000c8m0,2020-10-15T22:34:22.040Z,"209 km SW of Sungai Penuh, Indonesia",earthquake,9.9,1.9,0.15,13,reviewed,us,us
2020-10-15T15:19:20.264Z,5.2303,127.1073,95.56,4.5,mb,,111,2.376,0.65,us,us6000c8jm,2020-10-15T15:40:55.040Z,"161 km SE of Pondaguitan, Philippines",earthquake,7.8,3,0.099,34,reviewed,us,us
2020-10-15T14:09:33.428Z,-31.1781,-177.902,10,4.7,mb,,181,1.926,1.12,us,us6000c8ik,2020-10-15T14:28:43.040Z,"Kermadec Islands region",earthquake,9.4,1.8,0.137,16,reviewed,us,us
2020-10-15T10:34:12.977Z,-3.2484,100.3297,25.38,4.9,mb,,130,2.843,0.77,us,us6000c8hl,2020-10-15T10:51:00.040Z,"176 km SW of Sungai Penuh, Indonesia",earthquake,9.5,6.1,0.106,28,reviewed,us,us
2020-10-15T09:41:15.328Z,-3.2272,100.3277,10,5.2,mww,,46,2.853,1.16,us,us6000c8hc,2020-10-16T22:16:19.265Z,"175 km SW of Sungai Penuh, Indonesia",earthquake,7.1,1.8,0.065,23,reviewed,us,us
2020-10-15T08:51:35.946Z,7.2276,126.3166,10,4.6,mb,,39,0.748,0.69,us,us6000c8h6,2020-10-16T12:47:23.040Z,"Mindanao, Philippines",earthquake,6.5,1.9,0.077,50,reviewed,us,us
2020-10-15T07:00:19.348Z,-31.415,-177.7361,10,5.1,mb,,75,6.947,0.95,us,us6000c8g3,2020-10-15T07:21:01.040Z,"Kermadec Islands region",earthquake,10.5,1.8,0.055,107,reviewed,us,us
