time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-15T04:59:52.455Z,3.946,95.8615,44.82,4.9,mww,,83,1.671,0.64,us,us6000c8fj,2020-10-19T03:11:30.040Z,"36 km SW of Meulaboh, Indonesia",earthquake,7.9,6.2,0.093,11,reviewed,us,us
2020-10-15T04:26:12.137Z,-7.5301,128.0855,156.54,4.5,mb,,56,3.215,0.82,us,us6000c8fa,2020-10-19T02:33:28.040Z,"162 km NE of Lospalos, Timor Leste",earthquake,7.7,3.5,0.095,33,reviewed,us,us
2020-10-15T02:20:09.999Z,-31.5766,-68.8189,102.64,4.9,mww,,40,0.119,1.01,us,us6000c8ev,2020-10-19T00:35:11.464Z,"8 km WSW of Villa Basilio Nievas, Argentina",earthquake,6.9,4.3,0.057,30,reviewed,us,us
2020-10-15T01:20:28.026Z,-17.0306,-173.8051,57.76,4.8,mb,,136,4.212,0.77,us,us6000c8el,2020-10-18T23:50:18.040Z,"119 km S of Hihifo, Tonga",earthquake,14.8,9.6,0.103,29,reviewed,us,us
2020-10-14T23:18:27.231Z,-31.7188,-68.1737,111.34,4.5,mwr,,42,0.126,1.02,us,us6000c8dv,2020-10-24T00:20:37.127Z,"12 km SE of Caucete, Argentina",earthquake,7.7,3.5,0.052,36,reviewed,us,us
2020-10-14T20:16:27.173Z,1.1089,126.8504,65.2,4.7,mb,,82,0.615,0.82,us,us6000c8bt,2020-10-22T18:04:03.040Z,"69 km WNW of Ternate, Indonesia",earthquake,5.8,5.2,0.057,94,reviewed,us,us
2020-10-14T19:19:21.749Z,-5.9511,-76.7347,10.94,4.6,mb,,88,2.025,0.96,us,us6000c9yk,2020-10-23T17:39:02.040Z,"27 km ENE of Moyobamba, Peru",earthquake,4.6,4.1,0.058,89,reviewed,us,us
2020-10-14T18:37:25.517Z,-15.8126,-174.7901,10,4.8,mb,,123,3.469,0.78,us,us6000c9yi,2020-10-22T18:55:47.040Z,"107 km W of Hihifo, Tonga",earthquake,11.6,1.8,0.056,99,reviewed,us,us
2020-10-14T18:35:10.810Z,-16.1897,-174.7988,10,4.5,mb,,66,5.46,0.91,us,us6000c9yj,2020-10-23T17:27:28.040Z,"110 km WSW of Hihifo, Tonga",earthquake,5.9,1.9,0.115,22,reviewed,us,us
2020-10-14T15:28:38.063Z,-10.1578,66.2885,10,5.1,mww,,61,6.602,0.75,us,us6000c8av,2020-10-21T02:59:31.040Z,"Mid-Indian Ridge",earthquake,10.9,1.8,0.078,16,reviewed,us,us
2020-10-14T15:27:27.373Z,-59.6335,-24.8886,10,4.9,mb,,95,8.295,0.68,us,us6000c8ae,2020-10-21T02:53:46.040Z,"South Sandwich Islands region",earthquake,12.1,1.8,0.094,37,reviewed,us,us
2020-10-14T11:06:17.693Z,27.3958,54.4725,10,4.6,mb,,66,2.894,0.54,us,us6000c886,2020-10-14T11:20:40.040Z,"45 km SE of Gerāsh, Iran",earthquake,5.8,1.6,0.089,38,reviewed,us,us
2020-10-14T08:55:13.563Z,-30.5483,-178.9744,197.42,4.5,mb,,137,1.584,0.75,us,us6000c87p,2020-10-14T11:24:29.040Z,"Kermadec Islands, New Zealand",earthquake,10.7,10.5,0.115,22,reviewed,us,us
2020-10-14T06:56:18.562Z,14.0084,-92.1207,61.11,4.5,mb,,187,0.658,1.18,us,us6000c86y,2020-10-14T07:35:11.040Z,"38 km SW of Champerico, Guatemala",earthquake,8.4,9.6,0.033,263,reviewed,us,us
2020-10-13T22:22:05.971Z,-41.5814,84.7184,10,4.5,mb,,125,44.48,0.45,us,us6000c8ts,2020-10-21T02:38:13.040Z,"southeast Indian Ridge",earthquake,11.5,1.9,0.18,9,reviewed,us,us
2020-10-13T21:09:25.790Z,-8.3356,-74.2253,154.67,4.8,mb,,71,1.621,0.84,us,us6000c83n,2020-10-20T05:02:01.781Z,"35 km ENE of San Fernando, Peru",earthquake,7,5.6,0.049,130,reviewed,us,us
2020-10-13T17:16:15.671Z,-26.1418,-71.1264,10,4.8,mwr,,99,0.474,1.09,us,us6000c826,2020-10-23T18:57:01.040Z,"103 km SW of Taltal, Chile",earthquake,4.1,1.8,0.051,37,reviewed,us,us
2020-10-13T16:32:46.848Z,-37.0845,-96.0912,10,4.7,mb,,113,15.009,0.6,us,us6000c8tk,2020-10-19T14:58:31.040Z,"southeast of Easter Island",earthquake,6.8,1.9,0.063,76,reviewed,us,us
2020-10-13T13:16:03.261Z,33.4822,141.0612,47.7,4.8,mb,,85,1.106,0.47,us,us6000c806,2020-10-19T13:15:18.040Z,"196 km SSE of Katsuura, Japan",earthquake,7.1,2,0.037,228,reviewed,us,us
2020-10-13T09:29:52.875Z,13.9313,56.8941,10,5.3,mww,,44,10.976,1.26,us,us6000c7zb,2020-10-14T09:32:35.790Z,"Socotra region",earthquake,10,1.8,0.075,17,reviewed,us,us
2020-10-13T06:49:05.251Z,11.3164,125.6533,62.68,4.7,mb,,52,4.22,0.63,us,us6000c7yq,2020-10-13T19:19:25.771Z,"3 km ESE of Hernani, Philippines",earthquake,7.6,5.5,0.05,123,reviewed,us,us
2020-10-13T05:19:46.121Z,-15.1866,-71.7658,181.12,4.6,mb,,121,3.243,1.11,us,us6000c7xy,2020-10-13T07:12:35.040Z,"38 km WNW of Tisco, Peru",earthquake,8.7,11,0.145,14,reviewed,us,us
2020-10-13T04:35:58.616Z,19.8537,121.3389,34.1,4.5,mb,,81,2.959,0.56,us,us6000c7xm,2020-10-18T01:29:12.485Z,"93 km SW of Basco, Philippines",earthquake,9.7,5.5,0.093,34,reviewed,us,us
2020-10-13T00:30:01.149Z,-23.105,-69.3195,96.62,4.6,mwr,,74,0.46,1.17,us,us6000c7w7,2020-10-13T01:04:37.416Z,"82 km SSW of Calama, Chile",earthquake,2.5,5.9,,,reviewed,us,guc
2020-10-12T23:49:48.476Z,-19.3287,169.4053,210.7,4.9,mb,,85,2.499,0.85,us,us6000c7vz,2020-10-13T00:16:07.040Z,"26 km NNE of Isangel, Vanuatu",earthquake,5.5,7.4,0.05,124,reviewed,us,us
2020-10-12T23:09:29.493Z,-2.2175,-77.2793,69.81,4.5,mb,,139,1.914,0.42,us,us6000c7vx,2020-10-12T23:54:50.560Z,"93 km E of Macas, Ecuador",earthquake,11.9,10.4,0.07,59,reviewed,us,us
2020-10-12T21:02:56.355Z,-16.4785,-70.9327,129.45,5,mb,,95,1.775,1.23,us,us6000c7v8,2020-10-20T04:32:26.040Z,"11 km SW of Ubinas, Peru",earthquake,6.2,5.4,0.051,124,reviewed,us,us
2020-10-12T19:21:40.276Z,9.7721,126.0146,91.55,4.8,mb,,73,2.719,1.17,us,us6000c7un,2020-10-13T06:53:31.231Z,"4 km WNW of Dapa, Philippines",earthquake,8.7,6.9,0.051,118,reviewed,us,us
2020-10-12T18:41:58.628Z,-4.7433,152.1177,109.24,4.9,mb,,28,0.443,0.86,us,us6000c7uj,2020-10-22T14:46:21.040Z,"47 km SSW of Kokopo, Papua New Guinea",earthquake,6.9,4.4,0.045,152,reviewed,us,us
2020-10-12T14:49:46.954Z,-16.5825,-173.6953,49.19,4.7,mb,,69,3.236,0.94,us,us6000c8sr,2020-10-18T19:27:46.040Z,"70 km S of Hihifo, Tonga",earthquake,5.3,5.5,0.195,8,reviewed,us,us
2020-10-12T13:38:50.607Z,15.0306,119.0772,10,4.6,mb,,107,2.834,0.56,us,us6000c8sw,2020-10-18T19:04:57.040Z,"99 km WSW of Palauig, Philippines",earthquake,10.7,1.9,0.084,42,reviewed,us,us
2020-10-12T11:47:17.477Z,39.5951,52.021,38.89,4.9,mb,,81,5.628,0.8,us,us6000c7ra,2020-10-12T13:02:14.040Z,"92 km WSW of Türkmenbaşy, Turkmenistan",earthquake,7.3,3.6,0.053,112,reviewed,us,us
2020-10-12T07:03:07.176Z,14.7958,-93.6592,28.99,4.9,mwr,,131,1.92,0.66,us,us6000c7qe,2020-10-12T07:25:45.040Z,"89 km SW of La Esperanza (El Zapotal), Mexico",earthquake,7.6,4.1,0.098,10,reviewed,us,us
2020-10-12T06:06:56.568Z,14.6237,-91.6601,100.49,5.1,mww,,96,0.104,1.19,us,us6000c7q4,2020-10-15T04:47:48.040Z,"4 km NE of Nuevo San Carlos, Guatemala",earthquake,6.9,5.4,0.089,12,reviewed,us,us
2020-10-12T04:17:33.941Z,14.6979,-93.7668,10,4.9,mb,,92,2.013,0.89,us,us6000c8s9,2020-10-19T02:28:50.040Z,"105 km SW of La Esperanza (El Zapotal), Mexico",earthquake,8.8,1.9,0.081,48,reviewed,us,us
2020-10-12T04:14:27.349Z,14.5516,-93.5574,10,5.4,mb,,87,1.803,0.91,us,us6000c8sb,2020-10-19T02:04:53.040Z,"107 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,9.2,1.8,0.083,50,reviewed,us,us
2020-10-12T04:13:53.529Z,14.8541,-93.5861,18,5.5,mww,,63,1.859,0.81,us,us6000c7ne,2020-10-19T01:43:31.428Z,"79 km SW of La Esperanza (El Zapotal), Mexico",earthquake,4.7,1.7,0.055,32,reviewed,us,us
2020-10-12T04:11:27.481Z,35.6404,26.2291,10,5.2,mww,,30,0.765,1.04,us,us6000c7nd,2020-10-19T01:20:23.409Z,"49 km N of Palekastro, Greece",earthquake,4.4,1.8,0.05,38,reviewed,us,us
2020-10-12T00:39:58.822Z,-62.4834,-58.2227,10,4.9,mb,,92,1.075,0.83,us,us6000c7md,2020-10-12T01:05:38.040Z,"South Shetland Islands",earthquake,4.8,2,0.12,23,reviewed,us,us
2020-10-12T00:30:40.095Z,35.5926,26.2207,10,5.1,mww,,44,0.768,0.99,us,us6000c7m8,2020-10-12T21:45:56.311Z,"43 km N of Palekastro, Greece",earthquake,4.4,1.8,0.05,38,reviewed,us,us
2020-10-12T00:28:31.490Z,29.4554,139.3662,407.74,5.1,mww,,32,5.302,0.81,us,us6000c7m7,2020-10-12T21:39:44.040Z,"Izu Islands, Japan region",earthquake,8.8,5.7,0.098,10,reviewed,us,us
2020-10-11T22:30:49.446Z,11.4412,-85.8148,153.27,4.5,mb,,85,0.382,0.46,us,us6000c7lw,2020-10-14T03:35:12.040Z,"1 km ENE of Rivas, Nicaragua",earthquake,7.4,5.1,0.075,52,reviewed,us,us
2020-10-11T18:47:54.750Z,-5.8243,153.6801,10,4.7,mb,,107,2.216,0.95,us,us6000c7l6,2020-10-11T19:09:25.040Z,"207 km WNW of Panguna, Papua New Guinea",earthquake,9.8,1.9,0.12,21,reviewed,us,us
2020-10-11T18:26:22.711Z,-24.0797,-66.9087,196.97,4.6,mb,,54,1.618,0.91,us,us6000c7l3,2020-10-11T18:43:38.040Z,"61 km WNW of San Antonio de los Cobres, Argentina",earthquake,8.7,5.1,0.123,20,reviewed,us,us
2020-10-11T16:34:01.301Z,-7.1509,155.0284,10,4.6,mb,,85,4.095,0.69,us,us6000c8j6,2020-10-18T15:54:26.040Z,"105 km SSW of Panguna, Papua New Guinea",earthquake,4.6,1.9,0.123,20,reviewed,us,us
2020-10-11T16:32:19.700Z,13.3381,146.1006,10,4.6,mb,,170,1.224,0.83,us,us6000c8ir,2020-10-18T14:07:59.040Z,"133 km E of Yigo Village, Guam",earthquake,5.1,2,0.158,12,reviewed,us,us
2020-10-11T14:41:21.222Z,-28.5584,-112.0701,10,5.7,mww,,60,2.717,1.06,us,us6000c7k9,2020-10-15T20:37:51.586Z,"Easter Island region",earthquake,11.1,1.8,0.073,18,reviewed,us,us
2020-10-11T13:58:42.930Z,42.0298,142.6571,68.32,4.5,mb,,95,0.372,0.67,us,us6000c7jx,2020-10-15T20:23:34.040Z,"41 km SE of Shizunai-furukawachō, Japan",earthquake,6.5,6.1,0.102,28,reviewed,us,us
2020-10-11T13:36:34.605Z,36.1993,70.9932,112.42,4.5,mb,,60,2.297,0.87,us,us6000c7jn,2020-10-15T20:17:30.522Z,"72 km SW of Ashkāsham, Afghanistan",earthquake,6.2,6.3,0.054,99,reviewed,us,us
2020-10-11T13:15:04.213Z,6.7857,-72.9701,153.14,4.8,mb,,59,2.35,0.82,us,us6000c8ij,2020-10-15T20:12:27.040Z,"3 km N of Cepitá, Colombia",earthquake,5.1,7.8,0.109,26,reviewed,us,us
2020-10-11T11:09:24.305Z,4.5136,96.6797,154.36,4.7,mb,,141,0.758,0.79,us,us6000c7iv,2020-10-22T07:46:41.040Z,"73 km ENE of Meulaboh, Indonesia",earthquake,8.7,6.8,0.08,47,reviewed,us,us
2020-10-11T06:54:53.668Z,13.1225,146.8908,10,4.7,mb,,121,2.022,0.52,us,us6000c7ht,2020-10-11T07:22:29.040Z,"221 km ESE of Yigo Village, Guam",earthquake,6,1.8,0.09,38,reviewed,us,us
2020-10-11T00:41:08.174Z,-14.1998,-72.9502,77.25,4.6,mb,,80,4.383,0.62,us,us6000c7f0,2020-10-23T05:23:51.040Z,"7 km ENE of Pachaconas, Peru",earthquake,5.1,6,0.091,36,reviewed,us,us
2020-10-10T20:58:37.114Z,-62.3293,-58.1804,10,5,mb,,68,0.243,0.78,us,us6000c7e4,2020-10-22T04:53:40.040Z,"South Shetland Islands",earthquake,5.3,1.8,0.088,41,reviewed,us,us
2020-10-10T20:22:27.940Z,4.7367,95.6557,89.03,4.5,mb,,130,1.376,0.88,us,us6000c7di,2020-10-21T04:48:11.040Z,"79 km SSW of Sigli, Indonesia",earthquake,7.1,6.3,0.066,67,reviewed,us,us
2020-10-10T17:38:00.874Z,24.6316,93.4817,54.6,5.4,mww,,22,0.846,0.59,us,us6000c7ce,2020-10-14T23:05:44.944Z,"33 km WNW of Moirāng, India",earthquake,6,5.2,0.069,20,reviewed,us,us
2020-10-10T17:19:51.744Z,-15.8034,167.9965,178.1,4.8,mb,,112,0.842,1.22,us,us6000c7cc,2020-10-10T17:37:22.040Z,"70 km ENE of Lakatoro, Vanuatu",earthquake,7.5,5.6,0.066,76,reviewed,us,us
2020-10-10T13:14:57.344Z,-28.5676,-112.3045,10,5.9,mww,,50,2.901,1.02,us,us6000c7b1,2020-10-11T13:18:49.581Z,"Easter Island region",earthquake,10.8,1.8,0.075,17,reviewed,us,us
2020-10-10T11:22:10.572Z,58.5157,-150.7842,45.5,4.7,ml,,,,1.21,ak,ak020d1vb29a,2020-10-23T17:30:49.427Z,"110 km SSE of Port Graham, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-10-10T11:19:44.806Z,-52.4985,18.279,10,4.5,mb,,116,20.191,0.52,us,us6000c7bz,2020-10-17T06:49:54.040Z,"southwest of Africa",earthquake,13.9,1.8,0.163,11,reviewed,us,us
2020-10-10T10:43:04.580Z,-4.6942,102.6566,53.79,4.8,mb,,89,0.445,1.01,us,us6000c7ak,2020-10-10T10:59:41.040Z,"98 km SW of Pagar Alam, Indonesia",earthquake,5.4,6,0.085,43,reviewed,us,us
2020-10-10T09:08:43.197Z,-5.9987,122.5764,10,4.6,mb,,95,2.641,0.76,us,us6000c7a8,2020-10-10T09:28:12.040Z,"118 km S of Katabu, Indonesia",earthquake,7.2,1.9,0.107,26,reviewed,us,us
2020-10-10T06:48:42.137Z,-33.7317,-72.46,9.24,4.5,mwr,,175,0.986,0.32,us,us6000c79c,2020-10-22T07:30:36.598Z,"80 km W of San Antonio, Chile",earthquake,2.6,5.1,0.055,32,reviewed,us,us
2020-10-10T06:41:26.665Z,51.9021,-169.5992,10,4.9,mb,,184,0.889,1.22,us,us6000c792,2020-10-23T17:25:20.624Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,4.7,1.9,0.078,52,reviewed,us,us
2020-10-10T03:40:45.170Z,-35.252,53.9102,10,5,mww,,76,11.865,0.58,us,us6000c77u,2020-10-10T04:20:16.040Z,"Southwest Indian Ridge",earthquake,10.9,1.9,0.086,13,reviewed,us,us
2020-10-09T21:22:23.097Z,-17.2155,167.4266,10,5.4,mww,,24,1.771,0.71,us,us6000c760,2020-10-11T00:41:27.782Z,"110 km WNW of Port-Vila, Vanuatu",earthquake,5.6,1.7,0.071,19,reviewed,us,us
2020-10-09T17:01:13.604Z,-19.0982,-174.0334,10,4.8,mb,,78,5.593,0.9,us,us6000c74m,2020-10-09T17:19:29.040Z,"49 km S of Neiafu, Tonga",earthquake,4.4,1.9,0.102,34,reviewed,us,us
2020-10-09T14:36:33.395Z,41.5072,19.4599,10,4.5,mb,,50,0.933,0.68,us,us6000c72t,2020-10-16T14:13:51.040Z,"20 km NNW of Shijak, Albania",earthquake,3.4,1.9,0.221,6,reviewed,us,us
2020-10-09T08:55:51.522Z,-27.8978,-66.405,163.02,5,mb,,79,2.643,0.7,us,us6000c701,2020-10-22T06:57:33.040Z,"36 km SSW of Andalgalá, Argentina",earthquake,3.5,8.1,0.086,43,reviewed,us,us
2020-10-09T06:27:50.551Z,14.9371,-91.9032,111.26,4.5,mb,,139,0.457,0.65,us,us6000c6z8,2020-10-22T06:25:28.040Z,"1 km ENE of San Rafael Pie de la Cuesta, Guatemala",earthquake,8.5,6.8,0.095,32,reviewed,us,us
2020-10-09T05:57:41.015Z,2.1519,97.6279,55.58,4.5,mb,,91,0.844,0.47,us,us6000c6z4,2020-10-22T06:19:58.040Z,"23 km SW of Singkil, Indonesia",earthquake,4.6,8.9,0.15,13,reviewed,us,us
2020-10-09T04:14:03.614Z,17.8389,-62.4897,13.69,4.6,mb,,60,0.581,0.39,us,us6000c6ya,2020-10-09T15:32:36.010Z,"58 km NNE of Nicola Town, Saint Kitts and Nevis",earthquake,2,5.1,0.07,60,reviewed,us,us
2020-10-09T02:57:20.641Z,-6.0392,122.5974,11.25,5.2,mww,,44,2.604,0.82,us,us6000c6xe,2020-10-09T03:15:20.040Z,"122 km S of Katabu, Indonesia",earthquake,6.6,4.5,0.083,14,reviewed,us,us
2020-10-09T01:21:24.710Z,17.994,-63.9913,35,4.5,md,18,348,1.8634,0.49,pr,pr2020283000,2020-10-09T12:51:22.911Z,"85 km ENE of Saint Croix, U.S. Virgin Islands",earthquake,8.42,32.229,0.15,10,reviewed,pr,pr
2020-10-08T23:14:35.759Z,-6.2472,146.2885,105.33,5.1,mb,,57,3.253,0.93,us,us6000c6w6,2020-10-09T08:25:33.104Z,"47 km E of Kainantu, Papua New Guinea",earthquake,9,7.1,0.068,69,reviewed,us,us
2020-10-08T19:48:11.649Z,-11.0944,163.3437,10,4.6,mb,,55,3.725,1.16,us,us6000c81j,2020-10-14T16:45:29.040Z,"171 km ESE of Kirakira, Solomon Islands",earthquake,7.8,1.8,0.103,28,reviewed,us,us
2020-10-08T18:24:52.172Z,52.6525,152.6467,523.65,5,mb,,39,3.095,0.81,us,us6000c6um,2020-10-21T17:30:53.040Z,"293 km WNW of Ozernovskiy, Russia",earthquake,8.9,5.3,0.02,778,reviewed,us,us
2020-10-08T16:27:45.179Z,-11.2206,163.2856,20.69,4.9,mb,,48,3.731,0.84,us,us6000c6tx,2020-10-08T16:55:19.040Z,"171 km ESE of Kirakira, Solomon Islands",earthquake,7.2,5.5,0.06,98,reviewed,us,us
2020-10-08T15:58:49.998Z,-5.9004,150.8349,30,5.8,mww,,28,2.152,0.8,us,us6000c6si,2020-10-09T16:45:33.332Z,"86 km ESE of Kimbe, Papua New Guinea",earthquake,5.1,1.8,0.054,33,reviewed,us,us
2020-10-08T15:48:26.909Z,-58.9377,-25.5913,79.34,5.2,mb,,46,7.605,0.88,us,us6000c6sf,2020-10-09T16:28:25.040Z,"South Sandwich Islands region",earthquake,10,4.6,0.068,74,reviewed,us,us
2020-10-08T15:25:09.159Z,-11.2041,163.256,40.64,5,mb,,44,3.698,1.02,us,us6000c6sb,2020-10-08T15:43:51.040Z,"167 km ESE of Kirakira, Solomon Islands",earthquake,8.5,6.9,0.044,176,reviewed,us,us
2020-10-08T14:22:39.520Z,52.7184,-168.2558,36.99,5.7,mww,,169,0.677,1.35,us,us6000c6rg,2020-10-27T14:32:42.201Z,"47 km ESE of Nikolski, Alaska",earthquake,4.9,2.1,0.05,39,reviewed,us,us
2020-10-08T13:38:16.778Z,-5.3224,68.5414,10,4.5,mb,,173,4.406,0.92,us,us6000c81i,2020-10-18T14:20:02.040Z,"Chagos Archipelago region",earthquake,15.5,2,0.15,13,reviewed,us,us
2020-10-08T13:18:33.075Z,56.8579,-36.1661,10,4.7,mb,,120,6.434,0.77,us,us6000c81b,2020-10-18T14:12:42.040Z,"Reykjanes Ridge",earthquake,12.1,2,0.194,8,reviewed,us,us
2020-10-08T10:42:21.492Z,71.6289,-11.3894,10,5,mb,,59,3.63,0.91,us,us6000c6p1,2020-10-08T21:34:17.040Z,"124 km NW of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.3,1.9,0.028,395,reviewed,us,us
2020-10-08T10:31:57.007Z,-5.4926,151.9703,58.18,4.9,mb,,126,1.307,0.96,us,us6000c6nz,2020-10-08T11:06:22.040Z,"131 km SSW of Kokopo, Papua New Guinea",earthquake,8.7,6.2,0.055,106,reviewed,us,us
2020-10-08T10:09:21.054Z,26.5662,141.3873,90.45,4.5,mb,,59,0.886,1.09,us,us6000c817,2020-10-15T09:26:13.040Z,"Bonin Islands, Japan region",earthquake,7.7,6.2,0.128,18,reviewed,us,us
2020-10-08T09:02:20.683Z,-62.31,-58.2603,10,4.9,mb,,99,0.201,0.63,us,us6000c6nn,2020-10-08T09:45:58.040Z,"South Shetland Islands",earthquake,9.8,1.9,0.106,28,reviewed,us,us
2020-10-08T08:42:07.692Z,-11.7596,167.2045,193.44,4.5,mb,,91,3.665,0.53,us,us6000c6nh,2020-10-08T09:09:55.040Z,"191 km SE of Lata, Solomon Islands",earthquake,9.8,6.9,0.106,26,reviewed,us,us
2020-10-08T07:35:32.224Z,-6.114,146.1686,103.49,6.3,mww,,15,3.413,0.89,us,us6000c6mu,2020-10-10T08:04:39.636Z,"38 km ENE of Kainantu, Papua New Guinea",earthquake,7,5.6,0.073,18,reviewed,us,us
2020-10-08T03:34:31.069Z,29.7593,129.7184,35,4.8,mb,,126,1.855,0.59,us,us6000c6m6,2020-10-12T03:43:36.040Z,"88 km SW of Kurio, Japan",earthquake,3.3,1.9,0.062,80,reviewed,us,us
2020-10-08T03:18:32.761Z,12.4027,-88.936,35,4.5,mb,,159,1.892,0.93,us,us6000c6ly,2020-10-08T04:00:39.040Z,"106 km SSW of Puerto El Triunfo, El Salvador",earthquake,7.3,2,0.041,173,reviewed,us,us
2020-10-07T23:50:46.925Z,-6.4575,130.1278,112.02,4.8,mb,,70,1.909,0.63,us,us6000c6kw,2020-10-21T00:25:02.040Z,"Banda Sea",earthquake,5.3,7,0.074,57,reviewed,us,us
2020-10-07T22:13:05.216Z,41.4658,19.5704,10,4.6,mb,,42,0.99,0.77,us,us6000c6kg,2020-10-20T23:09:08.714Z,"10 km NW of Vorë, Albania",earthquake,4.1,1.9,0.102,29,reviewed,us,us
2020-10-07T22:08:35.370Z,-18.0276,-177.9591,600.56,4.7,mb,,39,3.702,0.75,us,us6000c6kf,2020-10-18T05:31:27.040Z,"288 km E of Levuka, Fiji",earthquake,11.1,6.3,0.065,72,reviewed,us,us
2020-10-07T18:27:28.027Z,0.3473,125.7977,40.18,4.9,mb,,55,1.624,0.91,us,us6000c6ib,2020-10-13T18:48:06.040Z,"144 km SE of Tondano, Indonesia",earthquake,4.2,6.5,0.083,45,reviewed,us,us
2020-10-07T18:24:34.620Z,18.174,-64.1781,10,5.3,ml,30,197,1.671,0.57,pr,pr2020281016,2020-10-13T18:40:50.040Z,"67 km ESE of Cruz Bay, U.S. Virgin Islands",earthquake,4.33,31.61,0.12,11,reviewed,pr,pr
2020-10-07T18:04:18.158Z,23.4204,142.9726,33.3,4.9,mb,,62,13.086,0.93,us,us6000c6ik,2020-10-13T18:52:46.040Z,"Volcano Islands, Japan region",earthquake,6,4.5,0.049,130,reviewed,us,us
2020-10-07T16:30:54.417Z,-10.7518,164.9676,45.3,4.5,mb,,136,5.112,0.47,us,us6000c7t6,2020-10-14T23:00:02.040Z,"90 km W of Lata, Solomon Islands",earthquake,11.2,9.5,0.192,8,reviewed,us,us
2020-10-07T12:36:28.856Z,-62.3265,-58.3201,11.75,4.7,mb,,75,0.183,0.47,us,us6000c6ep,2020-10-07T12:52:31.040Z,"South Shetland Islands",earthquake,5.8,4,0.113,24,reviewed,us,us
2020-10-07T06:50:13.081Z,-10.4971,120.9259,51.6,4.9,mb,,75,2.257,1.2,us,us6000c6cn,2020-10-07T07:11:56.040Z,"117 km SE of Waingapu, Indonesia",earthquake,7,6.6,0.096,34,reviewed,us,us
2020-10-07T06:13:57.747Z,-5.9822,130.6131,128.45,4.5,mb,,74,2.1,0.97,us,us6000c6cd,2020-10-07T06:35:37.040Z,"240 km W of Tual, Indonesia",earthquake,6.5,7.6,0.116,22,reviewed,us,us
2020-10-07T05:34:23.054Z,-28.994,-71.1249,52.68,4.7,mwr,,98,0.372,0.77,us,us6000c6bs,2020-10-07T12:12:02.464Z,"58 km SW of Vallenar, Chile",earthquake,5.9,7.1,0.051,37,reviewed,us,us
2020-10-07T01:34:15.154Z,51.3,-178.3639,46.67,4.8,mb,,121,0.379,0.82,us,us6000c69l,2020-10-18T02:35:00.823Z,"135 km WSW of Adak, Alaska",earthquake,4.6,5.1,0.049,131,reviewed,us,us
2020-10-07T00:35:53.264Z,-11.9101,166.7095,138.83,4.8,mb,,118,3.548,0.67,us,us6000c695,2020-10-14T22:23:12.040Z,"164 km SE of Lata, Solomon Islands",earthquake,11.1,6.3,0.081,47,reviewed,us,us
2020-10-06T23:02:06.949Z,34.3036,137.9258,295.63,4.6,mb,,76,0.429,0.81,us,us6000c68f,2020-10-14T04:26:35.040Z,"42 km SW of Ōyama, Japan",earthquake,7.3,4.3,0.05,118,reviewed,us,us
2020-10-06T22:02:54.378Z,25.643,94.7776,61.51,4.6,mb,,54,1.472,0.84,us,us6000c688,2020-10-14T04:49:12.993Z,"27 km E of Phek, India",earthquake,3.7,6.3,0.062,78,reviewed,us,us
2020-10-06T21:29:06.790Z,9.7633,126.3368,10,4.6,mb,,126,2.779,1.15,us,us6000c73n,2020-10-14T05:02:41.040Z,"24 km E of Union, Philippines",earthquake,9.9,1.9,0.089,37,reviewed,us,us
2020-10-06T21:18:04.990Z,9.7097,126.3434,10,4.5,mb,,127,2.729,0.93,us,us6000c73t,2020-10-14T04:22:35.040Z,"26 km ESE of Union, Philippines",earthquake,6.6,1.9,0.121,20,reviewed,us,us
2020-10-06T19:11:34.362Z,-7.2969,39.7801,10,4.6,mb,,67,5.201,0.41,us,us6000c679,2020-10-06T21:49:17.040Z,"62 km ESE of Vikindu, Tanzania",earthquake,10.5,1.9,0.089,38,reviewed,us,us
2020-10-06T15:21:11.860Z,3.1268,65.5237,10,4.6,mb,,87,7.912,0.61,us,us6000c73c,2020-10-14T15:33:23.040Z,"Carlsberg Ridge",earthquake,9.2,1.4,0.132,17,reviewed,us,us
2020-10-06T13:56:42.504Z,-62.3428,-58.2189,10,5.4,mww,,73,0.232,0.83,us,us6000c63r,2020-10-14T13:53:14.134Z,"South Shetland Islands",earthquake,5.6,1.8,0.073,18,reviewed,us,us
2020-10-06T13:52:31.722Z,-9.5762,112.8615,35,4.8,mww,,111,1.683,1.51,us,us6000c63n,2020-10-14T13:45:22.040Z,"151 km S of Dampit, Indonesia",earthquake,7.4,1.9,0.083,14,reviewed,us,us
2020-10-06T13:22:06.448Z,9.5595,126.6684,40.28,4.8,mb,,115,2.698,0.33,us,us6000c63i,2020-10-14T13:40:59.040Z,"60 km ENE of Cortes, Philippines",earthquake,9.3,6.2,0.085,43,reviewed,us,us
