year,mon,dy,hr,minutes,seconds,lon,lat,dep,mag,evid
2013,1,27,17,54,42.08,122.2960,24.1123,24.73,3.55,13271754.P13
2013,1,27,19,35,22.41,122.4368,23.9788,25.90,4.22,13271934.P13
2013,1,27,20,36,38.66,120.9753,24.3477,6.97,3.62,13272036.P13
2013,1,27,21,3,25.64,120.9630,23.1575,4.70,3.34,13272103.P13
2013,1,27,23,14,32.82,121.9892,24.7992,8.37,3.27,13272314.P13
2013,1,28,0,17,21.52,122.0083,24.8078,9.28,3.02,13280017.P13
2013,1,28,2,10,20.27,120.9682,23.1517,5.34,3.20,13280210.P13
2013,1,28,5,59,22.16,121.1585,22.1260,32.27,3.24,13280559.P13
2013,1,28,11,7,1.23,122.5468,24.9682,157.82,3.30,13281107.P13
2013,1,28,15,20,20.57,121.7427,24.1812,12.18,3.11,13281520.P13
2013,1,29,2,28,36.91,122.3352,24.6690,84.81,3.69,13290228.P13
2013,1,30,9,35,39.14,121.5143,23.2270,38.03,3.73,13300935.P13
2013,1,30,18,43,17.03,120.9612,23.1532,4.29,3.63,13301842.P13
2013,1,31,17,47,26.56,122.4630,24.4528,47.86,3.24,13311747.P13
2013,2,1,8,44,41.94,121.7893,23.8588,47.80,3.12,14010844.P13
2013,2,1,9,20,38.38,121.8347,24.6408,72.41,3.28,14010920.P13
2013,2,1,18,3,6.34,120.9600,23.1492,5.61,4.14,14011802.P13
2013,2,1,23,15,38.89,121.8955,24.5072,28.68,3.68,14012315.P13
2013,2,2,3,39,52.44,121.9782,23.7472,35.04,5.60,14020339.P13
2013,2,2,23,58,44.80,121.7265,24.5732,65.64,3.16,14022358.P13
2013,2,3,3,28,58.99,122.3477,24.7597,99.94,3.03,14030328.P13
2013,2,3,5,43,27.55,121.9610,24.4517,13.10,3.64,14030543.P13
2013,2,3,7,37,19.55,121.8088,24.2710,15.69,3.52,14030737.P13
2013,2,3,7,38,44.60,121.8118,24.2715,15.76,3.29,14030738.P13
2013,2,3,7,45,26.94,121.8130,24.2733,15.62,3.00,14030745.P13
2013,2,3,7,45,32.28,121.7742,24.2782,12.41,3.11,14030745.113
2013,2,3,20,9,59.86,122.4157,24.0052,18.29,3.46,14032009.P13
2013,2,3,21,46,15.22,121.5572,23.5145,33.85,4.19,14032146.P13
2013,2,4,6,10,15.60,121.0572,22.7278,15.55,3.11,14040610.P13
2013,2,4,9,35,35.07,121.9653,24.4502,13.02,3.81,14040935.P13
2013,2,5,10,22,7.14,122.4103,24.0673,15.89,3.00,14051021.P13
2013,2,6,9,0,9.70,121.9755,24.4428,14.45,4.24,14060900.P13
2013,2,6,11,58,18.99,121.5265,24.1020,21.16,4.49,14061157.P13
2013,2,6,15,1,45.34,121.9580,24.4548,12.68,3.01,14061501.P13
2013,2,6,16,24,18.81,121.8040,24.2637,15.59,3.28,14061624.P13
2013,2,7,9,21,24.53,121.9585,24.4518,13.15,3.03,14070920.P13
2013,2,7,11,43,15.94,121.4108,23.7545,19.78,3.58,14071143.P13
2013,2,7,12,4,40.16,121.9015,24.7985,82.36,3.04,14071204.P13
2013,2,7,19,56,21.72,121.4087,23.6565,17.25,3.37,14071956.P13
2013,2,8,3,39,17.93,121.7340,22.1453,155.27,4.14,14080338.P13
2013,2,8,7,10,6.18,120.9160,23.4628,2.91,3.42,14080709.P13
2013,2,8,7,20,4.49,121.4487,23.0273,21.18,3.25,14080719.P13
2013,2,8,17,25,12.35,120.9997,24.0118,16.06,3.66,14081724.P13
2013,2,9,0,8,12.20,121.7228,21.2973,58.30,3.05,14090008.P13
2013,2,9,4,18,39.03,121.5860,24.9430,73.76,3.13,14090418.P13
2013,2,9,17,28,2.03,122.6855,24.9317,6.38,3.04,14091728.P13
2013,2,10,12,11,12.25,121.7948,25.0043,139.59,3.09,14101210.P13
2013,2,10,13,30,39.53,120.4443,22.7697,31.77,3.23,14101329.P13
2013,2,11,6,43,52.54,121.5593,24.6063,48.03,3.21,14110643.P13
2013,2,11,20,24,14.62,122.9607,24.3377,44.76,4.19,14112024.P13
2013,2,12,2,12,59.76,121.9215,24.3922,23.57,3.14,14120212.P13
2013,2,12,6,39,25.56,121.8467,24.7755,79.09,3.93,14120639.P13
2013,2,12,8,42,34.81,121.9533,24.4543,13.13,3.68,14120842.P13
2013,2,12,15,9,0.03,121.4867,24.3852,6.66,3.09,14121508.P13
2013,2,13,21,41,8.99,121.0725,23.9757,10.85,3.67,14132140.P13
2013,2,14,2,40,40.94,122.5850,24.7045,91.36,4.49,14140240.P13
2013,2,14,3,19,28.89,122.6030,24.6370,91.46,3.28,14140318.P13
2013,2,14,4,1,31.93,121.9740,23.2647,12.33,3.84,14140400.P13
2013,2,16,5,30,49.57,122.4877,24.5123,88.57,3.63,14160530.P13
2013,2,16,8,7,46.60,121.3590,23.1020,20.14,3.89,14160807.P13
2013,2,16,22,37,31.51,121.6142,24.0187,45.18,3.58,14162237.P13
2013,2,16,23,6,18.86,121.4438,24.3185,6.26,3.63,14162305.P13
2013,2,17,0,34,8.96,122.3342,24.3932,70.82,3.70,14170034.P13
2013,2,17,1,32,7.36,121.4488,24.3172,6.33,4.64,14170132.P13
2013,2,17,1,37,5.91,121.4427,24.3205,6.26,3.93,14170136.P13
2013,2,17,1,39,53.12,121.4562,24.3488,10.39,3.02,14170139.P13
2013,2,17,3,52,28.88,120.9052,23.4752,3.83,3.16,14170352.P13
2013,2,17,5,4,52.43,121.6817,24.0683,42.86,4.14,14170504.P13
2013,2,17,16,55,3.88,121.4395,24.3473,7.20,3.55,14171654.P13
2013,2,18,16,27,59.93,121.9703,24.4358,11.89,3.13,14181628.P13
2013,2,18,16,58,45.31,119.8793,22.6103,46.19,3.71,14181658.P13
2013,2,18,20,0,6.34,121.9163,24.9708,114.30,3.46,14182000.P13
2013,2,18,21,25,55.60,120.8797,23.4812,3.19,3.62,14182125.P13
2013,2,18,22,8,35.94,120.8765,23.4843,4.09,3.01,14182208.P13
2013,2,19,2,12,45.59,120.5528,23.3528,15.14,4.61,14190212.P13
2013,2,19,6,42,17.40,121.9272,24.4455,11.48,3.30,14190642.P13
2013,2,19,6,52,39.37,120.6002,22.9125,15.61,4.70,14190652.P13
2013,2,19,7,45,23.05,121.4785,24.3745,7.07,3.23,14190745.113
2013,2,19,7,45,28.96,121.4737,24.3733,8.58,3.37,14190745.P13
2013,2,19,11,28,46.85,121.9678,23.7330,26.54,3.35,14191128.P13
2013,2,19,15,34,47.84,121.5320,23.2425,34.36,3.18,14191534.P13
2013,2,19,19,57,47.47,122.7328,24.3357,52.40,3.41,14191957.P13
2013,2,20,2,54,29.26,122.2870,24.1822,43.34,3.62,14200254.P13
2013,2,20,8,11,55.03,121.3613,23.0495,32.37,3.19,14200811.P13
2013,2,20,15,20,28.88,121.3907,23.2282,20.00,4.51,14201520.P13
2013,2,20,15,21,19.22,121.3625,23.2317,18.25,3.31,14201520.113
2013,2,20,16,2,43.86,121.3812,23.2302,18.93,3.52,14201602.P13
2013,2,20,22,0,16.46,122.0447,24.5675,55.83,3.11,14202200.P13
2013,2,21,4,35,54.51,120.9722,23.1565,6.33,3.00,14210435.P13
2013,2,21,5,44,55.54,121.3898,23.1075,21.27,3.24,14210544.P13
2013,2,21,9,23,47.44,122.0947,24.2843,22.66,3.78,14210923.P13
2013,2,21,18,33,7.19,121.4513,24.3117,5.29,4.36,14211833.P13
2013,2,21,18,33,35.87,121.4685,24.3260,4.41,3.14,14211833.113
2013,2,21,18,33,45.57,121.4430,24.3137,6.44,3.40,14211833.213
2013,2,21,18,35,6.72,121.4450,24.3097,6.58,3.39,14211835.113
2013,2,21,18,35,57.11,121.4430,24.3090,6.44,4.77,14211835.P13
2013,2,21,18,39,29.68,121.4447,24.2987,6.65,3.18,14211839.P13
2013,2,21,21,22,21.21,121.4397,24.2982,6.79,3.25,14212122.P13
2013,2,22,0,29,13.28,121.4478,24.3168,6.39,3.27,14220028.P13
2013,2,22,0,30,44.63,121.4447,24.3175,6.27,3.24,14220030.P13
2013,2,22,2,45,22.71,120.2253,22.2513,37.09,3.08,14220245.P13
2013,2,23,6,27,12.15,121.4525,24.3450,6.31,3.00,14230626.P13
2013,2,24,0,27,39.24,122.8268,24.5470,96.51,4.63,14240027.P13
2013,2,24,13,22,39.61,121.9190,24.4030,25.07,3.18,14241322.P13
2013,2,24,16,35,25.63,121.9678,24.7283,62.39,3.38,14241635.P13
2013,2,25,6,15,24.93,119.7610,21.7105,48.39,3.18,14250615.P13
2013,2,25,13,8,9.10,121.7068,24.4672,8.10,3.22,14251308.P13
2013,2,25,16,51,42.98,122.2738,24.2212,59.65,3.84,14251651.P13
2013,2,25,18,52,53.19,121.9198,24.4070,24.97,3.33,14251852.P13
2013,2,26,4,52,11.76,122.2725,24.1182,22.90,3.13,14260452.P13
2013,2,26,6,9,17.00,122.4513,23.9557,26.79,3.10,14260609.P13
2013,2,26,13,50,44.17,120.7412,21.2607,74.59,3.40,14261350.P13
2013,2,26,20,38,43.88,121.4485,24.3125,6.00,3.59,14262038.P13
2013,2,27,9,26,11.56,121.4380,24.3230,7.28,3.24,14270925.P13
2013,2,27,11,24,17.02,122.4625,23.7757,9.55,3.94,14271124.P13
2013,2,27,13,34,58.26,122.4673,23.8418,26.58,3.49,14271334.P13
2013,2,27,16,10,3.77,121.2175,22.6512,32.38,3.18,14271610.P13
2013,2,28,12,36,25.30,122.1592,24.7297,84.93,3.26,14281236.P13
2013,2,28,18,12,11.86,121.9773,21.3608,161.14,3.91,14281812.P13
2013,3,1,2,54,31.86,121.8338,24.5838,66.37,3.56,15010254.P13
2013,3,1,11,21,53.72,120.9472,22.4242,15.67,3.54,15011121.P13
2013,3,2,10,36,9.24,121.4885,21.8792,96.75,3.07,15021036.P13
2013,3,2,12,25,49.90,122.3600,24.6168,101.77,3.96,15021225.P13
2013,3,2,15,1,20.50,121.4018,24.0885,60.10,4.01,15021501.P13
2013,3,2,18,6,5.29,121.9523,24.8308,108.86,3.50,15021806.P13
2013,3,2,18,7,6.04,122.5898,23.9930,42.75,3.27,15021807.P13
2013,3,2,23,38,13.62,121.4395,24.3240,6.24,3.12,15022338.P13
2013,3,3,12,41,42.85,121.8168,24.9967,135.78,3.30,15031241.P13
2013,3,3,13,47,56.93,121.5132,22.6650,26.62,3.16,15031348.P13
2013,3,3,17,58,55.30,122.0605,24.3043,26.28,3.75,15031758.P13
2013,3,4,0,42,36.17,121.4420,24.3142,6.49,3.23,15040042.P13
2013,3,4,7,21,59.20,120.5723,23.5650,10.49,3.03,15040721.P13
2013,3,4,8,4,19.45,121.6440,23.2827,31.53,3.03,15040804.P13
2013,3,4,8,42,24.02,121.3290,23.0018,23.71,4.61,15040842.P13
2013,3,4,13,16,37.45,121.6197,23.7988,34.45,3.61,15041316.P13
2013,3,5,8,17,27.58,121.7778,21.1752,188.27,3.58,15050817.P13
2013,3,5,13,8,52.73,121.9108,24.7378,81.73,4.03,15051308.P13
2013,3,5,13,43,29.81,122.0463,24.7877,68.80,3.41,15051343.P13
2013,3,5,14,21,46.00,122.4482,24.2533,45.76,3.35,15051421.P13
2013,3,5,21,24,0.51,121.4353,24.3337,7.23,3.46,15052123.P13
2013,3,6,3,11,14.48,122.4487,24.3308,73.50,3.41,15060310.P13
2013,3,6,10,37,43.02,121.4777,23.3953,36.16,3.11,15061037.P13
2013,3,6,11,49,42.71,121.9745,24.4432,13.40,4.44,15061149.P13
2013,3,6,22,37,24.50,122.1018,24.6110,69.82,4.70,15062237.P13
2013,3,6,23,35,50.32,121.9345,24.4378,14.15,3.02,15062335.P13
2013,3,7,1,36,48.99,121.4442,24.2993,6.63,3.07,15070136.P13
2013,3,7,3,36,45.68,121.4573,24.3008,5.55,5.87,15070336.P13
2013,3,7,3,37,46.26,121.4443,24.3427,7.89,4.38,15070336.113
2013,3,7,3,39,35.07,121.4188,24.3148,7.94,3.94,15070339.P13
2013,3,7,3,41,33.68,121.4285,24.3277,7.46,3.26,15070341.P13
2013,3,7,3,46,16.29,121.4350,24.2755,7.17,3.44,15070346.P13
2013,3,7,3,58,10.48,121.4398,24.3425,6.93,3.34,15070358.P13
2013,3,7,4,3,51.76,121.4385,24.3373,6.87,3.70,15070403.P13
2013,3,7,4,4,40.58,121.4438,24.3480,5.92,3.30,15070404.P13
2013,3,7,4,4,48.19,121.4318,24.3387,5.98,3.38,15070404.113
2013,3,7,4,16,48.09,121.4427,24.2887,7.17,3.40,15070416.P13
2013,3,7,4,28,39.76,121.4380,24.2820,6.91,3.58,15070428.P13
2013,3,7,4,37,2.62,121.4313,24.3032,6.45,3.10,15070436.P13
2013,3,7,4,52,42.82,121.4403,24.2807,7.17,4.26,15070452.P13
2013,3,7,4,58,49.91,121.2882,23.6535,11.28,3.07,15070458.P13
2013,3,7,5,6,34.94,121.4460,24.3315,5.92,3.05,15070506.P13
2013,3,7,5,45,36.69,121.4472,24.2995,6.41,3.19,15070545.P13
2013,3,7,6,56,56.68,121.4438,24.2873,6.84,3.30,15070656.P13
2013,3,7,7,0,23.39,121.4342,24.2942,7.35,3.92,15070700.P13
2013,3,7,7,57,13.59,121.4408,24.3483,7.72,4.02,15070756.P13
2013,3,7,7,57,35.18,121.4067,24.3492,7.56,3.13,15070756.213
2013,3,7,8,7,20.96,121.4493,24.3358,5.96,4.61,15070806.P13
2013,3,7,8,7,51.31,121.4285,24.3525,9.78,3.41,15070806.113
2013,3,7,8,8,29.53,121.4480,24.3498,10.65,3.15,15070806.313
2013,3,7,8,8,42.96,121.4273,24.3483,7.97,3.10,15070806.413
2013,3,7,8,11,31.52,121.4375,24.3465,6.76,3.01,15070810.P13
2013,3,7,8,29,8.51,121.4458,24.3543,6.18,3.16,15070828.113
2013,3,7,9,57,8.23,121.4385,24.3472,7.18,3.10,15070956.P13
2013,3,7,11,2,19.18,121.4402,24.3475,6.28,3.80,15071102.P13
2013,3,7,12,44,10.68,121.4448,24.2867,6.63,3.18,15071244.P13
2013,3,7,16,44,19.40,121.3788,23.0007,43.80,3.31,15071644.P13
2013,3,7,23,4,27.26,122.2832,24.0700,16.93,3.43,15072304.P13
2013,3,8,1,57,17.99,121.4318,24.3085,7.55,3.51,15080157.P13
2013,3,8,9,8,30.41,121.4337,24.3023,6.88,3.39,15080908.P13
2013,3,8,12,1,55.64,121.7110,24.0612,41.58,3.07,15081202.P13
2013,3,8,13,56,54.31,121.9710,24.4452,13.70,3.17,15081356.P13
2013,3,8,23,54,27.89,121.5568,23.7445,20.40,3.08,15082353.P13
2013,3,9,9,15,8.71,121.4727,23.9378,17.54,3.21,15090914.P13
2013,3,9,14,1,33.04,121.6875,24.0023,43.90,3.42,15091401.P13
2013,3,9,23,2,5.68,122.3715,23.9602,30.86,3.68,15092302.P13
2013,3,10,0,6,59.20,121.1183,22.8768,16.66,3.35,15100006.113
2013,3,10,6,57,9.81,122.8168,24.0160,38.51,3.97,15100657.P13
2013,3,10,8,2,5.36,121.4495,24.3188,5.79,3.75,15100801.P13
2013,3,10,12,9,40.47,122.9497,24.0508,48.41,4.11,15101209.P13
2013,3,10,19,47,0.49,121.9490,24.4657,12.58,3.00,15101946.P13
2013,3,10,20,55,17.43,121.4507,24.2870,7.31,3.19,15102054.P13
2013,3,10,23,43,13.68,121.4962,22.7767,109.51,3.19,15102343.P13
2013,3,11,3,32,41.83,121.4528,24.3223,6.72,3.39,15110332.P13
2013,3,12,1,15,51.49,121.4478,24.3490,6.27,3.25,15120115.113
2013,3,12,1,15,54.67,121.4137,24.3402,5.50,3.68,15120115.P13
2013,3,12,2,30,54.37,121.4327,24.3332,5.93,3.18,15120230.P13
2013,3,12,3,1,47.92,121.4343,24.3390,6.63,3.18,15120301.P13
2013,3,12,4,11,14.64,121.9543,24.4573,12.21,3.07,15120410.P13
2013,3,12,4,41,39.55,120.8743,22.8183,6.17,3.06,15120441.P13
2013,3,12,5,5,9.65,122.2408,24.1310,24.24,3.17,15120504.P13
2013,3,12,6,14,5.54,121.4508,24.3353,6.19,3.61,15120613.P13
2013,3,12,7,18,1.94,121.4350,24.3407,6.69,3.29,15120717.P13
2013,3,12,9,3,44.83,121.7842,24.3612,51.88,5.04,15120903.P13
2013,3,13,0,59,41.80,121.4672,24.3465,7.90,3.56,15130059.P13
2013,3,13,1,0,19.68,121.4695,24.3490,8.02,3.89,15130100.P13
2013,3,13,3,51,55.73,121.8067,24.1713,9.83,4.38,15130351.P13
2013,3,13,10,40,30.18,121.8017,24.1675,11.01,3.79,15131040.P13
2013,3,13,14,1,42.19,121.4447,24.3230,6.19,3.14,15131401.P13
2013,3,13,15,51,46.47,121.9078,24.7685,78.49,3.48,15131551.P13
2013,3,14,1,44,16.54,121.9177,24.4135,25.80,3.42,15140144.P13
2013,3,14,1,53,19.41,121.9223,24.4088,26.64,4.01,15140153.P13
2013,3,14,2,22,42.53,121.9228,24.4113,26.48,3.18,15140222.P13
2013,3,14,3,12,1.48,121.8975,24.4230,21.25,3.07,15140312.P13
2013,3,14,6,30,56.84,122.5063,24.9842,147.51,3.16,15140630.P13
2013,3,15,18,39,27.71,121.4185,24.2983,7.55,3.20,15151838.P13
2013,3,15,20,42,3.62,121.9310,24.8172,8.34,3.21,15152041.P13
2013,3,16,2,8,12.69,121.9460,24.8040,7.91,3.03,15160208.P13
2013,3,16,23,18,3.37,121.4560,24.3202,6.25,3.01,15162317.P13
2013,3,17,10,6,44.79,121.9520,24.4553,13.47,3.18,15171006.P13
2013,3,17,13,53,19.92,120.9347,23.6835,12.27,4.44,15171353.P13
2013,3,17,13,54,26.13,120.9340,23.6837,11.43,3.36,15171353.113
2013,3,18,21,7,36.90,121.6487,24.0252,30.44,3.57,15182107.P13
2013,3,19,2,50,2.99,121.7122,23.9282,7.90,3.48,15190250.P13
2013,3,19,12,51,38.40,121.4442,24.2837,6.80,3.18,15191251.P13
2013,3,19,15,36,28.77,122.2763,25.3243,276.65,3.99,15191536.P13
2013,3,20,6,5,52.94,120.8453,22.6528,8.58,3.55,15200605.P13
2013,3,20,7,22,0.85,121.9480,24.4542,12.10,4.58,15200721.P13
2013,3,20,7,22,26.76,121.9233,24.4765,8.86,3.43,15200721.113
2013,3,20,9,15,26.16,121.9587,24.4503,12.99,3.02,15200915.P13
2013,3,20,9,25,19.65,121.9547,24.4483,10.32,3.16,15200924.P13
2013,3,20,18,52,39.04,120.9500,22.4898,12.99,3.06,15201852.P13
2013,3,20,19,39,35.35,120.3445,22.2162,42.28,3.67,15201939.113
2013,3,21,10,21,32.03,120.6607,22.8558,16.54,3.40,15211021.P13
2013,3,21,12,29,48.60,122.7173,24.8645,135.49,3.34,15211229.P13
2013,3,21,16,30,25.72,119.9307,22.0197,56.57,3.20,15211630.P13
2013,3,21,23,4,10.58,122.2093,25.1842,229.86,3.37,15212304.P13
2013,3,22,0,55,39.43,121.4433,21.9902,60.47,3.17,15220055.P13
2013,3,22,14,0,34.92,122.5513,25.3060,238.03,3.20,15221400.P13
2013,3,22,15,20,46.22,121.7173,24.9158,105.15,3.64,15221520.P13
2013,3,22,23,16,7.57,121.6557,22.8835,15.77,3.16,15222316.P13
2013,3,23,5,22,9.79,121.9625,24.4602,13.39,3.03,15230521.P13
2013,3,23,18,18,39.34,121.8947,24.8543,84.07,3.18,15231818.P13
2013,3,24,5,51,15.89,121.4413,22.8718,17.62,3.19,15240551.P13
2013,3,24,10,46,18.62,121.3458,22.7242,88.42,3.20,15241046.P13
2013,3,25,5,21,33.47,121.6892,24.0100,37.95,3.61,15250521.P13
2013,3,25,8,13,48.02,120.5460,21.8173,45.07,3.68,15250813.P13
2013,3,25,12,25,19.08,122.5912,21.4692,121.03,3.01,15251225.P13
2013,3,25,23,31,6.53,121.4378,22.7922,112.95,3.99,15252331.P13
2013,3,26,3,16,1.24,121.4655,24.3465,5.86,3.19,15260315.P13
2013,3,26,7,59,37.27,121.4375,24.3362,7.94,3.19,15260758.P13
2013,3,26,13,16,15.49,122.8567,24.5873,99.37,4.16,15261316.P13
2013,3,26,20,54,27.53,122.1792,24.6537,62.97,3.32,15262054.P13
2013,3,27,2,3,19.63,121.0527,23.9022,19.43,6.24,15270203.P13
2013,3,27,2,4,5.92,121.0522,23.9202,19.36,5.00,15270203.113
2013,3,27,2,5,26.32,121.0797,23.9042,19.67,3.99,15270203.213
2013,3,27,2,7,57.67,121.0302,23.9000,17.14,3.45,15270206.P13
2013,3,27,2,11,9.15,121.0267,23.8892,17.11,3.67,15270211.113
2013,3,27,2,11,42.80,121.0242,23.8880,16.57,3.86,15270211.P13
2013,3,27,2,12,2.18,121.0302,23.9292,15.02,3.74,15270211.213
2013,3,27,2,17,46.70,121.0303,23.8890,17.07,3.81,15270217.P13
2013,3,27,2,21,17.60,121.3547,22.6857,83.66,4.10,15270221.P13
2013,3,27,2,37,42.99,121.0233,23.8853,17.03,3.16,15270237.P13
2013,3,27,2,40,48.66,121.0362,23.9498,16.27,3.23,15270240.P13
2013,3,27,3,30,2.28,120.9972,23.9285,14.02,4.54,15270329.P13
2013,3,27,4,14,32.29,121.0180,23.9550,15.13,3.73,15270414.P13
2013,3,27,4,15,53.64,120.9872,23.9220,12.54,3.11,15270415.P13
2013,3,27,4,20,10.57,122.3933,23.9340,39.56,3.27,15270420.P13
2013,3,27,4,58,31.76,121.0085,23.9198,9.08,3.14,15270457.P13
2013,3,27,8,8,24.40,121.0258,23.8988,17.29,3.10,15270808.P13
2013,3,27,12,13,44.39,122.9033,24.1857,50.80,3.90,15271213.P13
2013,3,27,18,46,10.80,120.9912,23.9310,13.07,4.02,15271846.P13
2013,3,27,19,43,4.82,121.8017,24.2512,16.28,3.03,15271943.P13
2013,3,27,20,13,18.82,122.5228,25.5160,265.74,3.04,15272013.P13
2013,3,28,1,52,19.35,120.9873,23.9343,14.27,3.48,15280152.P13
2013,3,28,8,9,6.86,122.5258,23.8723,17.66,3.08,15280808.P13
2013,3,28,15,4,23.95,122.4690,25.3868,219.81,3.03,15281504.P13
2013,3,28,21,37,38.26,121.0048,23.9117,14.26,3.63,15282137.P13
2013,3,30,16,13,43.36,121.4473,24.2953,6.31,3.21,15301613.P13
2013,3,30,18,13,25.47,122.7298,24.6520,89.34,3.23,15301813.P13
2013,3,31,0,49,43.08,121.9745,21.1753,162.24,5.46,15310049.P13
2013,3,31,12,38,4.82,121.6245,23.9267,35.28,3.12,15311238.P13
2013,3,31,13,25,19.68,122.5910,23.9568,38.36,3.58,15311325.P13
2013,4,1,6,18,28.87,121.0402,23.8785,17.39,4.42,16010618.P13
2013,4,2,3,36,55.46,122.5723,24.6707,94.83,3.78,16020337.P13
2013,4,2,15,16,8.36,120.5458,23.2183,15.55,3.48,16021516.P13
2013,4,3,3,56,38.57,121.4525,21.1763,98.68,3.40,16030356.P13
2013,4,3,10,19,31.17,122.0145,24.6005,63.86,3.06,16031019.P13
2013,4,4,14,57,24.24,122.6983,23.9767,28.02,4.15,16041457.P13
2013,4,4,17,22,10.53,122.3862,24.8250,99.08,3.10,16041722.P13
2013,4,4,17,55,31.20,122.5565,24.5043,80.47,3.13,16041755.P13
2013,4,5,1,25,34.89,122.6362,24.6365,108.73,3.34,16050125.P13
2013,4,5,1,52,36.02,122.2622,24.8270,93.52,3.18,16050152.P13
2013,4,6,5,9,2.61,122.4278,21.4140,128.03,3.38,16060509.P13
2013,4,6,7,34,20.72,120.7053,22.7642,18.26,3.07,16060734.P13
2013,4,6,9,34,20.71,120.6817,23.2085,9.86,3.48,16060934.P13
2013,4,7,4,42,21.61,122.0423,24.8293,13.22,3.76,16070441.P13
2013,4,7,13,1,54.60,121.0642,23.8852,18.66,3.48,16071301.P13
2013,4,7,23,36,20.37,121.8065,24.3418,9.46,3.10,16072336.P13
2013,4,8,2,23,24.15,121.8065,24.3415,7.98,3.24,16080223.P13
2013,4,8,3,26,31.80,120.7895,21.4490,58.31,4.31,16080326.P13
2013,4,8,8,9,53.98,122.9540,25.1725,165.21,3.74,16080810.P13
2013,4,8,23,13,13.44,121.8587,24.7903,99.18,4.06,16082313.P13
2013,4,9,0,52,19.19,120.6632,22.8250,20.50,3.07,16090052.P13
2013,4,9,8,41,38.92,120.7057,23.7643,22.28,3.09,16090841.P13
2013,4,10,0,4,3.51,121.1205,23.9050,14.41,3.11,16100003.P13
2013,4,10,2,3,40.04,122.6677,24.9058,11.12,3.03,16100203.P13
2013,4,10,11,8,11.81,119.4987,21.5595,58.76,3.24,16101108.P13
2013,4,10,13,11,17.39,121.6908,23.8167,2.30,3.49,16101311.P13
2013,4,10,18,47,5.68,122.0162,25.1352,204.58,3.38,16101847.P13
2013,4,10,20,0,0.41,121.7320,24.6510,64.32,3.65,16102000.P13
2013,4,10,20,20,24.35,122.2228,20.6495,22.10,6.05,16102020.P13
2013,4,10,23,34,20.02,121.8830,24.8058,9.50,3.20,16102333.P13
2013,4,11,2,54,17.64,121.9552,24.8035,6.20,3.04,16110253.P13
2013,4,11,4,30,10.84,122.6163,24.9830,13.00,3.09,16110430.P13
2013,4,11,9,37,24.89,122.5408,24.1370,38.88,3.37,16110937.P13
2013,4,11,19,1,17.60,122.2400,21.2605,132.95,3.01,16111901.113
2013,4,11,20,52,59.66,120.7933,23.0018,5.02,3.05,16112053.P13
2013,4,11,21,35,47.98,120.7690,21.5578,45.20,3.09,16112135.P13
2013,4,12,0,49,19.77,121.7047,23.8410,6.69,3.56,16120048.P13
2013,4,12,16,4,1.84,121.9407,24.8073,12.27,3.56,16121604.P13
2013,4,12,23,59,22.85,121.4640,24.3748,6.73,3.02,16122359.P13
2013,4,13,5,32,30.03,122.4540,24.1788,57.10,3.56,16130532.P13
2013,4,13,12,25,33.95,122.7068,24.9640,21.28,3.06,16131225.P13
2013,4,13,22,18,3.49,121.4482,24.2837,6.68,3.22,16132218.P13
2013,4,14,8,57,3.83,121.9402,24.8175,10.79,3.09,16140856.P13
2013,4,14,21,2,44.45,121.9485,24.8133,11.29,3.15,16142102.P13
2013,4,14,21,26,22.64,121.4258,23.6742,15.13,3.09,16142125.P13
2013,4,14,22,45,1.26,121.9783,24.8002,4.33,3.06,16142244.P13
2013,4,15,5,57,9.86,121.4813,24.2857,7.12,4.21,16150557.P13
2013,4,15,12,40,40.05,120.7843,21.4620,57.59,3.39,16151240.P13
2013,4,15,15,16,39.53,122.7777,23.7988,35.35,3.13,16151516.P13
2013,4,15,18,25,54.31,121.4780,24.2892,6.62,3.28,16151825.P13
2013,4,15,20,8,12.44,121.9805,21.1312,77.60,3.13,16152008.P13
2013,4,15,21,28,17.35,121.9270,21.2525,165.77,4.79,16152128.P13
2013,4,15,21,32,55.36,122.1152,21.3082,164.40,3.05,16152132.P13
2013,4,15,22,48,52.71,122.2195,24.2875,58.41,3.05,16152248.P13
2013,4,16,7,2,23.93,122.8652,24.0753,37.69,3.09,16160702.P13
2013,4,16,12,56,21.16,122.0082,24.8730,106.54,3.13,16161256.P13
2013,4,16,15,13,14.62,121.5883,24.6108,68.03,4.45,16161513.P13
2013,4,16,20,39,3.18,121.3638,23.2005,17.55,3.06,16162039.P13
2013,4,17,2,7,22.24,122.5295,24.9368,144.36,3.38,16170207.P13
2013,4,17,6,43,4.52,122.9548,24.6873,14.01,4.40,16170643.P13
2013,4,17,8,23,39.68,122.9790,24.7715,10.71,4.47,16170823.P13
2013,4,17,8,44,41.13,122.8432,24.7557,5.40,3.20,16170844.P13
2013,4,17,9,48,49.97,122.8800,24.7350,2.45,3.19,16170948.P13
2013,4,17,10,19,18.25,122.9315,24.7420,11.42,3.03,16171019.P13
2013,4,17,10,30,15.00,122.9162,24.8358,2.09,3.05,16171030.P13
2013,4,17,11,4,54.72,122.9885,24.7860,12.70,3.01,16171105.P13
2013,4,17,11,18,8.11,122.9695,24.7793,12.08,3.49,16171118.P13
