year,mon,dy,hr,minutes,seconds,lon,lat,dep,mag,evid
2015,10,19,7,22,47.53,121.9888,24.8230,6.52,3.09,22190720.115
2015,10,19,7,23,25.88,121.9887,24.8468,6.58,3.41,22190723.P15
2015,10,19,7,25,36.33,121.9950,24.8135,7.17,3.38,22190725.P15
2015,10,19,7,25,50.33,121.9917,24.8662,6.71,3.05,22190725.115
2015,10,19,7,26,24.41,121.9807,24.8298,9.29,4.02,22190726.P15
2015,10,19,7,31,20.25,121.9927,24.8378,6.16,4.07,22190730.P15
2015,10,19,7,31,38.71,121.9832,24.8420,6.97,3.87,22190730.215
2015,10,19,7,32,46.51,121.9853,24.8337,9.28,3.12,22190730.315
2015,10,19,7,42,50.64,121.9698,24.8160,10.45,3.00,22190742.P15
2015,10,19,7,53,7.41,121.9913,24.8252,6.03,3.47,22190752.P15
2015,10,19,7,53,21.76,122.0162,24.8157,8.42,3.56,22190752.115
2015,10,19,8,23,19.75,122.0138,24.8475,16.05,3.81,22190823.P15
2015,10,19,8,29,51.24,122.0012,24.8245,11.59,3.18,22190829.P15
2015,10,19,9,5,48.95,121.9800,24.8390,7.09,3.16,22190905.P15
2015,10,19,9,32,24.20,121.9385,24.8365,13.23,3.41,22190932.P15
2015,10,19,10,58,8.96,122.0393,24.8427,6.44,3.09,22191057.P15
2015,10,19,11,48,45.10,122.0003,24.8482,17.18,3.32,22191148.P15
2015,10,19,13,22,16.48,122.3342,25.2412,197.83,3.58,22191322.P15
2015,10,19,13,59,31.37,122.0293,24.8658,6.54,3.14,22191359.P15
2015,10,19,16,31,47.05,121.9748,24.8302,13.32,3.07,22191631.P15
2015,10,19,16,34,51.81,122.0533,24.8837,15.54,3.08,22191634.P15
2015,10,19,17,22,3.78,121.9863,24.8452,13.83,3.06,22191722.P15
2015,10,19,22,6,35.98,122.3932,22.1987,36.44,3.17,22192206.P15
2015,10,20,11,29,56.08,121.9737,24.8312,14.56,3.08,22201129.P15
2015,10,20,11,33,53.52,121.9580,24.8393,12.19,3.89,22201133.P15
2015,10,20,11,34,20.43,121.9713,24.8433,14.77,3.50,22201133.115
2015,10,20,12,6,55.02,121.9480,24.8157,12.79,3.21,22201206.P15
2015,10,20,23,8,17.11,121.9843,24.8465,5.64,4.00,22202308.P15
2015,10,20,23,10,54.96,122.0440,24.8698,12.41,3.08,22202310.P15
2015,10,21,0,2,21.05,122.0245,24.8713,14.30,3.51,22210001.P15
2015,10,21,0,14,35.22,122.0135,24.9338,17.01,3.06,22210014.115
2015,10,21,1,14,32.29,121.0050,22.5465,9.37,4.49,22210114.P15
2015,10,21,2,34,36.06,122.0193,24.8423,9.45,3.23,22210234.P15
2015,10,21,7,0,17.42,122.0178,24.8452,8.70,3.10,22210700.P15
2015,10,21,7,58,27.14,122.0288,24.8335,2.38,3.01,22210758.P15
2015,10,21,10,59,8.03,122.0140,24.8167,12.38,3.61,22211058.P15
2015,10,21,15,48,53.12,120.9018,22.7975,4.82,3.08,22211548.P15
2015,10,21,15,53,12.15,121.7557,24.3518,17.26,3.81,22211552.P15
2015,10,21,20,2,30.49,122.2548,25.1113,191.46,3.89,22212002.P15
2015,10,22,11,12,33.32,121.7657,24.1958,13.48,3.17,22221112.P15
2015,10,22,16,30,10.62,122.7882,25.4407,273.98,3.44,22221630.P15
2015,10,23,6,10,59.79,122.3920,24.7380,114.11,3.42,22230610.P15
2015,10,24,5,8,13.44,120.4347,21.9695,41.79,3.03,22240508.P15
2015,10,24,20,0,51.93,121.7967,24.2415,17.03,3.18,22242000.P15
2015,10,25,3,1,24.56,122.5845,24.7168,104.06,3.52,22250300.115
2015,10,25,13,31,6.27,122.9752,24.3275,46.79,3.61,22251330.P15
2015,10,25,23,25,8.90,122.3302,24.1042,24.39,3.69,22252325.P15
2015,10,25,23,26,1.33,122.3527,24.1128,20.92,3.73,22252326.P15
2015,10,26,10,9,50.43,120.9137,23.2360,5.47,3.00,22261009.P15
2015,10,28,3,0,31.86,122.3328,24.5827,86.15,3.78,22280300.P15
2015,10,28,7,7,45.94,121.9132,24.2872,15.51,3.87,22280707.P15
2015,10,28,10,47,33.92,120.5642,22.9308,14.93,3.06,22281047.P15
2015,10,28,11,47,50.96,121.7645,23.8005,45.56,3.85,22281147.P15
2015,10,28,12,10,31.76,121.5545,23.2498,39.44,3.27,22281210.P15
2015,10,28,15,48,23.29,121.9548,24.2815,6.60,3.46,22281548.P15
2015,10,28,19,26,29.13,120.8362,23.1372,6.46,3.22,22281926.P15
2015,10,29,4,1,15.22,121.9773,24.2897,6.21,3.03,22290401.P15
2015,10,30,0,51,2.94,122.0037,25.0448,116.58,3.36,22300051.P15
2015,10,30,4,3,53.61,122.9267,23.8997,31.40,3.35,22300403.P15
2015,10,30,7,2,2.02,122.7460,24.7365,111.28,3.53,22300702.P15
2015,10,30,21,19,17.39,121.3422,22.0863,78.79,3.88,22302119.P15
2015,10,31,4,27,45.24,121.9393,21.2470,171.81,3.70,22310427.P15
2015,11,1,7,42,24.22,122.2323,24.6482,74.39,3.07,23010742.P15
2015,11,1,21,9,42.81,121.5837,22.7322,18.81,5.88,23012109.P15
2015,11,1,21,11,21.30,121.5730,22.7400,14.69,4.67,23012109.115
2015,11,1,21,13,11.22,121.5563,22.7912,13.97,3.62,23012112.P15
2015,11,1,21,15,50.06,121.5525,22.7483,23.59,3.21,23012115.P15
2015,11,1,21,18,53.85,121.5555,22.7850,23.94,3.10,23012118.115
2015,11,1,21,43,48.89,121.5818,22.7652,13.97,3.51,23012143.P15
2015,11,1,23,47,48.41,121.5625,22.7428,20.84,3.45,23012347.P15
2015,11,2,2,10,13.00,121.5688,22.7968,11.59,3.06,23020210.P15
2015,11,2,12,37,1.11,122.9400,25.2248,183.54,3.74,23021237.P15
2015,11,3,0,6,24.65,122.0175,24.8333,1.38,4.67,23030006.115
2015,11,3,0,6,30.30,122.0275,24.8495,8.87,4.77,23030006.P15
2015,11,3,0,44,20.26,121.5457,24.1477,29.20,3.81,23030044.P15
2015,11,3,0,46,20.21,121.6897,24.4662,56.57,3.59,23030046.P15
2015,11,3,1,11,20.24,120.7953,22.7413,27.73,3.43,23030111.P15
2015,11,3,5,15,5.57,121.7067,24.6073,71.61,3.16,23030515.P15
2015,11,3,8,12,14.59,122.5175,24.5063,62.72,3.87,23030812.P15
2015,11,3,17,13,0.20,122.8858,23.1238,83.44,3.34,23031712.P15
2015,11,3,18,26,50.49,121.8225,21.4405,146.27,3.31,23031826.P15
2015,11,3,22,37,29.81,121.9637,24.8163,9.78,3.00,23032237.P15
2015,11,4,3,26,56.37,121.5680,22.7608,15.55,3.80,23040326.P15
2015,11,4,20,20,10.46,120.4698,24.3410,21.76,3.46,23042020.P15
2015,11,5,1,37,27.81,122.2888,24.1073,36.23,3.20,23050137.P15
2015,11,5,4,47,51.91,122.1122,24.9232,119.34,3.47,23050448.P15
2015,11,5,5,49,38.16,122.5415,25.2767,190.93,3.33,23050549.P15
2015,11,5,9,6,26.96,121.8280,23.9298,47.93,4.98,23050906.P15
2015,11,5,10,2,24.94,122.0758,24.8685,104.39,3.15,23051002.P15
2015,11,5,11,28,55.60,121.9018,24.8123,11.09,3.67,23051128.P15
2015,11,5,12,43,21.99,122.0388,24.8303,3.53,3.11,23051243.P15
2015,11,5,14,48,45.43,121.9762,21.0853,177.09,3.82,23051448.P15
2015,11,5,16,11,6.76,122.3987,24.6690,16.09,3.24,23051611.P15
2015,11,6,3,57,42.21,121.5578,23.2610,41.59,3.24,23060357.P15
2015,11,6,4,1,55.47,122.7008,24.6472,107.45,3.57,23060401.P15
2015,11,7,4,12,31.04,122.6853,24.4607,92.32,3.96,23070412.P15
2015,11,7,12,32,39.36,121.7885,21.4185,187.29,3.12,23071233.P15
2015,11,7,23,4,56.34,122.2255,24.8983,117.06,4.25,23072304.P15
2015,11,8,0,14,31.76,122.6247,24.7227,110.97,3.53,23080014.P15
2015,11,8,22,32,4.99,122.6475,24.2773,50.85,3.00,23082232.P15
2015,11,9,0,15,51.57,122.3652,24.6823,94.77,4.44,23090016.P15
2015,11,9,7,16,59.00,121.7485,24.8620,86.45,3.07,23090716.P15
2015,11,10,7,5,46.77,121.2530,21.9652,1.71,3.69,23100705.P15
2015,11,10,14,53,12.18,122.3082,24.7952,14.24,4.51,23101452.P15
2015,11,10,14,58,26.13,121.3398,22.2618,7.94,3.16,23101457.P15
2015,11,10,18,34,0.39,122.6737,24.6137,108.16,3.68,23101833.P15
2015,11,10,22,25,48.44,121.5742,22.7632,19.32,3.02,23102225.P15
2015,11,11,6,11,36.32,122.8868,24.5173,93.93,3.30,23110611.P15
2015,11,11,15,33,19.89,122.7538,24.4743,95.56,5.49,23111532.P15
2015,11,11,19,3,48.86,121.0713,22.8368,15.76,3.12,23111903.P15
2015,11,11,19,3,59.57,121.1175,22.1567,10.79,3.96,23111903.115
2015,11,11,19,54,31.40,121.0927,22.1660,23.05,3.34,23111954.P15
2015,11,11,21,31,56.16,121.8467,24.9855,133.06,4.61,23112131.P15
2015,11,12,11,14,27.05,121.1882,22.2627,18.07,4.29,23121112.P15
2015,11,12,14,29,34.14,121.3533,24.1132,67.12,3.93,23121429.P15
2015,11,13,1,39,33.14,121.6203,23.5075,33.59,3.71,23130139.P15
2015,11,13,1,42,45.36,121.6232,23.4967,33.63,3.04,23130142.P15
2015,11,13,7,24,52.50,121.5770,21.4703,106.50,3.21,23130724.P15
2015,11,13,19,4,10.77,120.6333,21.9602,33.49,3.11,23131904.P15
2015,11,14,5,32,35.28,121.5563,22.7693,20.50,4.35,23140532.P15
2015,11,14,11,8,19.25,120.6318,22.1515,36.57,3.61,23141108.P15
2015,11,14,11,34,34.05,121.8308,24.3008,14.82,3.33,23141134.P15
2015,11,15,2,7,57.23,121.6705,24.0973,6.28,3.25,23150207.P15
2015,11,15,8,0,1.36,122.7775,24.5463,83.63,4.29,23150800.P15
2015,11,15,14,9,49.23,122.9785,24.3120,47.27,3.20,23151409.P15
2015,11,15,19,59,30.00,121.8215,24.2697,17.79,3.14,23151959.P15
2015,11,15,20,23,56.23,122.5705,24.7277,106.49,4.01,23152023.P15
2015,11,15,21,5,25.74,121.8263,24.2625,18.41,3.36,23152105.P15
2015,11,15,22,8,49.46,122.0690,24.5183,65.77,3.30,23152208.P15
2015,11,17,2,44,50.77,121.5962,24.6220,58.37,3.69,23170244.P15
2015,11,18,13,32,14.09,121.4747,22.7782,19.25,3.53,23181331.115
2015,11,18,19,24,17.25,122.9162,22.8988,74.01,3.38,23181924.P15
2015,11,19,0,52,0.32,121.6333,24.0237,9.17,3.29,23190051.P15
2015,11,19,0,54,31.11,121.6892,24.0927,43.41,3.25,23190054.P15
2015,11,19,2,59,44.43,122.1823,22.2412,44.36,3.40,23190259.P15
2015,11,19,3,44,7.25,121.8343,23.6458,24.82,3.02,23190344.P15
2015,11,19,12,48,26.97,121.6442,23.5980,31.84,3.34,23191248.P15
2015,11,20,2,24,5.22,122.3013,24.7442,13.78,3.40,23200224.P15
2015,11,20,2,25,36.32,122.3062,24.7428,14.07,3.44,23200225.P15
2015,11,20,9,12,13.35,121.9208,24.7842,6.88,3.18,23200912.P15
2015,11,20,10,21,8.30,121.5348,23.5518,29.93,4.21,23201020.P15
2015,11,21,1,21,9.35,121.7582,24.2308,14.46,3.31,23210121.P15
2015,11,21,4,1,14.46,121.4140,23.2063,23.51,3.43,23210401.P15
2015,11,21,4,9,23.82,121.4043,23.2090,21.58,3.69,23210409.P15
2015,11,21,9,57,12.25,121.6553,24.0170,36.54,3.84,23210956.P15
2015,11,21,10,50,59.53,121.9365,24.4148,29.95,3.42,23211050.P15
2015,11,21,11,26,8.93,122.0352,23.2650,45.68,3.09,23211125.P15
2015,11,22,5,16,53.81,122.0077,23.6822,38.14,4.15,23220516.P15
2015,11,22,6,12,1.87,122.5067,24.1310,46.08,3.12,23220612.P15
2015,11,22,14,18,9.19,121.4658,23.9282,19.42,3.78,23221418.P15
2015,11,22,15,59,8.82,122.7875,24.1258,45.69,3.17,23221559.P15
2015,11,23,13,39,16.63,121.0285,23.9383,14.08,3.20,23231338.115
2015,11,23,13,42,7.70,121.0255,23.9402,12.62,3.01,23231341.P15
2015,11,23,22,1,35.81,122.9687,21.7527,57.04,4.53,23232201.P15
2015,11,23,23,16,20.07,122.4503,25.4380,232.94,3.56,23232316.P15
2015,11,24,3,19,31.98,121.6085,23.5210,36.98,3.17,23240319.P15
2015,11,24,7,55,41.37,121.6465,24.0120,45.23,3.67,23240755.P15
2015,11,24,10,17,22.53,122.2775,24.9293,123.48,3.38,23241017.P15
2015,11,24,11,48,32.60,121.6808,23.9910,30.75,3.06,23241148.P15
2015,11,24,23,4,46.20,121.7127,24.6592,41.37,3.05,23242304.P15
2015,11,25,2,40,31.70,122.4423,24.0345,31.29,3.37,23250240.P15
2015,11,25,13,10,46.46,121.6255,23.5087,48.04,3.51,23251309.P15
2015,11,26,3,45,22.13,121.5533,23.7007,45.07,3.23,23260345.P15
2015,11,26,4,48,59.99,122.8608,24.7345,134.50,3.59,23260449.P15
2015,11,26,7,16,48.98,122.2070,24.7937,15.09,3.09,23260716.P15
2015,11,27,0,18,10.99,121.3152,21.1900,133.75,3.37,23270018.P15
2015,11,27,5,59,9.48,121.6382,24.5438,45.36,3.10,23270559.P15
2015,11,27,8,5,46.42,121.8785,23.8458,37.28,3.41,23270805.P15
2015,11,27,19,49,18.36,122.0083,23.3277,46.30,3.15,23271949.P15
2015,11,28,0,52,23.81,122.2613,25.1883,219.36,5.15,23280052.P15
2015,11,28,3,57,28.54,121.4650,23.9567,17.82,3.01,23280357.P15
2015,11,28,9,6,39.32,119.8237,21.8978,63.95,3.32,23280906.P15
2015,11,28,12,17,20.55,121.0493,22.3185,6.53,3.85,23281217.P15
2015,11,28,17,2,7.96,121.7147,24.1398,9.18,3.61,23281701.P15
2015,11,29,18,29,48.19,122.2048,24.6892,5.99,3.35,23291829.P15
2015,11,30,0,55,26.89,122.0380,23.3748,31.96,3.55,23300055.P15
2015,11,30,22,57,3.18,121.9048,21.2978,172.99,3.75,23302257.P15
2015,12,1,0,58,52.15,121.2878,22.8315,21.80,3.10,24010058.P15
2015,12,2,5,21,57.53,121.9108,24.1908,23.91,4.85,24020521.P15
2015,12,2,5,53,0.65,121.8927,24.1838,24.27,4.64,24020553.P15
2015,12,2,6,10,12.16,121.9033,24.1727,23.84,3.28,24020610.P15
2015,12,2,6,27,52.00,121.9055,24.1835,22.94,3.14,24020627.P15
2015,12,2,6,32,21.35,121.8888,24.1845,23.46,3.84,24020632.P15
2015,12,2,6,55,11.50,122.6393,24.5810,95.18,3.26,24020655.P15
2015,12,2,11,59,59.35,121.9000,24.1870,25.90,3.90,24021159.P15
2015,12,2,17,16,11.72,121.6927,24.0243,38.13,3.44,24021716.P15
2015,12,3,1,37,46.10,121.8108,24.7872,71.27,4.40,24030137.P15
2015,12,3,10,31,31.47,122.3097,24.1298,28.74,3.21,24031031.P15
2015,12,3,11,49,39.79,122.2490,24.2080,32.86,3.45,24031149.P15
2015,12,3,12,6,4.77,121.6635,23.7947,36.46,3.99,24031204.P15
2015,12,3,14,31,13.88,121.3862,22.6040,25.89,5.34,24031430.P15
2015,12,3,19,16,1.45,122.1613,24.8562,82.01,3.14,24031916.P15
2015,12,3,23,16,19.86,121.3830,22.6062,26.21,3.69,24032316.P15
2015,12,4,17,45,25.02,122.0227,24.8882,106.18,3.71,24041745.P15
2015,12,5,6,26,6.54,122.2998,24.7252,15.63,3.18,24050625.P15
2015,12,5,7,53,43.44,121.6110,22.7762,19.25,3.78,24050753.P15
2015,12,5,13,20,27.38,120.3030,23.3137,11.58,3.09,24051320.P15
2015,12,5,20,35,44.17,121.6687,25.0050,135.85,3.29,24052035.P15
2015,12,6,4,42,49.91,121.8970,24.1753,24.47,4.49,24060442.P15
2015,12,6,5,6,17.38,122.3932,24.7552,107.82,4.32,24060506.P15
2015,12,7,13,55,11.37,122.6143,24.6095,97.73,3.04,24071354.115
2015,12,7,18,20,18.17,121.4550,23.9073,21.45,3.30,24071820.P15
2015,12,7,20,58,15.35,122.5067,24.2912,14.59,3.13,24072058.P15
2015,12,7,22,36,14.15,121.5393,22.3753,116.16,3.50,24072236.P15
2015,12,7,23,0,14.37,121.9698,24.5195,10.48,3.09,24072300.P15
2015,12,8,6,15,55.33,121.9238,24.2152,58.27,3.70,24080615.P15
2015,12,8,7,13,53.56,120.7883,22.7457,27.38,3.13,24080713.P15
2015,12,8,16,1,59.74,121.9718,24.0117,43.00,3.13,24081601.P15
2015,12,9,1,54,50.68,122.6380,22.2688,62.62,3.10,24090155.P15
2015,12,9,7,37,57.08,121.6263,24.2978,20.69,3.44,24090737.P15
2015,12,9,11,6,49.92,121.0032,23.7557,26.90,3.06,24091106.P15
2015,12,9,13,50,3.36,120.4943,21.9373,32.73,3.31,24091350.P15
2015,12,9,20,54,53.94,122.7720,25.3052,202.12,3.71,24092055.P15
2015,12,11,5,10,56.81,122.1295,24.8993,112.59,3.75,24110511.115
2015,12,11,5,11,25.72,121.9188,24.4115,25.01,3.87,24110511.P15
2015,12,11,9,44,23.27,121.3367,23.3765,12.26,3.22,24110944.P15
2015,12,11,22,27,8.26,121.4675,23.9407,18.46,3.21,24112226.P15
2015,12,12,9,51,58.77,122.1417,24.5598,69.30,3.43,24120952.P15
2015,12,12,15,39,45.53,121.3438,23.3752,12.96,4.42,24121539.P15
2015,12,12,15,47,22.66,121.3403,23.3722,12.37,4.64,24121547.P15
2015,12,12,18,28,8.10,121.3390,23.3907,11.35,3.69,24121828.P15
2015,12,12,19,34,50.59,122.5187,24.9913,18.20,3.61,24121934.P15
2015,12,12,19,39,40.70,122.4782,24.9402,4.47,3.16,24121939.P15
2015,12,13,6,32,23.99,122.4893,24.9652,22.58,3.31,24130632.P15
2015,12,13,6,50,9.29,122.4960,24.9572,16.93,4.00,24130650.P15
2015,12,13,6,58,59.57,122.4757,24.9447,12.37,3.40,24130658.P15
2015,12,13,8,6,21.36,122.4943,24.8942,3.71,3.13,24130806.P15
2015,12,13,8,9,48.90,122.4853,24.9070,15.83,3.24,24130809.P15
2015,12,13,8,10,28.85,122.4805,24.9030,13.97,3.06,24130809.115
2015,12,13,8,37,0.02,122.4410,24.9848,10.03,3.17,24130836.P15
2015,12,14,6,58,4.77,122.4093,25.4657,262.71,3.79,24140658.P15
2015,12,14,7,19,31.13,121.4595,23.9233,22.26,4.24,24140719.P15
2015,12,15,0,26,27.61,122.3140,25.2342,217.71,4.11,24150026.P15
2015,12,15,0,47,16.96,122.9668,22.6778,85.72,4.37,24150047.P15
2015,12,15,3,43,1.93,122.4045,24.8645,5.75,3.29,24150342.P15
2015,12,15,3,52,48.08,122.4710,24.9470,18.79,3.74,24150352.P15
2015,12,15,3,53,41.19,122.4488,24.9372,18.95,3.18,24150352.115
2015,12,15,14,50,33.98,122.6280,24.0440,18.86,3.44,24151450.P15
2015,12,15,19,36,55.78,122.3512,24.5108,51.48,3.14,24151936.P15
2015,12,15,20,33,52.72,121.3383,22.7032,93.94,3.55,24152033.P15
2015,12,16,8,39,23.74,121.1132,22.1477,33.95,3.50,24160839.P15
2015,12,16,10,30,57.87,122.1303,25.2233,218.87,4.28,24161031.P15
2015,12,16,13,23,24.66,121.8638,21.1073,35.87,3.53,24161323.P15
2015,12,16,20,18,12.12,122.3523,24.6080,13.72,3.17,24162018.P15
2015,12,17,3,3,14.50,121.5343,23.2147,38.32,3.73,24170303.P15
2015,12,17,3,51,57.40,121.8555,23.6648,22.28,3.44,24170351.P15
2015,12,18,6,17,29.55,121.7685,21.2098,168.41,3.50,24180616.P15
2015,12,18,14,29,20.05,122.6787,23.9718,25.62,3.38,24181429.P15
2015,12,19,3,27,48.70,121.3305,22.9088,36.37,3.45,24190327.P15
2015,12,19,5,43,25.57,121.4665,22.5675,100.05,3.36,24190543.P15
2015,12,19,7,40,21.67,121.9560,21.0530,175.94,4.90,24190740.P15
2015,12,19,14,53,31.57,120.9360,21.0992,86.39,4.57,24191453.P15
2015,12,20,9,10,58.92,122.8637,24.4637,88.64,3.10,24200910.P15
2015,12,20,9,30,57.43,121.4477,21.9137,37.93,3.26,24200930.P15
2015,12,20,10,13,22.38,121.9655,24.5225,13.08,3.75,24201013.P15
2015,12,20,10,46,14.06,122.7505,24.4595,87.66,3.43,24201045.P15
2015,12,20,17,5,3.30,121.8448,24.4310,13.27,3.02,24201704.P15
2015,12,20,21,46,2.35,121.9445,24.8257,7.41,3.17,24202145.P15
2015,12,20,21,46,32.37,121.9420,24.8352,7.10,3.59,24202146.P15
2015,12,20,22,36,45.02,120.3220,23.2322,14.58,3.65,24202236.P15
2015,12,21,1,38,12.57,121.0642,21.9178,14.48,3.28,24210137.P15
2015,12,21,4,51,30.43,121.9567,24.4015,20.01,3.26,24210451.P15
2015,12,21,8,31,24.07,121.9055,24.1852,23.86,3.08,24210830.P15
2015,12,21,15,40,45.98,121.4890,23.4670,27.17,3.35,24211539.P15
2015,12,22,4,30,17.25,121.7907,24.3685,16.41,3.06,24220430.P15
2015,12,22,6,8,55.39,121.5870,23.8155,27.67,4.43,24220608.P15
2015,12,23,4,37,51.37,121.0228,24.1897,6.21,3.30,24230437.P15
2015,12,23,8,10,19.23,121.9948,23.9235,25.86,3.14,24230810.P15
2015,12,23,18,40,0.55,121.6388,23.8472,36.84,3.90,24231840.P15
2015,12,24,2,14,43.37,122.9602,24.3302,44.35,3.30,24240214.P15
2015,12,24,9,11,34.60,121.7900,24.0605,22.10,3.86,24240911.P15
2015,12,24,19,18,31.79,121.0458,23.9720,7.43,4.08,24241918.P15
2015,12,24,21,20,22.58,121.0275,24.0457,21.22,4.57,24242120.P15
2015,12,24,21,20,55.67,121.0278,24.0342,18.56,3.20,24242120.115
2015,12,24,21,32,36.01,122.5087,24.5745,90.97,3.36,24242132.P15
2015,12,24,23,10,15.51,122.2312,24.9522,115.36,3.53,24242310.P15
2015,12,25,5,36,44.00,121.6420,23.5842,31.59,3.34,24250536.P15
2015,12,25,10,59,31.06,122.2323,21.0477,58.53,3.23,24251059.P15
2015,12,25,21,10,5.05,121.2323,24.7982,11.33,3.66,24252110.P15
2015,12,25,21,21,41.46,121.2342,24.8027,11.82,3.16,24252121.P15
2015,12,26,4,5,24.12,121.6843,24.2133,15.70,4.40,24260405.P15
2015,12,26,4,5,41.09,121.6710,24.2157,15.61,3.66,24260405.115
2015,12,26,5,2,13.40,121.6877,24.2168,11.93,3.03,24260502.P15
2015,12,26,5,18,31.44,121.7562,24.7160,71.77,3.25,24260518.P15
2015,12,26,6,14,15.19,121.9515,21.2928,178.75,3.91,24260614.P15
2015,12,26,10,7,14.25,119.7915,22.3575,44.33,3.06,24261007.P15
2015,12,26,16,9,31.41,119.9682,22.5287,36.48,3.21,24261609.P15
2015,12,26,20,29,31.33,121.2990,22.7632,19.55,3.11,24262029.P15
2015,12,27,3,51,7.14,122.0003,24.8670,108.65,3.02,24270350.P15
2015,12,27,7,0,38.22,122.5938,24.5735,93.63,4.76,24270700.P15
2015,12,27,10,39,34.48,121.5957,24.1895,20.61,3.23,24271039.P15
2015,12,28,0,1,49.03,121.3805,23.2067,19.48,3.50,24280001.P15
2015,12,28,4,1,55.80,121.6935,24.3698,40.23,3.02,24280401.P15
2015,12,28,18,35,26.89,122.5298,23.7943,53.60,4.66,24281835.P15
2015,12,28,18,36,59.99,122.5510,23.8042,45.63,3.96,24281836.P15
2015,12,28,19,16,46.55,121.5015,21.0937,181.19,3.01,24281917.P15
2015,12,29,3,13,21.58,122.0888,21.5820,43.22,3.96,24290313.P15
2015,12,29,7,5,59.98,122.5003,24.8658,116.20,3.10,24290706.P15
2015,12,29,10,50,52.21,121.0920,24.0628,7.81,3.35,24291050.P15
2015,12,29,22,55,51.83,121.6640,24.5442,44.87,3.03,24292255.P15
2015,12,30,3,28,52.13,121.3080,22.5568,23.76,3.28,24300328.P15
2015,12,30,20,49,26.20,121.8243,24.5307,67.86,3.15,24302049.P15
2015,12,31,0,53,14.18,121.7968,21.4053,147.42,5.03,24310052.P15
2015,12,31,3,58,14.64,122.4002,23.9688,18.87,3.09,24310357.P15
2015,12,31,4,7,47.40,122.8462,22.8193,29.82,3.04,24310407.P15
2015,12,31,5,39,54.32,121.4923,21.8163,15.18,3.25,24310539.P15
2015,12,31,6,54,37.96,122.1355,24.8883,108.32,3.28,24310654.P15
2015,12,31,9,47,52.07,120.4365,23.0328,30.31,3.19,24310947.115
2015,12,31,11,16,12.91,121.3382,21.9980,21.86,3.21,24311116.P15
2015,12,31,13,45,54.84,120.3180,22.1812,51.45,3.29,24311345.P15
2015,12,31,22,5,25.62,122.6470,24.1417,20.02,3.15,24312205.P15
2016,1,1,4,5,6.33,121.7457,24.2825,47.86,3.53,13010404.P16
2016,1,1,12,26,59.44,121.3222,23.0470,16.16,3.31,13011226.P16
2016,1,1,12,41,44.99,121.9228,24.4228,24.92,3.20,13011241.P16
2016,1,1,17,39,48.07,121.9428,24.3592,33.00,3.06,13011739.P16
2016,1,2,1,25,36.91,121.4215,23.7448,20.48,3.87,13020125.P16
2016,1,2,5,19,13.05,120.8690,24.1632,29.11,3.09,13020518.P16
2016,1,2,10,22,41.45,122.1928,24.8773,116.25,3.48,13021022.P16
2016,1,3,4,52,21.57,120.9105,22.9047,6.66,3.23,13030450.116
2016,1,3,8,22,51.65,122.3985,24.7963,16.16,3.29,13030822.P16
2016,1,3,14,1,30.51,122.0797,24.5950,66.39,4.89,13031401.P16
2016,1,3,14,32,11.53,122.4025,24.9000,4.19,3.27,13031432.P16
2016,1,3,16,0,9.33,121.9287,24.3808,29.57,3.98,13031600.P16
2016,1,3,16,13,44.46,122.4517,24.9417,19.22,3.17,13031613.P16
2016,1,4,4,23,4.11,121.9448,24.8748,101.61,3.59,13040422.P16
2016,1,4,4,51,17.83,120.9613,23.2040,4.68,3.05,13040450.P16
2016,1,4,7,18,12.19,122.7332,24.4923,93.55,3.37,13040717.P16
2016,1,4,10,37,25.93,122.1893,23.5912,38.74,3.34,13041037.P16
2016,1,4,10,37,32.96,122.1925,23.5930,32.98,3.28,13041037.116
2016,1,4,17,20,0.07,121.3873,21.5670,90.98,4.85,13041720.P16
2016,1,5,2,24,0.72,121.8792,24.7090,81.44,3.46,13050224.P16
2016,1,5,2,35,55.34,121.8950,24.4487,23.08,3.58,13050235.P16
2016,1,5,13,22,54.40,120.0623,21.1587,78.57,3.06,13051322.P16
2016,1,6,8,5,37.34,121.9462,24.5728,48.97,3.56,13060805.P16
2016,1,6,9,12,14.12,121.7570,24.3272,5.95,3.31,13060912.P16
2016,1,6,14,54,14.76,122.5242,25.3465,160.79,3.23,13061454.P16
2016,1,6,15,31,4.94,122.9173,23.3497,61.21,3.10,13061531.P16
2016,1,6,23,31,15.29,121.7985,24.8545,104.04,3.57,13062331.P16
2016,1,7,10,26,3.18,121.3312,22.8963,37.55,3.06,13071025.P16
2016,1,8,4,23,28.87,121.6337,23.9840,24.22,3.79,13080423.P16
2016,1,8,5,29,58.13,121.3235,23.2218,23.28,3.08,13080529.P16
2016,1,8,9,30,53.40,121.9345,24.2940,15.44,3.46,13080930.P16
2016,1,8,11,42,50.48,120.5187,22.0712,47.77,3.46,13081142.P16
2016,1,8,13,17,26.42,121.6317,23.7885,33.90,3.47,13081317.P16
2016,1,9,4,40,13.05,122.1740,24.4812,60.25,3.42,13090440.P16
2016,1,9,7,37,51.43,122.0512,23.9603,49.17,3.14,13090737.P16
2016,1,9,9,26,38.08,121.2172,21.1527,81.35,3.04,13090926.P16
2016,1,10,10,37,19.45,122.0113,24.4433,19.04,3.09,13101037.P16
2016,1,10,10,46,18.71,121.9948,24.1803,30.72,4.39,13101046.P16
