   time          R           T           Z
8.2900e+00  7.0147e+04  4.9467e+04  4.0478e+04
8.3000e+00 -3.5968e+03  4.6213e+04  1.5301e+05
8.3100e+00 -4.6879e+04  2.6596e+04  2.4321e+05
8.3200e+00 -4.7816e+04  9.1246e+03  2.5939e+05
8.3300e+00 -3.0487e+04 -5.6370e+02  2.1542e+05
8.3400e+00 -1.6714e+04  1.7997e+03  1.8084e+05
8.3500e+00 -1.2738e+04  1.7292e+04  1.9120e+05
8.3600e+00 -1.9009e+04  4.3465e+04  2.2170e+05
8.3700e+00 -2.4069e+04  7.1569e+04  2.3872e+05
8.3800e+00 -1.4397e+04  9.6456e+04  2.1832e+05
8.3900e+00  7.8132e+03  1.1943e+05  1.5483e+05
8.4000e+00  3.2364e+04  1.2827e+05  7.5814e+04
8.4100e+00  4.4958e+04  1.1103e+05  2.3995e+04
8.4200e+00  3.2024e+04  7.8307e+04  2.8802e+04
8.4300e+00  4.7371e+02  4.9821e+04  7.0940e+04
8.4400e+00 -3.1006e+04  4.4753e+04  1.0874e+05
8.4500e+00 -4.9222e+04  6.2589e+04  1.1860e+05
8.4600e+00 -5.2053e+04  8.0649e+04  9.4996e+04
8.4700e+00 -4.9379e+04  8.4784e+04  4.1647e+04
8.4800e+00 -4.4532e+04  6.8372e+04 -2.5875e+04
8.4900e+00 -3.3939e+04  4.1726e+04 -7.5153e+04
8.5000e+00 -2.2544e+04  2.4181e+04 -9.8834e+04
8.5100e+00 -1.8734e+04  1.9933e+04 -1.0952e+05
8.5200e+00 -1.6511e+04  2.1147e+04 -1.1859e+05
8.5300e+00 -5.3068e+03  7.6654e+03 -1.3844e+05
8.5400e+00  5.2183e+03 -2.5297e+04 -1.6327e+05
8.5500e+00 -1.3234e+02 -6.5371e+04 -1.8060e+05
8.5600e+00 -1.9081e+04 -1.0067e+05 -1.8325e+05
8.5700e+00 -3.5093e+04 -1.1643e+05 -1.6002e+05
8.5800e+00 -3.7052e+04 -1.1294e+05 -1.0371e+05
8.5900e+00 -3.6032e+04 -1.0255e+05 -3.1683e+04
8.6000e+00 -5.5388e+04 -9.7530e+04  3.3068e+04
8.6100e+00 -1.0251e+05 -1.1144e+05  8.7300e+04
8.6200e+00 -1.5461e+05 -1.4116e+05  1.1330e+05
8.6300e+00 -1.7845e+05 -1.5778e+05  7.9713e+04
8.6400e+00 -1.5516e+05 -1.3471e+05  7.0330e+03
8.6500e+00 -8.4717e+04 -8.6728e+04 -5.2731e+04
8.6600e+00  4.0659e+03 -4.2947e+04 -7.0126e+04
8.6700e+00  7.2713e+04 -1.1572e+04 -4.7773e+04
8.6800e+00  1.0776e+05  3.2629e+03 -1.3256e+04
8.6900e+00  1.1239e+05  5.1486e+03  1.5938e+04
8.7000e+00  9.3221e+04  2.3125e+03  4.3207e+04
8.7100e+00  6.0899e+04  3.2153e+03  7.4411e+04
8.7200e+00  3.1664e+04  1.1124e+04  9.7607e+04
8.7300e+00  1.5130e+04  1.9725e+04  1.0396e+05
8.7400e+00  6.2422e+03  3.4963e+04  1.0293e+05
8.7500e+00  4.0303e+02  6.0212e+04  9.6586e+04
8.7600e+00  4.4035e+03  8.6722e+04  7.4264e+04
8.7700e+00  2.7526e+04  1.0529e+05  3.5333e+04
8.7800e+00  6.6138e+04  1.0838e+05  3.3470e+03
8.7900e+00  1.0009e+05  1.0145e+05 -7.2650e+03
8.8000e+00  1.0525e+05  9.7716e+04  5.4800e+02
8.8100e+00  7.5822e+04  9.8649e+04  2.3453e+04
8.8200e+00  2.8087e+04  9.6136e+04  5.9222e+04
8.8300e+00 -1.6287e+04  8.5064e+04  1.0145e+05
8.8400e+00 -4.0602e+04  6.0593e+04  1.3507e+05
8.8500e+00 -3.9670e+04  2.5689e+04  1.4181e+05
8.8600e+00 -2.7500e+04  3.1358e+03  1.1130e+05
8.8700e+00 -2.3821e+04  1.2802e+04  6.0788e+04
8.8800e+00 -2.9897e+04  4.1314e+04  1.9422e+04
8.8900e+00 -3.2918e+04  5.7567e+04 -5.8370e+03
8.9000e+00 -3.1049e+04  5.8684e+04 -3.0119e+04
8.9100e+00 -3.4322e+04  6.6148e+04 -5.9573e+04
8.9200e+00 -4.0630e+04  7.8773e+04 -8.4259e+04
8.9300e+00 -3.6922e+04  7.5845e+04 -9.5013e+04
8.9400e+00 -1.6652e+04  5.3659e+04 -9.1395e+04
8.9500e+00  1.0532e+04  3.0399e+04 -8.4630e+04
8.9600e+00  2.3480e+04  2.0132e+04 -8.0222e+04
8.9700e+00  1.8450e+04  1.8314e+04 -6.9072e+04
8.9800e+00  1.3845e+04  1.9857e+04 -5.5515e+04
8.9900e+00  2.2139e+04  2.5066e+04 -6.5156e+04
9.0000e+00  3.7368e+04  3.3887e+04 -1.0646e+05
9.0100e+00  4.6927e+04  3.8259e+04 -1.6678e+05
9.0200e+00  4.4697e+04  2.6861e+04 -2.2693e+05
9.0300e+00  3.1490e+04  5.7776e+03 -2.6030e+05
9.0400e+00  1.2642e+04 -1.2430e+04 -2.4261e+05
9.0500e+00 -6.4868e+03 -2.3964e+04 -1.7039e+05
9.0600e+00 -2.7062e+04 -3.5547e+04 -6.9274e+04
9.0700e+00 -4.8327e+04 -5.9061e+04  3.5409e+04
9.0800e+00 -5.8336e+04 -9.4203e+04  1.2609e+05
9.0900e+00 -4.8648e+04 -1.1776e+05  1.8629e+05
9.1000e+00 -2.5304e+04 -1.0201e+05  2.1020e+05
9.1100e+00 -4.0655e+03 -4.7309e+04  2.1114e+05
9.1200e+00 -4.0516e+03  2.2062e+04  2.1609e+05
9.1300e+00 -3.3982e+04  7.2281e+04  2.3358e+05
9.1400e+00 -8.0800e+04  7.7116e+04  2.5067e+05
9.1500e+00 -1.1651e+05  3.2612e+04  2.3978e+05
9.1600e+00 -1.2061e+05 -4.0573e+04  1.7686e+05
9.1700e+00 -9.1991e+04 -9.1338e+04  7.7214e+04
9.1800e+00 -3.9015e+04 -8.7368e+04 -1.5236e+04
9.1900e+00  2.3443e+04 -4.6100e+04 -6.5548e+04
9.2000e+00  7.1599e+04  1.2657e+03 -7.3829e+04
9.2100e+00  8.8804e+04  3.1606e+04 -6.0196e+04
9.2200e+00  7.6309e+04  4.0765e+04 -3.9759e+04
9.2300e+00  4.9491e+04  3.2392e+04 -3.5712e+04
9.2400e+00  2.8510e+04  1.5374e+04 -6.8707e+04
9.2500e+00  2.3792e+04  9.3373e+03 -1.2300e+05
9.2600e+00  3.6908e+04  1.7793e+04 -1.6700e+05
9.2700e+00  6.1772e+04  3.2069e+04 -1.7957e+05
9.2800e+00  8.4592e+04  4.2088e+04 -1.5296e+05
9.2900e+00  9.4545e+04  4.1990e+04 -9.9985e+04
9.3000e+00  8.6753e+04  4.5829e+04 -4.3080e+04
9.3100e+00  6.6226e+04  5.6853e+04 -1.3860e+03
9.3200e+00  4.1837e+04  6.2940e+04  2.3951e+04
9.3300e+00  9.3164e+03  5.8784e+04  4.5580e+04
9.3400e+00 -3.6704e+04  4.2487e+04  6.4729e+04
9.3500e+00 -7.5125e+04  3.0844e+04  8.0174e+04
9.3600e+00 -7.4013e+04  3.8248e+04  9.6625e+04
9.3700e+00 -3.4897e+04  5.2393e+04  1.0090e+05
9.3800e+00  1.0141e+04  6.6852e+04  7.2090e+04
9.3900e+00  4.0751e+04  8.6301e+04  1.1872e+04
9.4000e+00  6.0671e+04  1.1496e+05 -6.1846e+04
9.4100e+00  7.1733e+04  1.5270e+05 -1.2053e+05
9.4200e+00  6.8123e+04  1.7606e+05 -1.3110e+05
9.4300e+00  5.0772e+04  1.5969e+05 -6.8570e+04
9.4400e+00  2.3498e+04  1.0494e+05  5.8552e+04
9.4500e+00 -7.8060e+03  2.6003e+04  1.9430e+05
9.4600e+00 -3.5914e+04 -5.3840e+04  2.6736e+05
9.4700e+00 -5.9500e+04 -1.0472e+05  2.3747e+05
9.4800e+00 -7.3738e+04 -1.0684e+05  1.2722e+05
9.4900e+00 -7.0166e+04 -6.5169e+04  1.1100e+03
9.5000e+00 -5.6832e+04 -4.8198e+03 -7.6970e+04
9.5100e+00 -5.0920e+04  4.4267e+04 -7.9004e+04
9.5200e+00 -6.0660e+04  5.7077e+04 -2.5860e+04
9.5300e+00 -8.6629e+04  3.1697e+04  3.2292e+04
9.5400e+00 -1.1789e+05 -9.8189e+03  4.9601e+04
9.5500e+00 -1.3839e+05 -4.1632e+04  1.9294e+04
9.5600e+00 -1.4452e+05 -5.1055e+04 -2.5926e+04
9.5700e+00 -1.3568e+05 -4.6854e+04 -4.9880e+04
9.5800e+00 -1.0402e+05 -4.2738e+04 -3.6557e+04
9.5900e+00 -5.3919e+04 -4.4097e+04  1.4034e+04
9.6000e+00 -4.1717e+03 -6.0506e+04  8.3002e+04
9.6100e+00  2.6239e+04 -9.4861e+04  1.4208e+05
9.6200e+00  2.3735e+04 -1.2916e+05  1.6269e+05
9.6300e+00 -6.1470e+03 -1.3744e+05  1.2880e+05
9.6400e+00 -3.7985e+04 -1.0736e+05  5.0762e+04
9.6500e+00 -4.9877e+04 -5.3987e+04 -4.3034e+04
9.6600e+00 -3.7504e+04  2.5320e+03 -1.1647e+05
9.6700e+00 -3.1056e+03  4.7933e+04 -1.5110e+05
9.6800e+00  4.9471e+04  7.0246e+04 -1.4107e+05
9.6900e+00  1.0469e+05  7.0593e+04 -8.8853e+04
9.7000e+00  1.3860e+05  6.1857e+04 -2.1554e+04
9.7100e+00  1.3476e+05  6.4364e+04  2.2851e+04
9.7200e+00  9.6547e+04  8.8193e+04  2.9946e+04
9.7300e+00  4.3801e+04  1.1874e+05  1.4094e+04
9.7400e+00  2.8691e+03  1.2915e+05 -2.1549e+04
9.7500e+00 -6.6882e+03  1.0966e+05 -7.1569e+04
9.7600e+00  1.9021e+04  7.1643e+04 -1.1020e+05
9.7700e+00  7.0365e+04  2.6504e+04 -1.1863e+05
9.7800e+00  1.2479e+05 -5.2477e+03 -1.0406e+05
9.7900e+00  1.6737e+05 -6.4969e+03 -9.3111e+04
9.8000e+00  1.9969e+05  1.7655e+04 -1.0360e+05
9.8100e+00  2.1005e+05  5.5190e+04 -1.2506e+05
9.8200e+00  1.7364e+05  8.9936e+04 -1.1973e+05
9.8300e+00  9.3019e+04  1.0495e+05 -6.8433e+04
9.8400e+00  6.5690e+03  9.1974e+04  5.1360e+03
9.8500e+00 -4.7307e+04  5.5634e+04  6.5003e+04
9.8600e+00 -6.1785e+04  1.4725e+04  1.0107e+05
9.8700e+00 -6.1838e+04 -1.4858e+04  1.2459e+05
9.8800e+00 -7.6108e+04 -2.7244e+04  1.4614e+05
9.8900e+00 -1.1344e+05 -2.4702e+04  1.7636e+05
9.9000e+00 -1.5804e+05 -2.7213e+04  2.1065e+05
9.9100e+00 -1.8286e+05 -4.5028e+04  2.2982e+05
9.9200e+00 -1.7357e+05 -5.7185e+04  2.1243e+05
9.9300e+00 -1.4041e+05 -3.9655e+04  1.5413e+05
9.9400e+00 -1.1097e+05  7.4469e+03  7.7369e+04
9.9500e+00 -1.0426e+05  5.0773e+04  9.5170e+03
9.9600e+00 -1.0949e+05  5.2204e+04 -4.1198e+04
9.9700e+00 -1.0331e+05  1.1869e+04 -7.5591e+04
9.9800e+00 -7.8982e+04 -4.0432e+04 -8.4718e+04
9.9900e+00 -4.2558e+04 -7.2790e+04 -6.8382e+04
1.0000e+01 -4.5735e+03 -6.6702e+04 -4.6374e+04
1.0010e+01  1.8254e+04 -2.9617e+04 -4.8909e+04
1.0020e+01  1.7410e+04  1.7117e+04 -8.2244e+04
1.0030e+01  4.1733e+03  5.2374e+04 -1.2275e+05
1.0040e+01 -1.4651e+03  7.0051e+04 -1.5439e+05
1.0050e+01  1.4760e+04  8.4644e+04 -1.7632e+05
1.0060e+01  5.1860e+04  1.0232e+05 -1.8247e+05
1.0070e+01  9.3607e+04  1.1096e+05 -1.5838e+05
1.0080e+01  1.2407e+05  1.0117e+05 -1.0053e+05
1.0090e+01  1.3759e+05  7.4850e+04 -2.7602e+04
1.0100e+01  1.2985e+05  4.4283e+04  3.4145e+04
1.0110e+01  9.3269e+04  2.5937e+04  7.6558e+04
1.0120e+01  3.5164e+04  1.9277e+04  1.1000e+05
1.0130e+01 -1.8332e+04  9.1113e+03  1.5346e+05
1.0140e+01 -4.6859e+04 -1.2702e+04  2.1719e+05
1.0150e+01 -5.2958e+04 -3.9907e+04  2.8853e+05
1.0160e+01 -5.5406e+04 -5.4130e+04  3.3193e+05
1.0170e+01 -6.3679e+04 -3.8561e+04  3.1277e+05
1.0180e+01 -6.8706e+04  5.9785e+03  2.3522e+05
1.0190e+01 -6.1584e+04  5.4381e+04  1.2412e+05
1.0200e+01 -4.0080e+04  8.0722e+04 -4.2230e+03
1.0210e+01 -2.0766e+03  8.9330e+04 -1.3339e+05
1.0220e+01  4.9295e+04  1.0029e+05 -2.3256e+05
1.0230e+01  9.9561e+04  1.2032e+05 -2.7024e+05
1.0240e+01  1.2641e+05  1.3886e+05 -2.5014e+05
1.0250e+01  1.1067e+05  1.4248e+05 -2.0362e+05
1.0260e+01  4.9986e+04  1.2626e+05 -1.5075e+05
1.0270e+01 -3.7988e+04  9.1174e+04 -9.7748e+04
1.0280e+01 -1.2440e+05  4.5556e+04 -4.8887e+04
1.0290e+01 -1.7903e+05 -8.4942e+02 -1.5197e+04
1.0300e+01 -1.7947e+05 -3.9984e+04 -1.6972e+04
1.0310e+01 -1.2988e+05 -5.1189e+04 -5.1778e+04
1.0320e+01 -6.1912e+04 -2.2404e+04 -9.9413e+04
1.0330e+01 -9.4443e+02  3.1919e+04 -1.4776e+05
1.0340e+01  4.3280e+04  8.6356e+04 -1.8367e+05
1.0350e+01  6.1574e+04  1.1172e+05 -1.9660e+05
1.0360e+01  5.1785e+04  9.4781e+04 -1.8098e+05
1.0370e+01  2.5823e+04  4.3521e+04 -1.3186e+05
1.0380e+01 -1.3029e+03 -2.4566e+04 -5.1357e+04
1.0390e+01 -2.2343e+04 -8.3016e+04  4.5907e+04
1.0400e+01 -3.6521e+04 -1.1332e+05  1.4682e+05
1.0410e+01 -4.1385e+04 -1.1672e+05  2.3174e+05
1.0420e+01 -2.8875e+04 -1.0247e+05  2.5586e+05
1.0430e+01  7.0942e+03 -7.1223e+04  1.9649e+05
1.0440e+01  5.8187e+04 -1.7887e+04  8.9778e+04
1.0450e+01  9.7943e+04  4.7317e+04 -1.5570e+03
1.0460e+01  1.0168e+05  9.4972e+04 -4.0956e+04
1.0470e+01  6.9925e+04  9.9340e+04 -4.1404e+04
1.0480e+01  2.4435e+04  6.7055e+04 -3.3761e+04
1.0490e+01 -1.3333e+04  2.8706e+04 -2.7000e+04
1.0500e+01 -3.7304e+04  5.7648e+03 -1.0177e+04
1.0510e+01 -5.0689e+04  2.5711e+03  2.1600e+04
1.0520e+01 -5.5054e+04  1.1876e+04  5.6166e+04
1.0530e+01 -4.8287e+04  3.0894e+04  8.3309e+04
1.0540e+01 -3.1613e+04  6.2482e+04  9.6569e+04
1.0550e+01 -1.5618e+04  1.0090e+05  8.3827e+04
1.0560e+01 -1.0733e+04  1.3948e+05  4.5568e+04
1.0570e+01 -2.1876e+04  1.6564e+05 -3.8510e+03
1.0580e+01 -5.2279e+04  1.6121e+05 -4.9700e+04
1.0590e+01 -9.6746e+04  1.2137e+05 -8.2787e+04
1.0600e+01 -1.2984e+05  5.6866e+04 -1.0098e+05
1.0610e+01 -1.1638e+05 -1.1759e+04 -1.0228e+05
1.0620e+01 -5.0002e+04 -6.1081e+04 -8.0730e+04
1.0630e+01  3.1145e+04 -7.6429e+04 -3.4003e+04
1.0640e+01  7.9257e+04 -5.9585e+04  4.0513e+04
1.0650e+01  7.7364e+04 -2.5505e+04  1.3453e+05
1.0660e+01  4.0842e+04  6.7735e+03  2.1350e+05
1.0670e+01 -1.9617e+03  1.9986e+04  2.4450e+05
1.0680e+01 -2.4201e+04  6.4219e+03  2.1739e+05
1.0690e+01 -2.1652e+04 -1.4071e+04  1.5392e+05
1.0700e+01 -1.5117e+04 -1.7295e+04  9.3925e+04
1.0710e+01 -2.6077e+04 -2.8931e+03  6.7910e+04
1.0720e+01 -6.0100e+04  2.2756e+04  7.3279e+04
1.0730e+01 -1.0446e+05  4.6633e+04  7.3970e+04
1.0740e+01 -1.3738e+05  5.5675e+04  3.9481e+04
1.0750e+01 -1.4510e+05  5.5189e+04 -3.6963e+04
1.0760e+01 -1.3480e+05  6.1463e+04 -1.3022e+05
1.0770e+01 -1.2297e+05  8.2153e+04 -1.9552e+05
1.0780e+01 -1.1279e+05  1.0705e+05 -2.0360e+05
1.0790e+01 -9.2991e+04  1.1850e+05 -1.5866e+05
1.0800e+01 -5.5757e+04  1.0021e+05 -8.2723e+04
1.0810e+01 -1.0820e+04  4.7770e+04  7.7000e+02
1.0820e+01  2.1591e+04 -2.3902e+04  6.2024e+04
1.0830e+01  2.5006e+04 -8.7096e+04  8.8986e+04
1.0840e+01 -5.4854e+03 -1.2247e+05  9.3850e+04
1.0850e+01 -5.5634e+04 -1.2842e+05  8.3856e+04
1.0860e+01 -9.5003e+04 -1.0157e+05  5.8110e+04
1.0870e+01 -1.0216e+05 -3.9455e+04  2.7752e+04
1.0880e+01 -8.7391e+04  4.1759e+04  1.1727e+04
1.0890e+01 -7.7289e+04  1.0262e+05  1.9319e+04
1.0900e+01 -8.0846e+04  1.0179e+05  5.1172e+04
1.0910e+01 -8.2904e+04  3.5751e+04  8.6525e+04
1.0920e+01 -7.2028e+04 -5.4409e+04  9.2586e+04
1.0930e+01 -5.4004e+04 -1.1803e+05  5.9125e+04
1.0940e+01 -3.3756e+04 -1.3096e+05  7.8430e+03
1.0950e+01 -1.4120e+04 -9.6061e+04 -3.4324e+04
1.0960e+01 -1.0353e+02 -3.7807e+04 -6.6225e+04
1.0970e+01  8.8402e+03  1.6561e+04 -9.1096e+04
1.0980e+01  1.5531e+04  6.0492e+04 -9.9465e+04
1.0990e+01  2.0837e+04  9.7615e+04 -8.5425e+04
1.1000e+01  2.7166e+04  1.3371e+05 -6.3577e+04
1.1010e+01  3.9721e+04  1.6340e+05 -6.1312e+04
1.1020e+01  5.8338e+04  1.7510e+05 -8.6675e+04
1.1030e+01  7.0402e+04  1.7207e+05 -1.1560e+05
1.1040e+01  5.8080e+04  1.6003e+05 -1.1088e+05
1.1050e+01  1.0975e+04  1.4426e+05 -6.0582e+04
1.1060e+01 -6.9013e+04  1.3565e+05  1.9011e+04
1.1070e+01 -1.6828e+05  1.3693e+05  1.0574e+05
1.1080e+01 -2.6130e+05  1.3985e+05  1.7951e+05
1.1090e+01 -3.1899e+05  1.3843e+05  2.2050e+05
1.1100e+01 -3.2807e+05  1.3220e+05  2.2074e+05
1.1110e+01 -2.9545e+05  1.2221e+05  1.9611e+05
1.1120e+01 -2.4043e+05  1.1487e+05  1.6789e+05
1.1130e+01 -1.9287e+05  1.2305e+05  1.5398e+05
1.1140e+01 -1.7505e+05  1.4770e+05  1.5445e+05
1.1150e+01 -1.8591e+05  1.7427e+05  1.4955e+05
1.1160e+01 -2.1418e+05  1.8359e+05  1.2459e+05
1.1170e+01 -2.4827e+05  1.5981e+05  9.2571e+04
1.1180e+01 -2.7739e+05  1.0535e+05  8.7035e+04
1.1190e+01 -2.9424e+05  3.4199e+04  1.1214e+05
1.1200e+01 -2.9534e+05 -3.1814e+04  1.4298e+05
1.1210e+01 -2.8109e+05 -7.0536e+04  1.6160e+05
1.1220e+01 -2.5488e+05 -8.5658e+04  1.6693e+05
1.1230e+01 -2.2413e+05 -9.3094e+04  1.6870e+05
1.1240e+01 -2.0690e+05 -9.8304e+04  1.7326e+05
1.1250e+01 -2.1961e+05 -9.6136e+04  1.7416e+05
1.1260e+01 -2.5001e+05 -7.7070e+04  1.5657e+05
1.1270e+01 -2.6465e+05 -4.0757e+04  1.1188e+05
1.1280e+01 -2.4771e+05 -9.1187e+02  5.1304e+04
1.1290e+01 -2.1762e+05  2.0796e+04  8.3200e+02
1.1300e+01 -2.0496e+05  1.2750e+04 -2.2183e+04
1.1310e+01 -2.2001e+05 -1.2631e+04 -3.2970e+03
1.1320e+01 -2.4987e+05 -3.8130e+04  7.7921e+04
1.1330e+01 -2.8026e+05 -5.6612e+04  2.1960e+05
1.1340e+01 -2.9865e+05 -6.3739e+04  3.7202e+05
1.1350e+01 -2.8972e+05 -5.1177e+04  4.5826e+05
1.1360e+01 -2.4665e+05 -1.1846e+04  4.2814e+05
1.1370e+01 -1.8143e+05  4.2728e+04  2.9142e+05
1.1380e+01 -1.1833e+05  8.6709e+04  1.0418e+05
1.1390e+01 -6.9666e+04  1.0338e+05 -6.3357e+04
1.1400e+01 -3.1136e+04  9.2998e+04 -1.5119e+05
1.1410e+01 -6.6909e+02  5.9937e+04 -1.3365e+05
1.1420e+01  1.9955e+04  1.8096e+03 -2.4750e+04
1.1430e+01  3.2396e+04 -8.3666e+04  1.2499e+05
1.1440e+01  4.2942e+04 -1.8114e+05  2.4325e+05
1.1450e+01  6.1892e+04 -2.5826e+05  2.7281e+05
1.1460e+01  9.8269e+04 -2.9019e+05  2.0663e+05
1.1470e+01  1.4962e+05 -2.7143e+05  9.1966e+04
1.1480e+01  1.9869e+05 -2.2273e+05 -1.5549e+04
1.1490e+01  2.2878e+05 -1.8878e+05 -8.0557e+04
1.1500e+01  2.3946e+05 -2.1139e+05 -8.7972e+04
1.1510e+01  2.4248e+05 -3.0388e+05 -5.1475e+04
1.1520e+01  2.5351e+05 -4.4164e+05 -1.9490e+04
1.1530e+01  2.8943e+05 -5.8052e+05 -4.4078e+04
1.1540e+01  3.5634e+05 -6.8778e+05 -1.3197e+05
1.1550e+01  4.4110e+05 -7.6268e+05 -2.5110e+05
1.1560e+01  5.2531e+05 -8.3073e+05 -3.6807e+05
1.1570e+01  6.0325e+05 -9.1333e+05 -4.5657e+05
1.1580e+01  6.7763e+05 -1.0161e+06 -4.8900e+05
1.1590e+01  7.3731e+05 -1.1310e+06 -4.5334e+05
1.1600e+01  7.5678e+05 -1.2302e+06 -3.7674e+05
1.1610e+01  7.2352e+05 -1.2772e+06 -3.1907e+05
1.1620e+01  6.4485e+05 -1.2538e+06 -3.2933e+05
1.1630e+01  5.3791e+05 -1.1874e+06 -4.0517e+05
1.1640e+01  4.3284e+05 -1.1376e+06 -4.9994e+05
1.1650e+01  3.6478e+05 -1.1244e+06 -5.5306e+05
1.1660e+01  3.4349e+05 -1.0994e+06 -5.4028e+05
1.1670e+01  3.4348e+05 -1.0022e+06 -4.9798e+05
1.1680e+01  3.3240e+05 -8.1882e+05 -4.9067e+05
1.1690e+01  2.9227e+05 -5.8478e+05 -5.7302e+05
1.1700e+01  2.2186e+05 -3.6300e+05 -7.4775e+05
1.1710e+01  1.3975e+05 -2.1965e+05 -9.4269e+05
1.1720e+01  8.0626e+04 -1.8170e+05 -1.0402e+06
1.1730e+01  7.5892e+04 -2.0227e+05 -9.4531e+05
1.1740e+01  1.2811e+05 -1.9214e+05 -6.5355e+05
1.1750e+01  2.0294e+05 -8.4537e+04 -2.4833e+05
1.1760e+01  2.4736e+05  1.1627e+05  1.5140e+05
1.1770e+01  2.2062e+05  3.4299e+05  4.3788e+05
1.1780e+01  1.1403e+05  5.2877e+05  5.6070e+05
1.1790e+01 -4.7245e+04  6.4022e+05  5.5926e+05
1.1800e+01 -2.0866e+05  6.7128e+05  5.3839e+05
1.1810e+01 -3.0945e+05  6.3999e+05  5.9946e+05
1.1820e+01 -3.1942e+05  5.7655e+05  7.8678e+05
1.1830e+01 -2.5315e+05  5.0303e+05  1.0687e+06
1.1840e+01 -1.5897e+05  4.4414e+05  1.3625e+06
1.1850e+01 -1.0490e+05  4.4497e+05  1.5829e+06
1.1860e+01 -1.5738e+05  5.4387e+05  1.6789e+06
1.1870e+01 -3.3766e+05  7.2903e+05  1.6415e+06
1.1880e+01 -5.9075e+05  9.3630e+05  1.4773e+06
1.1890e+01 -8.2170e+05  1.0929e+06  1.2013e+06
1.1900e+01 -9.6093e+05  1.1416e+06  8.4985e+05
1.1910e+01 -9.8695e+05  1.0483e+06  4.8132e+05
1.1920e+01 -9.1744e+05  8.3725e+05  1.6063e+05
1.1930e+01 -7.9302e+05  5.9529e+05 -6.5565e+04
1.1940e+01 -6.5357e+05  4.1446e+05 -1.8502e+05
1.1950e+01 -5.1871e+05  3.3741e+05 -2.2429e+05
1.1960e+01 -3.8305e+05  3.3802e+05 -2.4000e+05
1.1970e+01 -2.3628e+05  3.4855e+05 -2.8730e+05
1.1980e+01 -9.0090e+04  3.1315e+05 -3.8577e+05
1.1990e+01  2.2087e+04  2.2822e+05 -5.2051e+05
1.2000e+01  8.0960e+04  1.4209e+05 -6.6548e+05
1.2010e+01  1.1497e+05  1.1054e+05 -7.9981e+05
1.2020e+01  1.7045e+05  1.5743e+05 -9.1040e+05
1.2030e+01  2.5458e+05  2.5827e+05 -9.8622e+05
1.2040e+01  3.3439e+05  3.4957e+05 -1.0213e+06
1.2050e+01  3.7958e+05  3.8494e+05 -1.0330e+06
1.2060e+01  3.9133e+05  3.7237e+05 -1.0546e+06
1.2070e+01  3.9368e+05  3.4060e+05 -1.1014e+06
1.2080e+01  4.1044e+05  3.0088e+05 -1.1591e+06
1.2090e+01  4.5455e+05  2.5322e+05 -1.1943e+06
1.2100e+01  5.2755e+05  2.0144e+05 -1.1765e+06
1.2110e+01  6.1889e+05  1.5494e+05 -1.0939e+06
1.2120e+01  7.1670e+05  1.1186e+05 -9.6971e+05
1.2130e+01  8.2193e+05  4.2748e+04 -8.6311e+05
1.2140e+01  9.3121e+05 -8.3051e+04 -8.2149e+05
1.2150e+01  1.0165e+06 -2.7137e+05 -8.3726e+05
1.2160e+01  1.0434e+06 -5.0359e+05 -8.5368e+05
1.2170e+01  1.0043e+06 -7.3003e+05 -8.0401e+05
1.2180e+01  9.2259e+05 -8.7648e+05 -6.4929e+05
1.2190e+01  8.1584e+05 -8.8562e+05 -4.1526e+05
1.2200e+01  6.7085e+05 -7.6221e+05 -1.9226e+05
1.2210e+01  4.6709e+05 -5.6815e+05 -7.2384e+04
1.2220e+01  2.1101e+05 -3.6780e+05 -8.5608e+04
1.2230e+01 -5.2382e+04 -1.9488e+05 -1.7691e+05
1.2240e+01 -2.5670e+05 -6.6942e+04 -2.3314e+05
1.2250e+01 -3.6140e+05  4.7208e+03 -1.5497e+05
1.2260e+01 -3.9344e+05  3.2090e+04  6.8037e+04
1.2270e+01 -4.2948e+05  5.7923e+04  3.5869e+05
1.2280e+01 -5.2938e+05  1.1965e+05  6.1235e+05
1.2290e+01 -7.0462e+05  2.2302e+05  7.5743e+05
1.2300e+01 -9.2853e+05  3.5974e+05  7.9399e+05
1.2310e+01 -1.1399e+06  5.1612e+05  7.8151e+05
1.2320e+01 -1.2633e+06  6.6807e+05  7.8783e+05
1.2330e+01 -1.2608e+06  7.7909e+05  8.4650e+05
1.2340e+01 -1.1667e+06  8.1772e+05  9.3670e+05
1.2350e+01 -1.0635e+06  7.8017e+05  9.8344e+05
1.2360e+01 -1.0182e+06  6.7767e+05  9.1134e+05
1.2370e+01 -1.0337e+06  5.1956e+05  7.1335e+05
1.2380e+01 -1.0520e+06  3.2612e+05  4.5770e+05
1.2390e+01 -1.0145e+06  1.4481e+05  2.3046e+05
1.2400e+01 -9.1050e+05  2.7543e+04  7.8315e+04
1.2410e+01 -7.6526e+05 -1.0180e+04 -3.8290e+03
1.2420e+01 -6.0377e+05  8.1818e+03 -6.1731e+04
1.2430e+01 -4.3235e+05  4.1581e+04 -1.4552e+05
1.2440e+01 -2.4275e+05  4.3068e+04 -2.6461e+05
1.2450e+01 -3.5659e+04 -2.0495e+04 -3.8470e+05
1.2460e+01  1.6991e+05 -1.3829e+05 -4.6600e+05
