   time          R           T           Z
4.0300e+00 -1.3783e+03 -6.4714e+02  2.3170e+03
4.0400e+00 -1.3428e+03 -6.4875e+02  2.4090e+03
4.0500e+00 -1.2823e+03 -6.5730e+02  2.4430e+03
4.0600e+00 -1.2907e+03 -6.3014e+02  2.4700e+03
4.0700e+00 -1.2686e+03 -5.9814e+02  2.4890e+03
4.0800e+00 -1.2007e+03 -6.0879e+02  2.5290e+03
4.0900e+00 -1.1771e+03 -6.1189e+02  2.5550e+03
4.1000e+00 -1.1569e+03 -6.2851e+02  2.5680e+03
4.1100e+00 -1.1572e+03 -6.5071e+02  2.6120e+03
4.1200e+00 -1.1304e+03 -6.5542e+02  2.6300e+03
4.1300e+00 -1.0798e+03 -6.5715e+02  2.6410e+03
4.1400e+00 -1.0357e+03 -6.7079e+02  2.6410e+03
4.1500e+00 -1.0236e+03 -6.6322e+02  2.6270e+03
4.1600e+00 -1.0238e+03 -6.3705e+02  2.6240e+03
4.1700e+00 -9.6590e+02 -6.4895e+02  2.6390e+03
4.1800e+00 -9.1231e+02 -6.8256e+02  2.6430e+03
4.1900e+00 -8.7720e+02 -7.2956e+02  2.6250e+03
4.2000e+00 -8.1878e+02 -7.4543e+02  2.6400e+03
4.2100e+00 -7.9881e+02 -7.3588e+02  2.6480e+03
4.2200e+00 -8.3441e+02 -7.4134e+02  2.5880e+03
4.2300e+00 -8.0774e+02 -7.6118e+02  2.5830e+03
4.2400e+00 -7.4932e+02 -7.7705e+02  2.6480e+03
4.2500e+00 -7.1000e+02 -7.5298e+02  2.6430e+03
4.2600e+00 -6.8433e+02 -7.3264e+02  2.6620e+03
4.2700e+00 -6.9376e+02 -7.1366e+02  2.7180e+03
4.2800e+00 -6.7875e+02 -7.1279e+02  2.7020e+03
4.2900e+00 -6.3496e+02 -7.3251e+02  2.7100e+03
4.3000e+00 -6.1351e+02 -7.1874e+02  2.7090e+03
4.3100e+00 -5.9863e+02 -7.0075e+02  2.6870e+03
4.3200e+00 -5.8709e+02 -6.7210e+02  2.7290e+03
4.3300e+00 -5.8747e+02 -6.1268e+02  2.7470e+03
4.3400e+00 -5.4704e+02 -5.9755e+02  2.7480e+03
4.3500e+00 -5.2595e+02 -6.3723e+02  2.7480e+03
4.3600e+00 -5.0833e+02 -6.5720e+02  2.7750e+03
4.3700e+00 -4.4520e+02 -6.3015e+02  2.8360e+03
4.3800e+00 -4.3566e+02 -5.6144e+02  2.8230e+03
4.3900e+00 -4.3268e+02 -5.6106e+02  2.7870e+03
4.4000e+00 -4.1556e+02 -5.8513e+02  2.7740e+03
4.4100e+00 -3.7712e+02 -5.6217e+02  2.7690e+03
4.4200e+00 -3.2217e+02 -5.7445e+02  2.7430e+03
4.4300e+00 -3.1956e+02 -5.8722e+02  2.7440e+03
4.4400e+00 -2.9686e+02 -5.8337e+02  2.8000e+03
4.4500e+00 -2.5929e+02 -5.5348e+02  2.7780e+03
4.4600e+00 -2.1997e+02 -5.6166e+02  2.7650e+03
4.4700e+00 -1.7841e+02 -5.7964e+02  2.7810e+03
4.4800e+00 -1.6229e+02 -5.3126e+02  2.7730e+03
4.4900e+00 -1.5386e+02 -5.1811e+02  2.7900e+03
4.5000e+00 -1.3055e+02 -4.8698e+02  2.7480e+03
4.5100e+00 -1.0103e+02 -4.5708e+02  2.6830e+03
4.5200e+00 -1.0152e+02 -4.6924e+02  2.6860e+03
4.5300e+00 -9.6939e+01 -4.3339e+02  2.7160e+03
4.5400e+00 -7.3131e+01 -3.8204e+02  2.7270e+03
4.5500e+00 -5.8626e+01 -3.2882e+02  2.7410e+03
4.5600e+00 -5.2062e+01 -2.5242e+02  2.7340e+03
4.5700e+00 -3.8178e+00 -2.1111e+02  2.6830e+03
4.5800e+00  5.1870e+01 -1.8096e+02  2.6700e+03
4.5900e+00  5.0131e+01 -1.5901e+02  2.6690e+03
4.6000e+00  7.1839e+01 -1.7947e+02  2.6810e+03
4.6100e+00  1.3621e+02 -1.3009e+02  2.7090e+03
4.6200e+00  1.4339e+02 -6.6712e+01  2.6940e+03
4.6300e+00  1.4736e+02 -7.4278e+01  2.6860e+03
4.6400e+00  2.1955e+02 -5.5167e+01  2.6880e+03
4.6500e+00  2.4249e+02  3.1322e+00  2.6400e+03
4.6600e+00  2.6060e+02 -4.6797e+00  2.5780e+03
4.6700e+00  3.0203e+02 -1.3605e+01  2.5720e+03
4.6800e+00  3.0524e+02  4.1219e+01  2.5720e+03
4.6900e+00  2.9445e+02  3.8861e+01  2.5480e+03
4.7000e+00  3.2038e+02  2.4972e+01  2.5190e+03
4.7100e+00  3.8090e+02  4.8671e+01  2.4860e+03
4.7200e+00  3.7730e+02  8.5509e+01  2.4720e+03
4.7300e+00  3.8462e+02  9.9525e+01  2.4540e+03
4.7400e+00  3.9404e+02  1.1280e+02  2.4340e+03
4.7500e+00  3.7345e+02  1.5658e+02  2.4090e+03
4.7600e+00  3.7022e+02  1.7432e+02  2.4010e+03
4.7700e+00  3.4355e+02  1.7803e+02  2.4120e+03
4.7800e+00  3.3747e+02  2.2666e+02  2.3870e+03
4.7900e+00  3.5222e+02  2.8595e+02  2.3400e+03
4.8000e+00  3.5917e+02  2.8681e+02  2.3030e+03
4.8100e+00  3.6425e+02  2.9451e+02  2.2830e+03
4.8200e+00  3.4453e+02  3.3134e+02  2.2890e+03
4.8300e+00  3.1922e+02  3.8058e+02  2.2740e+03
4.8400e+00  3.2380e+02  4.3255e+02  2.2590e+03
4.8500e+00  3.3694e+02  4.8055e+02  2.2870e+03
4.8600e+00  2.9500e+02  5.7407e+02  2.2520e+03
4.8700e+00  2.7615e+02  5.8784e+02  2.1970e+03
4.8800e+00  3.0952e+02  5.6279e+02  2.2030e+03
4.8900e+00  2.8483e+02  6.3125e+02  2.1750e+03
4.9000e+00  2.4116e+02  6.5804e+02  2.1400e+03
4.9100e+00  2.5964e+02  6.9562e+02  2.1800e+03
4.9200e+00  2.4735e+02  7.7773e+02  2.1860e+03
4.9300e+00  2.1969e+02  7.7326e+02  2.1480e+03
4.9400e+00  2.2651e+02  7.6706e+02  2.1690e+03
4.9500e+00  1.8607e+02  8.1642e+02  2.2040e+03
4.9600e+00  1.7180e+02  8.5797e+02  2.1910e+03
4.9700e+00  1.7986e+02  8.6603e+02  2.1330e+03
4.9800e+00  1.6808e+02  8.9580e+02  2.1290e+03
4.9900e+00  1.5492e+02  9.4454e+02  2.1440e+03
5.0000e+00  1.4227e+02  9.0870e+02  2.1420e+03
5.0100e+00  1.5096e+02  9.1986e+02  2.1530e+03
5.0200e+00  1.5628e+02  9.9007e+02  2.1310e+03
5.0300e+00  1.4487e+02  9.8461e+02  2.1070e+03
5.0400e+00  1.7786e+02  9.9478e+02  2.1310e+03
5.0500e+00  2.4955e+02  1.0582e+03  2.1610e+03
5.0600e+00  2.2535e+02  1.1146e+03  2.1440e+03
5.0700e+00  2.0415e+02  1.0666e+03  2.1470e+03
5.0800e+00  2.1395e+02  1.0446e+03  2.1310e+03
5.0900e+00  1.9323e+02  1.0975e+03  2.0840e+03
5.1000e+00  2.1431e+02  1.1223e+03  2.0720e+03
5.1100e+00  2.0612e+02  1.1878e+03  2.0360e+03
5.1200e+00  2.0351e+02  1.2006e+03  1.9880e+03
5.1300e+00  2.3923e+02  1.1970e+03  1.9910e+03
5.1400e+00  2.6093e+02  1.2329e+03  1.9910e+03
5.1500e+00  2.6255e+02  1.2200e+03  1.9340e+03
5.1600e+00  2.5374e+02  1.2179e+03  1.8930e+03
5.1700e+00  2.4195e+02  1.2719e+03  1.8780e+03
5.1800e+00  2.2409e+02  1.3100e+03  1.8550e+03
5.1900e+00  2.3686e+02  1.3126e+03  1.8280e+03
5.2000e+00  2.3350e+02  1.3877e+03  1.7950e+03
5.2100e+00  2.1626e+02  1.4047e+03  1.7620e+03
5.2200e+00  2.4194e+02  1.3686e+03  1.7280e+03
5.2300e+00  2.3635e+02  1.4213e+03  1.6550e+03
5.2400e+00  2.8299e+02  1.4352e+03  1.5990e+03
5.2500e+00  3.1746e+02  1.4658e+03  1.5820e+03
5.2600e+00  2.6065e+02  1.4768e+03  1.5350e+03
5.2700e+00  2.8138e+02  1.4078e+03  1.5180e+03
5.2800e+00  2.7096e+02  1.4267e+03  1.4860e+03
5.2900e+00  2.5495e+02  1.4499e+03  1.4500e+03
5.3000e+00  2.8931e+02  1.4491e+03  1.4560e+03
5.3100e+00  2.7318e+02  1.4975e+03  1.4430e+03
5.3200e+00  2.5966e+02  1.5009e+03  1.4050e+03
5.3300e+00  2.7182e+02  1.4278e+03  1.3560e+03
5.3400e+00  2.8448e+02  1.3911e+03  1.3550e+03
5.3500e+00  2.7282e+02  1.4279e+03  1.3730e+03
5.3600e+00  2.8931e+02  1.4653e+03  1.3980e+03
5.3700e+00  3.1275e+02  1.5035e+03  1.4080e+03
5.3800e+00  2.7305e+02  1.5066e+03  1.3790e+03
5.3900e+00  2.7008e+02  1.4739e+03  1.3570e+03
5.4000e+00  3.2292e+02  1.4624e+03  1.3560e+03
5.4100e+00  3.1535e+02  1.4826e+03  1.3710e+03
5.4200e+00  2.8186e+02  1.4764e+03  1.3720e+03
5.4300e+00  3.0457e+02  1.4480e+03  1.3880e+03
5.4400e+00  3.1387e+02  1.4623e+03  1.3870e+03
5.4500e+00  3.0729e+02  1.4746e+03  1.3980e+03
5.4600e+00  3.1312e+02  1.5005e+03  1.4270e+03
5.4700e+00  2.7504e+02  1.4987e+03  1.3830e+03
5.4800e+00  2.5818e+02  1.4483e+03  1.3500e+03
5.4900e+00  2.7232e+02  1.4238e+03  1.3480e+03
5.5000e+00  2.9861e+02  1.4392e+03  1.3690e+03
5.5100e+00  2.9389e+02  1.4850e+03  1.4060e+03
5.5200e+00  2.3932e+02  1.4862e+03  1.4240e+03
5.5300e+00  2.0831e+02  1.4844e+03  1.4070e+03
5.5400e+00  2.0421e+02  1.5090e+03  1.3730e+03
5.5500e+00  2.3907e+02  1.4882e+03  1.3850e+03
5.5600e+00  1.9454e+02  1.4816e+03  1.3590e+03
5.5700e+00  1.5473e+02  1.4615e+03  1.3160e+03
5.5800e+00  1.8574e+02  1.4392e+03  1.3080e+03
5.5900e+00  1.9194e+02  1.4702e+03  1.3080e+03
5.6000e+00  1.9789e+02  1.5113e+03  1.3120e+03
5.6100e+00  1.8883e+02  1.5515e+03  1.2950e+03
5.6200e+00  2.2715e+02  1.5593e+03  1.2740e+03
5.6300e+00  2.5693e+02  1.5388e+03  1.2570e+03
5.6400e+00  2.3274e+02  1.5146e+03  1.2160e+03
5.6500e+00  2.1935e+02  1.5089e+03  1.1480e+03
5.6600e+00  2.5966e+02  1.4847e+03  1.1670e+03
5.6700e+00  3.1709e+02  1.4607e+03  1.2200e+03
5.6800e+00  3.2305e+02  1.4453e+03  1.2020e+03
5.6900e+00  3.1660e+02  1.4405e+03  1.2030e+03
5.7000e+00  3.0717e+02  1.4433e+03  1.1950e+03
5.7100e+00  3.1648e+02  1.4334e+03  1.1790e+03
5.7200e+00  3.4079e+02  1.4163e+03  1.1800e+03
5.7300e+00  3.4637e+02  1.3797e+03  1.1810e+03
5.7400e+00  3.2256e+02  1.3928e+03  1.1780e+03
5.7500e+00  3.4055e+02  1.3618e+03  1.1690e+03
5.7600e+00  3.9079e+02  1.3147e+03  1.1860e+03
5.7700e+00  3.6126e+02  1.3412e+03  1.2180e+03
5.7800e+00  2.9478e+02  1.3410e+03  1.2140e+03
5.7900e+00  2.8958e+02  1.2940e+03  1.1780e+03
5.8000e+00  3.0422e+02  1.2736e+03  1.1650e+03
5.8100e+00  3.0198e+02  1.2754e+03  1.1770e+03
5.8200e+00  3.0806e+02  1.2509e+03  1.1730e+03
5.8300e+00  2.9219e+02  1.2651e+03  1.1730e+03
5.8400e+00  3.1054e+02  1.2714e+03  1.1700e+03
5.8500e+00  3.1067e+02  1.2785e+03  1.1310e+03
5.8600e+00  2.6179e+02  1.2905e+03  1.1310e+03
5.8700e+00  2.8314e+02  1.2246e+03  1.1200e+03
5.8800e+00  3.1924e+02  1.1778e+03  1.1090e+03
5.8900e+00  3.0658e+02  1.1983e+03  1.1440e+03
5.9000e+00  3.0348e+02  1.2151e+03  1.1370e+03
5.9100e+00  3.0286e+02  1.2281e+03  1.1340e+03
5.9200e+00  2.8239e+02  1.2306e+03  1.1240e+03
5.9300e+00  2.9542e+02  1.2070e+03  1.1190e+03
5.9400e+00  2.6999e+02  1.2089e+03  1.1150e+03
5.9500e+00  2.3353e+02  1.2023e+03  1.1000e+03
5.9600e+00  2.7198e+02  1.2011e+03  1.1250e+03
5.9700e+00  2.7458e+02  1.2528e+03  1.1620e+03
5.9800e+00  2.5126e+02  1.2620e+03  1.1910e+03
5.9900e+00  2.3861e+02  1.2342e+03  1.1960e+03
6.0000e+00  2.3315e+02  1.2295e+03  1.1980e+03
6.0100e+00  2.5697e+02  1.2083e+03  1.2230e+03
6.0200e+00  2.2447e+02  1.2022e+03  1.2200e+03
6.0300e+00  1.8738e+02  1.2328e+03  1.2360e+03
6.0400e+00  1.8639e+02  1.2569e+03  1.2850e+03
6.0500e+00  1.5674e+02  1.2522e+03  1.2840e+03
6.0600e+00  1.6890e+02  1.2113e+03  1.3170e+03
6.0700e+00  1.9011e+02  1.2110e+03  1.3550e+03
6.0800e+00  1.8763e+02  1.2469e+03  1.3440e+03
6.0900e+00  2.0809e+02  1.2364e+03  1.3490e+03
6.1000e+00  2.2261e+02  1.2251e+03  1.3460e+03
6.1100e+00  2.1901e+02  1.2136e+03  1.3550e+03
6.1200e+00  2.1542e+02  1.1859e+03  1.3960e+03
6.1300e+00  2.2956e+02  1.2099e+03  1.4200e+03
6.1400e+00  2.1442e+02  1.2503e+03  1.3880e+03
6.1500e+00  2.2558e+02  1.2497e+03  1.3820e+03
6.1600e+00  2.6863e+02  1.2198e+03  1.3960e+03
6.1700e+00  2.5784e+02  1.1932e+03  1.3720e+03
6.1800e+00  2.6615e+02  1.2155e+03  1.3910e+03
6.1900e+00  3.1650e+02  1.2399e+03  1.4260e+03
6.2000e+00  3.2580e+02  1.2542e+03  1.4150e+03
6.2100e+00  3.0000e+02  1.2348e+03  1.3750e+03
6.2200e+00  3.2965e+02  1.1911e+03  1.3680e+03
6.2300e+00  3.7219e+02  1.2217e+03  1.3700e+03
6.2400e+00  3.9452e+02  1.2124e+03  1.3570e+03
6.2500e+00  4.0643e+02  1.2139e+03  1.3720e+03
6.2600e+00  3.7901e+02  1.2477e+03  1.3590e+03
6.2700e+00  3.9577e+02  1.1783e+03  1.3670e+03
6.2800e+00  4.1375e+02  1.1956e+03  1.4130e+03
6.2900e+00  3.6835e+02  1.2363e+03  1.3970e+03
6.3000e+00  3.3549e+02  1.1768e+03  1.3550e+03
6.3100e+00  3.7803e+02  1.1508e+03  1.3850e+03
6.3200e+00  3.9515e+02  1.1590e+03  1.4530e+03
6.3300e+00  3.4417e+02  1.1718e+03  1.4420e+03
6.3400e+00  3.5893e+02  1.1747e+03  1.4380e+03
6.3500e+00  3.4590e+02  1.2063e+03  1.4540e+03
6.3600e+00  3.0857e+02  1.2147e+03  1.4310e+03
6.3700e+00  3.5880e+02  1.1756e+03  1.4360e+03
6.3800e+00  3.8039e+02  1.1804e+03  1.4360e+03
6.3900e+00  3.4218e+02  1.1877e+03  1.4740e+03
6.4000e+00  3.0745e+02  1.1914e+03  1.5420e+03
6.4100e+00  3.1948e+02  1.2161e+03  1.5620e+03
6.4200e+00  3.4403e+02  1.2615e+03  1.5580e+03
6.4300e+00  3.3783e+02  1.2627e+03  1.5260e+03
6.4400e+00  3.3783e+02  1.2466e+03  1.5230e+03
6.4500e+00  3.3312e+02  1.2359e+03  1.5400e+03
6.4600e+00  3.3126e+02  1.2186e+03  1.5220e+03
6.4700e+00  3.2419e+02  1.2267e+03  1.5250e+03
6.4800e+00  3.0161e+02  1.2703e+03  1.5590e+03
6.4900e+00  2.9416e+02  1.3459e+03  1.5890e+03
6.5000e+00  2.7878e+02  1.3480e+03  1.6010e+03
6.5100e+00  2.8337e+02  1.3436e+03  1.6120e+03
6.5200e+00  2.8597e+02  1.3792e+03  1.6220e+03
6.5300e+00  2.5112e+02  1.3839e+03  1.6080e+03
6.5400e+00  2.4703e+02  1.3602e+03  1.6150e+03
6.5500e+00  2.5881e+02  1.3707e+03  1.6640e+03
6.5600e+00  2.4962e+02  1.4280e+03  1.7110e+03
6.5700e+00  2.1179e+02  1.4485e+03  1.7480e+03
6.5800e+00  1.8289e+02  1.4701e+03  1.7920e+03
6.5900e+00  1.8363e+02  1.5044e+03  1.8370e+03
6.6000e+00  1.5596e+02  1.5564e+03  1.8690e+03
6.6100e+00  1.2730e+02  1.5760e+03  1.8940e+03
6.6200e+00  1.2060e+02  1.5973e+03  1.9290e+03
6.6300e+00  8.5741e+01  1.6665e+03  1.9630e+03
6.6400e+00  4.8902e+01  1.6710e+03  1.9780e+03
6.6500e+00  5.6715e+01  1.6811e+03  2.0130e+03
6.6600e+00  8.3626e+01  1.7157e+03  2.0560e+03
6.6700e+00  9.4287e+01  1.7593e+03  2.0650e+03
6.6800e+00  6.9848e+01  1.7936e+03  2.0710e+03
6.6900e+00  5.3971e+01  1.7996e+03  2.1250e+03
6.7000e+00  6.2769e+01  1.8662e+03  2.2080e+03
6.7100e+00  7.2684e+01  1.9239e+03  2.2740e+03
6.7200e+00  6.0029e+01  1.9526e+03  2.3280e+03
6.7300e+00  6.8582e+01  1.9970e+03  2.3520e+03
6.7400e+00  7.9241e+01  2.0568e+03  2.3620e+03
6.7500e+00  3.1108e+01  2.1112e+03  2.3590e+03
6.7600e+00  9.1523e+00  2.1256e+03  2.3660e+03
6.7700e+00  2.8499e+01  2.1482e+03  2.4150e+03
6.7800e+00  3.5936e+01  2.1854e+03  2.4620e+03
6.7900e+00 -7.8590e-01  2.2453e+03  2.4940e+03
6.8000e+00 -1.2954e+01  2.3425e+03  2.4880e+03
6.8100e+00 -1.2714e+01  2.4050e+03  2.4800e+03
6.8200e+00 -4.8068e+01  2.4379e+03  2.4860e+03
6.8300e+00 -5.7250e+01  2.4630e+03  2.4930e+03
6.8400e+00 -6.3452e+01  2.4642e+03  2.5310e+03
6.8500e+00 -5.4407e+01  2.5369e+03  2.5790e+03
6.8600e+00 -5.9131e+01  2.6230e+03  2.6230e+03
6.8700e+00 -1.2003e+02  2.6103e+03  2.8070e+03
6.8800e+00 -4.8369e+02  2.5527e+03  4.0350e+03
6.8900e+00 -2.2059e+03  2.2213e+03  8.6200e+03
6.9000e+00 -6.4513e+03  8.2437e+02  1.8587e+04
6.9100e+00 -1.1766e+04 -2.3269e+03  2.9173e+04
6.9200e+00 -1.2700e+04 -5.7201e+03  2.8306e+04
6.9300e+00 -7.2546e+03 -4.9652e+03  1.5903e+04
6.9400e+00 -4.6427e+03  1.2139e+03  1.3517e+04
6.9500e+00 -1.2168e+04  5.5280e+03  2.8979e+04
6.9600e+00 -2.0083e+04  2.6198e+03  3.7877e+04
6.9700e+00 -1.8642e+04 -7.6051e+02  3.1598e+04
6.9800e+00 -1.5292e+04 -7.3130e+02  3.1625e+04
6.9900e+00 -2.0530e+04 -3.7108e+03  4.6586e+04
7.0000e+00 -3.5810e+04 -1.0607e+04  7.4100e+04
7.0100e+00 -6.2244e+04 -1.8911e+04  1.2945e+05
7.0200e+00 -1.0280e+05 -3.3109e+04  2.1411e+05
7.0300e+00 -1.3270e+05 -5.6698e+04  2.5162e+05
7.0400e+00 -1.0155e+05 -6.8843e+04  1.5393e+05
7.0500e+00 -4.4293e+03 -3.3480e+04 -4.5707e+04
7.0600e+00  9.7015e+04  4.2004e+04 -2.3314e+05
7.0700e+00  1.3802e+05  1.1166e+05 -3.1200e+05
7.0800e+00  1.0656e+05  1.3778e+05 -2.4440e+05
7.0900e+00  4.2677e+04  1.0100e+05 -8.3212e+04
7.1000e+00 -1.3303e+04  1.8210e+04  7.8282e+04
7.1100e+00 -4.7923e+04 -6.6976e+04  1.7462e+05
7.1200e+00 -4.9512e+04 -1.1256e+05  1.5968e+05
7.1300e+00 -1.5213e+04 -9.0289e+04  2.4614e+04
7.1400e+00  3.3004e+04 -9.5460e+03 -1.6436e+05
7.1500e+00  7.6290e+04  8.3792e+04 -3.0105e+05
7.1600e+00  1.0513e+05  1.4036e+05 -3.1089e+05
7.1700e+00  1.0898e+05  1.3842e+05 -2.0443e+05
7.1800e+00  8.8999e+04  8.8276e+04 -6.9994e+04
7.1900e+00  6.2450e+04  1.5098e+04  1.0514e+04
7.2000e+00  3.9768e+04 -4.5283e+04  3.4856e+04
7.2100e+00  7.4082e+03 -6.7926e+04  4.4257e+04
7.2200e+00 -3.4884e+04 -5.8291e+04  5.4453e+04
7.2300e+00 -5.8646e+04 -2.6032e+04  6.8733e+04
7.2400e+00 -6.1374e+04  1.8184e+04  8.6269e+04
7.2500e+00 -5.8777e+04  4.6570e+04  7.7977e+04
7.2600e+00 -3.3496e+04  3.8999e+04  7.1220e+03
7.2700e+00  3.5197e+04  1.9075e+04 -1.1392e+05
7.2800e+00  1.2628e+05  3.3199e+04 -2.1957e+05
7.2900e+00  1.8768e+05  8.2364e+04 -2.6914e+05
7.3000e+00  1.8030e+05  1.2874e+05 -2.5455e+05
7.3100e+00  1.2236e+05  1.3825e+05 -1.7775e+05
7.3200e+00  5.6041e+04  9.7183e+04 -6.9643e+04
7.3300e+00 -5.1427e+03  2.8333e+04  3.9009e+04
7.3400e+00 -5.5095e+04 -4.7389e+04  1.3002e+05
7.3500e+00 -8.1204e+04 -1.1292e+05  1.7779e+05
7.3600e+00 -7.4923e+04 -1.2802e+05  1.6235e+05
7.3700e+00 -4.1627e+04 -7.5473e+04  9.8404e+04
7.3800e+00  4.3900e+03  1.0977e+04  3.0185e+04
7.3900e+00  4.6023e+04  8.0273e+04 -7.6270e+03
7.4000e+00  5.8781e+04  1.0854e+05 -2.0619e+04
7.4100e+00  3.3245e+04  1.0000e+05 -1.8687e+04
7.4200e+00 -9.6358e+03  6.0181e+04  1.2810e+03
7.4300e+00 -4.2335e+04  4.7503e+03  2.1527e+04
7.4400e+00 -5.1068e+04 -3.6825e+04  2.1542e+04
7.4500e+00 -2.9856e+04 -5.4137e+04 -2.8600e+03
7.4600e+00  7.5220e+03 -4.5826e+04 -2.4806e+04
7.4700e+00  3.6017e+04 -1.1522e+04 -7.4430e+03
7.4800e+00  5.0253e+04  2.6426e+04  5.0308e+04
7.4900e+00  5.1165e+04  4.8826e+04  1.1274e+05
7.5000e+00  3.7324e+04  5.6441e+04  1.3109e+05
7.5100e+00  2.0605e+04  5.7837e+04  7.5374e+04
7.5200e+00  2.4077e+04  6.0239e+04 -4.9342e+04
7.5300e+00  5.4031e+04  6.5041e+04 -1.8978e+05
7.5400e+00  9.1297e+04  6.4881e+04 -2.7147e+05
7.5500e+00  1.1133e+05  4.7637e+04 -2.4990e+05
7.5600e+00  1.1150e+05  1.5377e+04 -1.5714e+05
7.5700e+00  1.1984e+05 -1.6125e+04 -8.1532e+04
7.5800e+00  1.4891e+05 -2.3025e+04 -6.6858e+04
7.5900e+00  1.6802e+05  1.0150e+04 -9.2347e+04
7.6000e+00  1.4397e+05  6.9361e+04 -1.3328e+05
7.6100e+00  8.5846e+04  1.2023e+05 -1.8198e+05
7.6200e+00  2.8538e+04  1.3951e+05 -2.0532e+05
7.6300e+00 -3.7555e+03  1.2271e+05 -1.7511e+05
7.6400e+00 -5.7820e+03  6.9934e+04 -1.1128e+05
7.6500e+00  1.0507e+04  6.4042e+03 -4.1795e+04
7.6600e+00  2.8747e+04 -3.3820e+04  8.1260e+03
7.6700e+00  3.8140e+04 -4.4376e+04  1.6950e+04
7.6800e+00  4.1555e+04 -3.1674e+04 -6.2550e+03
7.6900e+00  4.4816e+04 -2.3235e+03 -1.1933e+04
7.7000e+00  3.7576e+04  2.7238e+04  3.3532e+04
7.7100e+00  6.5698e+03  3.0057e+04  1.1467e+05
7.7200e+00 -3.6253e+04 -2.6206e+03  1.8502e+05
7.7300e+00 -6.1298e+04 -4.5127e+04  1.9942e+05
7.7400e+00 -6.1737e+04 -6.8612e+04  1.5816e+05
7.7500e+00 -5.1613e+04 -7.2078e+04  1.0528e+05
7.7600e+00 -4.8351e+04 -6.1994e+04  8.4236e+04
7.7700e+00 -6.8239e+04 -4.2315e+04  1.0890e+05
7.7800e+00 -1.0654e+05 -3.8994e+04  1.8450e+05
7.7900e+00 -1.3813e+05 -7.2802e+04  2.8762e+05
7.8000e+00 -1.5107e+05 -1.1801e+05  3.5534e+05
7.8100e+00 -1.5255e+05 -1.2867e+05  3.3559e+05
7.8200e+00 -1.4942e+05 -8.7071e+04  2.2949e+05
7.8300e+00 -1.4664e+05 -1.8617e+04  9.1517e+04
7.8400e+00 -1.3582e+05  3.4613e+04 -8.6130e+03
7.8500e+00 -9.3804e+04  4.6855e+04 -2.4489e+04
7.8600e+00 -2.9861e+04  1.9113e+04  4.0640e+04
7.8700e+00  8.9795e+03 -3.0750e+04  1.5695e+05
7.8800e+00  6.2130e+03 -8.8045e+04  2.7309e+05
7.8900e+00 -1.0862e+04 -1.2718e+05  3.1878e+05
7.9000e+00 -1.5361e+04 -1.1714e+05  2.5706e+05
7.9100e+00 -7.3621e+03 -6.2345e+04  1.1481e+05
7.9200e+00 -3.6576e+03  5.9539e+03 -3.8438e+04
7.9300e+00 -7.2242e+03  5.7733e+04 -1.4158e+05
7.9400e+00 -4.5154e+02  7.4395e+04 -1.7983e+05
7.9500e+00  3.6305e+04  5.7543e+04 -1.7110e+05
7.9600e+00  9.5232e+04  2.5787e+04 -1.4342e+05
7.9700e+00  1.5387e+05  1.9908e+03 -1.3714e+05
7.9800e+00  1.9782e+05  1.3420e+04 -1.5875e+05
7.9900e+00  2.0819e+05  6.5084e+04 -1.7029e+05
8.0000e+00  1.7111e+05  1.1964e+05 -1.4616e+05
8.0100e+00  9.9338e+04  1.3491e+05 -9.7776e+04
8.0200e+00  2.8567e+04  9.8350e+04 -5.6968e+04
8.0300e+00 -1.0848e+04  4.1836e+04 -4.7535e+04
8.0400e+00 -1.9857e+04  9.9868e+03 -6.5421e+04
8.0500e+00 -1.1190e+04  7.7294e+03 -9.0604e+04
8.0600e+00  1.7060e+04  1.5911e+04 -1.2261e+05
8.0700e+00  6.2061e+04  2.8679e+04 -1.5306e+05
8.0800e+00  1.0144e+05  4.4106e+04 -1.4968e+05
8.0900e+00  1.0844e+05  4.5609e+04 -1.0843e+05
8.1000e+00  7.8518e+04  2.2213e+04 -6.3978e+04
8.1100e+00  3.4295e+04 -1.2917e+04 -3.7598e+04
8.1200e+00 -1.2606e+04 -4.0561e+04 -1.5057e+04
8.1300e+00 -7.2236e+04 -5.2802e+04  1.7324e+04
8.1400e+00 -1.3479e+05 -5.1456e+04  5.7424e+04
8.1500e+00 -1.5907e+05 -4.3001e+04  9.3004e+04
8.1600e+00 -1.2733e+05 -3.6427e+04  1.1685e+05
8.1700e+00 -7.5264e+04 -4.2961e+04  1.3110e+05
8.1800e+00 -4.4388e+04 -6.5084e+04  1.3388e+05
8.1900e+00 -4.8266e+04 -8.0288e+04  1.1689e+05
8.2000e+00 -7.4930e+04 -7.0982e+04  7.4526e+04
8.2100e+00 -9.4296e+04 -5.2701e+04  2.5591e+04
8.2200e+00 -8.5212e+04 -4.3719e+04 -1.4492e+04
8.2300e+00 -5.4215e+04 -4.2540e+04 -4.7001e+04
8.2400e+00 -1.5320e+04 -4.4446e+04 -7.2127e+04
8.2500e+00  3.0893e+04 -5.0532e+04 -9.8160e+04
8.2600e+00  8.4661e+04 -4.6423e+04 -1.1768e+05
8.2700e+00  1.2780e+05 -1.7875e+04 -1.0598e+05
8.2800e+00  1.2644e+05  2.2760e+04 -5.1333e+04
