stlo:  120.6328
stla:   22.6119
stel:    139.00
     T           E           N           Z
 1.1990e+01  2.2371e+05  5.0252e+04 -5.2051e+05
 1.2000e+01  1.3094e+05  9.7976e+04 -6.6548e+05
 1.2010e+01  9.5409e+04  1.2781e+05 -7.9981e+05
 1.2020e+01  1.3505e+05  1.8868e+05 -9.1040e+05
 1.2030e+01  2.2466e+05  2.8468e+05 -9.8622e+05
 1.2040e+01  3.0535e+05  3.7521e+05 -1.0213e+06
 1.2050e+01  3.3483e+05  4.2444e+05 -1.0330e+06
 1.2060e+01  3.2090e+05  4.3454e+05 -1.0546e+06
 1.2070e+01  2.8908e+05  4.3292e+05 -1.1014e+06
 1.2080e+01  2.4759e+05  4.4462e+05 -1.1591e+06
 1.2090e+01  1.9482e+05  4.8247e+05 -1.1943e+06
 1.2100e+01  1.3438e+05  5.4848e+05 -1.1765e+06
 1.2110e+01  7.6899e+04  6.3334e+05 -1.0939e+06
 1.2120e+01  2.2006e+04  7.2504e+05 -9.6971e+05
 1.2130e+01 -5.9636e+04  8.2088e+05 -8.6311e+05
 1.2140e+01 -1.9803e+05  9.1369e+05 -8.2149e+05
 1.2150e+01 -3.9549e+05  9.7497e+05 -8.3726e+05
 1.2160e+01 -6.2924e+05  9.7279e+05 -8.5368e+05
 1.2170e+01 -8.4908e+05  9.0589e+05 -8.0401e+05
 1.2180e+01 -9.8425e+05  8.0662e+05 -6.4929e+05
 1.2190e+01 -9.8006e+05  6.9957e+05 -4.1526e+05
 1.2200e+01 -8.3961e+05  5.7102e+05 -1.9226e+05
 1.2210e+01 -6.2175e+05  3.9293e+05 -7.2384e+04
 1.2220e+01 -3.9115e+05  1.6371e+05 -8.5608e+04
 1.2230e+01 -1.8687e+05 -7.6174e+04 -1.7691e+05
 1.2240e+01 -3.4551e+04 -2.6303e+05 -2.3314e+05
 1.2250e+01  4.9557e+04 -3.5802e+05 -1.5497e+05
 1.2260e+01  8.0692e+04 -3.8641e+05  6.8037e+04
 1.2270e+01  1.1080e+05 -4.1896e+05  3.5869e+05
 1.2280e+01  1.8445e+05 -5.1043e+05  6.1235e+05
 1.2290e+01  3.0878e+05 -6.7148e+05  7.5743e+05
 1.2300e+01  4.7225e+05 -8.7668e+05  7.9399e+05
 1.2310e+01  6.5366e+05 -1.0670e+06  7.8151e+05
 1.2320e+01  8.1976e+05 -1.1706e+06  7.8783e+05
 1.2330e+01  9.2960e+05 -1.1543e+06  8.4650e+05
 1.2340e+01  9.5625e+05 -1.0561e+06  9.3670e+05
 1.2350e+01  9.0618e+05 -9.5837e+05  9.8344e+05
 1.2360e+01  7.9884e+05 -9.2615e+05  9.1134e+05
 1.2370e+01  6.4388e+05 -9.6115e+05  7.1335e+05
 1.2380e+01  4.5422e+05 -1.0034e+06  4.5770e+05
 1.2390e+01  2.6965e+05 -9.8868e+05  2.3046e+05
 1.2400e+01  1.4038e+05 -9.0003e+05  7.8315e+04
 1.2410e+01  8.4915e+04 -7.6060e+05 -3.8290e+03
 1.2420e+01  8.3084e+04 -5.9808e+05 -6.1731e+04
 1.2430e+01  9.4941e+04 -4.2384e+05 -1.4552e+05
 1.2440e+01  7.2875e+04 -2.3552e+05 -2.6461e+05
 1.2450e+01 -1.5909e+04 -3.7928e+04 -3.8470e+05
 1.2460e+01 -1.5832e+05  1.5142e+05 -4.6600e+05
 1.2470e+01 -3.0503e+05  3.2098e+05 -4.8806e+05
 1.2480e+01 -4.1896e+05  4.6755e+05 -4.5575e+05
 1.2490e+01 -4.9589e+05  5.8320e+05 -4.0722e+05
 1.2500e+01 -5.4548e+05  6.5306e+05 -3.9984e+05
 1.2510e+01 -5.7429e+05  6.6868e+05 -4.7796e+05
 1.2520e+01 -5.8116e+05  6.4248e+05 -6.4394e+05
 1.2530e+01 -5.6862e+05  6.0804e+05 -8.4719e+05
 1.2540e+01 -5.6292e+05  6.0541e+05 -1.0062e+06
 1.2550e+01 -6.0084e+05  6.4715e+05 -1.0569e+06
 1.2560e+01 -6.8663e+05  6.9659e+05 -9.8818e+05
 1.2570e+01 -7.8298e+05  6.9709e+05 -8.3984e+05
 1.2580e+01 -8.5369e+05  6.2071e+05 -6.7504e+05
 1.2590e+01 -8.9237e+05  4.8508e+05 -5.5474e+05
 1.2600e+01 -9.0513e+05  3.3691e+05 -5.1110e+05
 1.2610e+01 -8.9267e+05  2.2760e+05 -5.1285e+05
 1.2620e+01 -8.5610e+05  1.9466e+05 -4.7664e+05
 1.2630e+01 -8.0034e+05  2.5007e+05 -3.2737e+05
 1.2640e+01 -7.3021e+05  3.7397e+05 -5.7643e+04
 1.2650e+01 -6.5353e+05  5.1786e+05  2.5380e+05
 1.2660e+01 -5.7872e+05  6.3039e+05  4.9612e+05
 1.2670e+01 -5.1147e+05  6.8427e+05  6.0556e+05
 1.2680e+01 -4.5557e+05  6.7056e+05  5.9972e+05
 1.2690e+01 -4.0534e+05  5.9401e+05  5.4648e+05
 1.2700e+01 -3.3807e+05  4.8469e+05  5.0700e+05
 1.2710e+01 -2.2258e+05  3.8457e+05  5.0829e+05
 1.2720e+01 -5.4257e+04  3.1140e+05  5.4650e+05
 1.2730e+01  1.2868e+05  2.4689e+05  5.9687e+05
 1.2740e+01  2.8413e+05  1.6154e+05  6.2430e+05
 1.2750e+01  4.0844e+05  3.7035e+04  6.1447e+05
 1.2760e+01  5.2717e+05 -1.2800e+05  6.0141e+05
 1.2770e+01  6.4444e+05 -3.1175e+05  6.3441e+05
 1.2780e+01  7.2090e+05 -4.6915e+05  7.2695e+05
 1.2790e+01  7.0565e+05 -5.5604e+05  8.5604e+05
 1.2800e+01  5.8059e+05 -5.6941e+05  9.7767e+05
 1.2810e+01  3.8559e+05 -5.5916e+05  1.0329e+06
 1.2820e+01  2.0278e+05 -5.8673e+05  9.8140e+05
 1.2830e+01  9.7960e+04 -6.7014e+05  8.3018e+05
 1.2840e+01  7.8152e+04 -7.6956e+05  6.2404e+05
 1.2850e+01  1.0297e+05 -8.1552e+05  4.1384e+05
 1.2860e+01  1.1726e+05 -7.5078e+05  2.3100e+05
 1.2870e+01  9.0377e+04 -5.6910e+05  8.5393e+04
 1.2880e+01  3.7955e+04 -3.2870e+05 -3.2221e+04
 1.2890e+01  3.8430e+03 -1.2043e+05 -1.4192e+05
 1.2900e+01  2.1368e+04 -1.0829e+04 -2.6639e+05
 1.2910e+01  9.1747e+04 -6.8520e+03 -4.1709e+05
 1.2920e+01  1.9853e+05 -6.1027e+04 -5.6717e+05
 1.2930e+01  3.2163e+05 -1.0536e+05 -6.4911e+05
 1.2940e+01  4.3827e+05 -9.5858e+04 -6.0100e+05
 1.2950e+01  5.2476e+05 -3.3962e+04 -4.2086e+05
 1.2960e+01  5.6194e+05  5.3075e+04 -1.6770e+05
 1.2970e+01  5.4211e+05  1.4574e+05  7.4620e+04
 1.2980e+01  4.7281e+05  2.3846e+05  2.3237e+05
 1.2990e+01  3.8343e+05  3.1833e+05  2.7221e+05
 1.3000e+01  3.1346e+05  3.6065e+05  2.1659e+05
 1.3010e+01  2.8485e+05  3.5154e+05  1.1825e+05
 1.3020e+01  2.9015e+05  3.0543e+05  2.1909e+04
 1.3030e+01  2.9183e+05  2.5595e+05 -4.7873e+04
 1.3040e+01  2.4202e+05  2.2910e+05 -8.7959e+04
 1.3050e+01  1.1923e+05  2.2744e+05 -1.0181e+05
 1.3060e+01 -4.8517e+04  2.3518e+05 -8.2598e+04
 1.3070e+01 -1.9793e+05  2.3640e+05 -2.8377e+04
 1.3080e+01 -2.8145e+05  2.3066e+05  4.1131e+04
 1.3090e+01 -2.9807e+05  2.3477e+05  1.0429e+05
 1.3100e+01 -2.7781e+05  2.6587e+05  1.5731e+05
 1.3110e+01 -2.5192e+05  3.1112e+05  2.0104e+05
 1.3120e+01 -2.3389e+05  3.2826e+05  2.2674e+05
 1.3130e+01 -2.1310e+05  2.8897e+05  2.2564e+05
 1.3140e+01 -1.6075e+05  2.0580e+05  2.0558e+05
 1.3150e+01 -6.0951e+04  1.1295e+05  1.8130e+05
 1.3160e+01  6.4173e+04  4.0292e+04  1.5572e+05
 1.3170e+01  1.7157e+05  3.3770e+03  1.2079e+05
 1.3180e+01  2.3198e+05 -5.6070e+03  6.4235e+04
 1.3190e+01  2.4974e+05 -1.5600e+04 -1.9537e+04
 1.3200e+01  2.4499e+05 -5.4660e+04 -1.2310e+05
 1.3210e+01  2.2365e+05 -1.3282e+05 -2.2729e+05
 1.3220e+01  1.7812e+05 -2.4030e+05 -3.0054e+05
 1.3230e+01  1.0017e+05 -3.5243e+05 -3.1354e+05
 1.3240e+01 -3.1960e+03 -4.3597e+05 -2.5999e+05
 1.3250e+01 -9.8550e+04 -4.5528e+05 -1.5722e+05
 1.3260e+01 -1.4718e+05 -3.8327e+05 -2.7076e+04
 1.3270e+01 -1.3868e+05 -2.2217e+05  1.1813e+05
 1.3280e+01 -9.5583e+04 -1.8866e+04  2.6578e+05
 1.3290e+01 -4.5437e+04  1.5350e+05  3.9705e+05
 1.3300e+01  1.2440e+03  2.4369e+05  4.9967e+05
 1.3310e+01  4.4197e+04  2.5516e+05  5.6447e+05
 1.3320e+01  7.9382e+04  2.3135e+05  5.7514e+05
 1.3330e+01  9.5511e+04  2.1374e+05  5.2314e+05
 1.3340e+01  8.8376e+04  2.1383e+05  4.1796e+05
 1.3350e+01  7.8501e+04  2.1430e+05  2.7323e+05
 1.3360e+01  9.3588e+04  1.9647e+05  9.8078e+04
 1.3370e+01  1.4251e+05  1.6465e+05 -9.0693e+04
 1.3380e+01  2.1690e+05  1.3763e+05 -2.6637e+05
 1.3390e+01  2.9912e+05  1.2151e+05 -4.0464e+05
 1.3400e+01  3.6903e+05  9.6841e+04 -4.8803e+05
 1.3410e+01  4.0780e+05  3.9715e+04 -5.0584e+05
 1.3420e+01  4.0821e+05 -4.8296e+04 -4.5407e+05
 1.3430e+01  3.8234e+05 -1.4154e+05 -3.4268e+05
 1.3440e+01  3.4917e+05 -2.1322e+05 -1.9957e+05
 1.3450e+01  3.2034e+05 -2.4948e+05 -6.2694e+04
 1.3460e+01  2.8964e+05 -2.5874e+05  3.5252e+04
 1.3470e+01  2.3422e+05 -2.7550e+05  7.1497e+04
 1.3480e+01  1.3182e+05 -3.3474e+05  3.7445e+04
 1.3490e+01 -1.6522e+04 -4.3633e+05 -4.4726e+04
 1.3500e+01 -1.7995e+05 -5.4315e+05 -1.3183e+05
 1.3510e+01 -3.2376e+05 -6.1488e+05 -1.8101e+05
 1.3520e+01 -4.3588e+05 -6.4088e+05 -1.7334e+05
 1.3530e+01 -5.1821e+05 -6.4161e+05 -1.3057e+05
 1.3540e+01 -5.6886e+05 -6.4244e+05 -9.1899e+04
 1.3550e+01 -5.8960e+05 -6.4586e+05 -7.5681e+04
 1.3560e+01 -5.9051e+05 -6.2715e+05 -7.1011e+04
 1.3570e+01 -5.7879e+05 -5.5700e+05 -5.7544e+04
 1.3580e+01 -5.5407e+05 -4.2997e+05 -2.0559e+04
 1.3590e+01 -5.1214e+05 -2.7005e+05  4.1139e+04
 1.3600e+01 -4.5076e+05 -1.1121e+05  1.1846e+05
 1.3610e+01 -3.7044e+05  2.0068e+04  1.9430e+05
 1.3620e+01 -2.7116e+05  1.0918e+05  2.4695e+05
 1.3630e+01 -1.5782e+05  1.5827e+05  2.6732e+05
 1.3640e+01 -4.7857e+04  1.8846e+05  2.5720e+05
 1.3650e+01  3.7210e+04  2.2499e+05  2.1667e+05
 1.3660e+01  8.2890e+04  2.7801e+05  1.4664e+05
 1.3670e+01  8.2075e+04  3.3916e+05  6.0343e+04
 1.3680e+01  3.8412e+04  3.9160e+05 -1.7113e+04
 1.3690e+01 -2.6158e+04  4.2284e+05 -6.7387e+04
 1.3700e+01 -7.5315e+04  4.3177e+05 -8.7666e+04
 1.3710e+01 -8.3194e+04  4.2236e+05 -8.2449e+04
 1.3720e+01 -5.1013e+04  3.9417e+05 -6.2789e+04
 1.3730e+01  8.0910e+03  3.4784e+05 -5.3627e+04
 1.3740e+01  8.0070e+04  2.8968e+05 -8.7759e+04
 1.3750e+01  1.4265e+05  2.2061e+05 -1.8420e+05
 1.3760e+01  1.6609e+05  1.3237e+05 -3.2944e+05
 1.3770e+01  1.3662e+05  1.9681e+04 -4.8051e+05
 1.3780e+01  7.6568e+04 -1.0561e+05 -5.9160e+05
 1.3790e+01  2.8390e+04 -2.1494e+05 -6.3654e+05
 1.3800e+01  2.4586e+04 -2.8394e+05 -6.1324e+05
 1.3810e+01  7.1340e+04 -3.1278e+05 -5.4224e+05
 1.3820e+01  1.5039e+05 -3.2306e+05 -4.5866e+05
 1.3830e+01  2.3188e+05 -3.3525e+05 -3.9326e+05
 1.3840e+01  2.9470e+05 -3.5439e+05 -3.5580e+05
 1.3850e+01  3.4394e+05 -3.7600e+05 -3.4343e+05
 1.3860e+01  3.9760e+05 -3.9788e+05 -3.5391e+05
 1.3870e+01  4.5802e+05 -4.2196e+05 -3.8050e+05
 1.3880e+01  5.0520e+05 -4.4609e+05 -4.1478e+05
 1.3890e+01  5.1922e+05 -4.5953e+05 -4.5288e+05
 1.3900e+01  5.0264e+05 -4.5030e+05 -4.8910e+05
 1.3910e+01  4.7728e+05 -4.1589e+05 -5.0776e+05
 1.3920e+01  4.6317e+05 -3.6400e+05 -4.9084e+05
 1.3930e+01  4.6201e+05 -3.0834e+05 -4.3764e+05
 1.3940e+01  4.6063e+05 -2.6133e+05 -3.6856e+05
 1.3950e+01  4.4197e+05 -2.2765e+05 -3.0648e+05
 1.3960e+01  3.9380e+05 -2.0808e+05 -2.5916e+05
 1.3970e+01  3.1197e+05 -1.9997e+05 -2.1740e+05
 1.3980e+01  1.9416e+05 -1.9439e+05 -1.6648e+05
 1.3990e+01  3.7627e+04 -1.7956e+05 -1.0046e+05
 1.4000e+01 -1.5027e+05 -1.4786e+05 -2.4734e+04
 1.4010e+01 -3.4561e+05 -9.8280e+04  4.2548e+04
 1.4020e+01 -5.2234e+05 -2.9937e+04  8.0063e+04
 1.4030e+01 -6.6988e+05  5.6194e+04  8.6155e+04
 1.4040e+01 -7.9063e+05  1.5027e+05  8.0840e+04
 1.4050e+01 -8.8206e+05  2.3460e+05  9.5148e+04
 1.4060e+01 -9.3622e+05  2.8840e+05  1.5388e+05
 1.4070e+01 -9.5391e+05  2.9604e+05  2.5584e+05
 1.4080e+01 -9.3886e+05  2.5900e+05  3.7041e+05
 1.4090e+01 -8.8788e+05  2.0423e+05  4.6223e+05
 1.4100e+01 -7.9592e+05  1.7402e+05  5.1911e+05
 1.4110e+01 -6.6931e+05  1.9561e+05  5.5007e+05
 1.4120e+01 -5.3458e+05  2.5958e+05  5.7540e+05
 1.4130e+01 -4.2673e+05  3.3340e+05  6.1522e+05
 1.4140e+01 -3.6463e+05  3.9145e+05  6.7605e+05
 1.4150e+01 -3.4050e+05  4.2918e+05  7.4405e+05
 1.4160e+01 -3.3543e+05  4.5675e+05  7.9088e+05
 1.4170e+01 -3.3515e+05  4.8232e+05  8.0020e+05
 1.4180e+01 -3.3554e+05  5.0278e+05  7.7970e+05
 1.4190e+01 -3.3798e+05  5.1136e+05  7.4783e+05
 1.4200e+01 -3.3606e+05  5.1216e+05  7.2471e+05
 1.4210e+01 -3.2351e+05  5.2061e+05  7.2199e+05
 1.4220e+01 -3.0743e+05  5.4474e+05  7.3340e+05
 1.4230e+01 -2.9936e+05  5.7667e+05  7.4438e+05
 1.4240e+01 -2.9830e+05  6.0570e+05  7.4491e+05
 1.4250e+01 -2.8510e+05  6.2970e+05  7.2849e+05
 1.4260e+01 -2.4430e+05  6.4701e+05  6.8737e+05
 1.4270e+01 -1.8064e+05  6.4617e+05  6.1736e+05
 1.4280e+01 -1.0739e+05  6.1571e+05  5.2486e+05
 1.4290e+01 -3.4014e+04  5.5669e+05  4.2302e+05
 1.4300e+01  3.5133e+04  4.7979e+05  3.2530e+05
 1.4310e+01  9.0304e+04  3.9725e+05  2.4570e+05
 1.4320e+01  1.1430e+05  3.1738e+05  1.9440e+05
 1.4330e+01  9.9893e+04  2.3920e+05  1.7033e+05
 1.4340e+01  5.7588e+04  1.5042e+05  1.5932e+05
 1.4350e+01  2.7910e+03  3.7412e+04  1.3924e+05
 1.4360e+01 -5.3281e+04 -9.4388e+04  1.0235e+05
 1.4370e+01 -9.7958e+04 -2.1506e+05  6.6349e+04
 1.4380e+01 -1.1235e+05 -2.8649e+05  5.2954e+04
 1.4390e+01 -7.9662e+04 -2.8460e+05  6.7593e+04
 1.4400e+01 -1.7600e+02 -2.2017e+05  1.0193e+05
 1.4410e+01  1.0364e+05 -1.4020e+05  1.4546e+05
 1.4420e+01  2.0008e+05 -9.7994e+04  1.8353e+05
 1.4430e+01  2.6618e+05 -1.1646e+05  1.9767e+05
 1.4440e+01  2.8952e+05 -1.7876e+05  1.7962e+05
 1.4450e+01  2.6483e+05 -2.5195e+05  1.3856e+05
 1.4460e+01  2.0273e+05 -3.1699e+05  9.1026e+04
 1.4470e+01  1.2872e+05 -3.7396e+05  4.7541e+04
 1.4480e+01  7.2282e+04 -4.2429e+05  1.0349e+04
 1.4490e+01  5.7266e+04 -4.5720e+05 -2.2293e+04
 1.4500e+01  8.8300e+04 -4.5507e+05 -4.7588e+04
 1.4510e+01  1.4824e+05 -4.1161e+05 -6.3118e+04
 1.4520e+01  2.1611e+05 -3.4071e+05 -7.0613e+04
 1.4530e+01  2.8168e+05 -2.6546e+05 -7.4486e+04
 1.4540e+01  3.3910e+05 -2.0138e+05 -9.5440e+04
 1.4550e+01  3.8492e+05 -1.5014e+05 -1.5855e+05
 1.4560e+01  4.1710e+05 -1.0508e+05 -2.6458e+05
 1.4570e+01  4.2914e+05 -6.1472e+04 -3.8596e+05
 1.4580e+01  4.2198e+05 -2.5293e+04 -4.8569e+05
 1.4590e+01  4.0855e+05 -1.0978e+04 -5.3903e+05
 1.4600e+01  4.0499e+05 -3.0026e+04 -5.4481e+05
 1.4610e+01  4.2202e+05 -8.4740e+04 -5.2856e+05
 1.4620e+01  4.5813e+05 -1.6713e+05 -5.2434e+05
 1.4630e+01  4.9939e+05 -2.5767e+05 -5.4889e+05
 1.4640e+01  5.2206e+05 -3.3170e+05 -5.9730e+05
 1.4650e+01  5.0823e+05 -3.7177e+05 -6.5274e+05
 1.4660e+01  4.5722e+05 -3.7412e+05 -6.9431e+05
 1.4670e+01  3.8131e+05 -3.4938e+05 -7.0404e+05
 1.4680e+01  3.0333e+05 -3.1531e+05 -6.7093e+05
 1.4690e+01  2.4128e+05 -2.8271e+05 -5.9762e+05
 1.4700e+01  1.9297e+05 -2.5221e+05 -5.0241e+05
 1.4710e+01  1.4412e+05 -2.2889e+05 -4.1099e+05
 1.4720e+01  8.9561e+04 -2.2775e+05 -3.4317e+05
 1.4730e+01  4.6567e+04 -2.5234e+05 -2.9691e+05
 1.4740e+01  3.5910e+04 -2.7949e+05 -2.5080e+05
 1.4750e+01  6.2411e+04 -2.7582e+05 -1.8256e+05
 1.4760e+01  1.1618e+05 -2.2835e+05 -8.4268e+04
 1.4770e+01  1.7653e+05 -1.5302e+05  3.3528e+04
 1.4780e+01  2.2215e+05 -7.5219e+04  1.4458e+05
 1.4790e+01  2.4097e+05 -1.5278e+04  2.1848e+05
 1.4800e+01  2.3197e+05  1.6171e+04  2.4069e+05
 1.4810e+01  2.0427e+05  1.9686e+04  2.1709e+05
 1.4820e+01  1.7058e+05  1.0270e+03  1.6408e+05
 1.4830e+01  1.3439e+05 -3.2298e+04  9.6771e+04
 1.4840e+01  8.7501e+04 -6.8849e+04  2.5904e+04
 1.4850e+01  1.7515e+04 -9.4011e+04 -3.4359e+04
 1.4860e+01 -8.3898e+04 -9.8393e+04 -6.5306e+04
 1.4870e+01 -2.1175e+05 -8.5858e+04 -5.2741e+04
 1.4880e+01 -3.4380e+05 -6.9822e+04  5.3370e+03
 1.4890e+01 -4.4350e+05 -6.1938e+04  9.3540e+04
 1.4900e+01 -4.7577e+05 -6.5411e+04  1.7849e+05
 1.4910e+01 -4.3269e+05 -7.3966e+04  2.2640e+05
 1.4920e+01 -3.3855e+05 -7.3642e+04  2.2670e+05
 1.4930e+01 -2.2849e+05 -4.8665e+04  1.9213e+05
 1.4940e+01 -1.2751e+05  8.5080e+03  1.4062e+05
 1.4950e+01 -4.5505e+04  9.0022e+04  9.0082e+04
 1.4960e+01  1.1884e+04  1.7866e+05  5.7824e+04
 1.4970e+01  3.9616e+04  2.5990e+05  4.9070e+04
 1.4980e+01  4.3050e+04  3.2677e+05  5.0917e+04
 1.4990e+01  3.7689e+04  3.7725e+05  4.3854e+04
 1.5000e+01  3.8508e+04  4.1057e+05  2.0649e+04
 1.5010e+01  5.3498e+04  4.2403e+05 -1.5634e+04
 1.5020e+01  8.0386e+04  4.1275e+05 -6.6143e+04
 1.5030e+01  1.0031e+05  3.7685e+05 -1.3535e+05
 1.5040e+01  8.6141e+04  3.2536e+05 -2.1963e+05
 1.5050e+01  2.1197e+04  2.6812e+05 -3.0404e+05
 1.5060e+01 -9.6087e+04  2.0734e+05 -3.6836e+05
 1.5070e+01 -2.5060e+05  1.3798e+05 -3.9644e+05
 1.5080e+01 -4.1370e+05  5.7623e+04 -3.8447e+05
 1.5090e+01 -5.5578e+05 -2.0793e+04 -3.3391e+05
 1.5100e+01 -6.5493e+05 -7.2693e+04 -2.4532e+05
 1.5110e+01 -7.0057e+05 -8.5116e+04 -1.3172e+05
 1.5120e+01 -6.9008e+05 -7.0520e+04 -2.0849e+04
 1.5130e+01 -6.2289e+05 -5.7540e+04  6.2342e+04
 1.5140e+01 -5.0271e+05 -7.4542e+04  1.0720e+05
 1.5150e+01 -3.4306e+05 -1.3175e+05  1.2018e+05
 1.5160e+01 -1.6956e+05 -2.1140e+05  1.1907e+05
 1.5170e+01 -1.0212e+04 -2.7764e+05  1.2788e+05
 1.5180e+01  1.1749e+05 -2.9642e+05  1.7533e+05
 1.5190e+01  2.0723e+05 -2.5131e+05  2.7905e+05
 1.5200e+01  2.6252e+05 -1.4701e+05  4.3137e+05
 1.5210e+01  2.9259e+05 -6.6630e+03  6.0311e+05
 1.5220e+01  3.0598e+05  1.3306e+05  7.6082e+05
 1.5230e+01  3.0979e+05  2.3298e+05  8.8215e+05
 1.5240e+01  3.0794e+05  2.6625e+05  9.5689e+05
 1.5250e+01  3.0193e+05  2.3036e+05  9.8271e+05
 1.5260e+01  2.9426e+05  1.4625e+05  9.6051e+05
 1.5270e+01  2.8533e+05  5.0709e+04  8.8978e+05
 1.5280e+01  2.6992e+05 -1.4820e+04  7.7452e+05
 1.5290e+01  2.4016e+05 -2.4712e+04  6.3290e+05
 1.5300e+01  1.9233e+05  1.5744e+04  4.9099e+05
 1.5310e+01  1.3542e+05  7.5703e+04  3.6880e+05
 1.5320e+01  9.0587e+04  1.1736e+05  2.6622e+05
 1.5330e+01  7.7453e+04  1.1477e+05  1.6689e+05
 1.5340e+01  1.0033e+05  6.4950e+04  6.0755e+04
 1.5350e+01  1.4607e+05 -1.4078e+04 -4.9671e+04
 1.5360e+01  1.9635e+05 -9.6399e+04 -1.5716e+05
 1.5370e+01  2.3577e+05 -1.6387e+05 -2.5076e+05
 1.5380e+01  2.5014e+05 -2.1256e+05 -3.1220e+05
 1.5390e+01  2.2887e+05 -2.4628e+05 -3.2582e+05
 1.5400e+01  1.7080e+05 -2.6869e+05 -2.9567e+05
 1.5410e+01  8.5803e+04 -2.8051e+05 -2.4210e+05
 1.5420e+01 -9.9570e+03 -2.8369e+05 -1.8688e+05
 1.5430e+01 -9.6547e+04 -2.8418e+05 -1.4913e+05
 1.5440e+01 -1.4837e+05 -2.8289e+05 -1.4061e+05
 1.5450e+01 -1.4460e+05 -2.7164e+05 -1.6282e+05
 1.5460e+01 -8.2677e+04 -2.4247e+05 -2.1114e+05
 1.5470e+01  2.1894e+04 -1.9446e+05 -2.7764e+05
 1.5480e+01  1.3947e+05 -1.3370e+05 -3.5326e+05
 1.5490e+01  2.3548e+05 -6.8306e+04 -4.2618e+05
 1.5500e+01  2.8513e+05 -3.1890e+03 -4.8538e+05
 1.5510e+01  2.8602e+05  5.8444e+04 -5.2166e+05
 1.5520e+01  2.5993e+05  1.1107e+05 -5.2761e+05
 1.5530e+01  2.3649e+05  1.4612e+05 -5.0504e+05
 1.5540e+01  2.3133e+05  1.6013e+05 -4.6470e+05
 1.5550e+01  2.3875e+05  1.5851e+05 -4.1965e+05
 1.5560e+01  2.4287e+05  1.4497e+05 -3.7955e+05
 1.5570e+01  2.2948e+05  1.1943e+05 -3.4800e+05
 1.5580e+01  1.9538e+05  8.9091e+04 -3.1895e+05
 1.5590e+01  1.5422e+05  7.1961e+04 -2.7979e+05
 1.5600e+01  1.2588e+05  8.5813e+04 -2.1815e+05
 1.5610e+01  1.2152e+05  1.3657e+05 -1.2892e+05
 1.5620e+01  1.3804e+05  2.1734e+05 -2.5324e+04
 1.5630e+01  1.6480e+05  3.1334e+05  6.3658e+04
 1.5640e+01  1.9244e+05  4.0708e+05  1.0670e+05
 1.5650e+01  2.1504e+05  4.7948e+05  8.5335e+04
 1.5660e+01  2.3287e+05  5.1149e+05  4.2360e+03
 1.5670e+01  2.5128e+05  4.9297e+05 -1.1232e+05
 1.5680e+01  2.7769e+05  4.3064e+05 -2.3044e+05
 1.5690e+01  3.1427e+05  3.4406e+05 -3.1499e+05
 1.5700e+01  3.4486e+05  2.5074e+05 -3.4373e+05
 1.5710e+01  3.4260e+05  1.5532e+05 -3.2241e+05
 1.5720e+01  2.9476e+05  5.4580e+04 -2.7586e+05
 1.5730e+01  2.1136e+05 -4.9380e+04 -2.2608e+05
 1.5740e+01  1.1469e+05 -1.4569e+05 -1.7932e+05
 1.5750e+01  2.5082e+04 -2.2380e+05 -1.2514e+05
 1.5760e+01 -4.8912e+04 -2.7811e+05 -4.7826e+04
 1.5770e+01 -1.0829e+05 -3.0663e+05  5.5179e+04
 1.5780e+01 -1.5541e+05 -3.1415e+05  1.6368e+05
 1.5790e+01 -1.9468e+05 -3.1355e+05  2.4501e+05
 1.5800e+01 -2.3773e+05 -3.1743e+05  2.7268e+05
 1.5810e+01 -2.9536e+05 -3.2701e+05  2.4345e+05
 1.5820e+01 -3.6622e+05 -3.2824e+05  1.8018e+05
 1.5830e+01 -4.4048e+05 -3.0173e+05  1.1786e+05
 1.5840e+01 -5.0363e+05 -2.4058e+05  9.0061e+04
 1.5850e+01 -5.3585e+05 -1.5869e+05  1.1545e+05
 1.5860e+01 -5.1677e+05 -8.3690e+04  1.8605e+05
 1.5870e+01 -4.3891e+05 -4.0622e+04  2.7284e+05
 1.5880e+01 -3.1953e+05 -3.9199e+04  3.4548e+05
 1.5890e+01 -1.8822e+05 -7.4123e+04  3.8165e+05
 1.5900e+01 -6.2816e+04 -1.2911e+05  3.7023e+05
 1.5910e+01  5.3402e+04 -1.7945e+05  3.1904e+05
 1.5920e+01  1.5533e+05 -2.0342e+05  2.5122e+05
 1.5930e+01  2.2950e+05 -1.9639e+05  1.8738e+05
 1.5940e+01  2.6456e+05 -1.7229e+05  1.3506e+05
 1.5950e+01  2.5532e+05 -1.5565e+05  9.7686e+04
 1.5960e+01  1.9846e+05 -1.6935e+05  8.3084e+04
 1.5970e+01  9.6506e+04 -2.2097e+05  9.7883e+04
 1.5980e+01 -3.4794e+04 -2.9721e+05  1.3739e+05
 1.5990e+01 -1.6698e+05 -3.6834e+05  1.8772e+05
 1.6000e+01 -2.7196e+05 -3.9934e+05  2.3790e+05
 1.6010e+01 -3.3621e+05 -3.6531e+05  2.8312e+05
 1.6020e+01 -3.6270e+05 -2.6418e+05  3.2074e+05
 1.6030e+01 -3.6290e+05 -1.1799e+05  3.4575e+05
