stlo:  120.6328
stla:   22.6119
stel:    139.00
     T           E           N           Z
 3.8100e+00 -1.4000e+02 -2.0090e+03  1.9050e+03
 3.8200e+00 -1.1600e+02 -1.9980e+03  1.9170e+03
 3.8300e+00 -1.0900e+02 -2.0040e+03  1.9100e+03
 3.8400e+00 -1.7400e+02 -1.9930e+03  1.9490e+03
 3.8500e+00 -1.8900e+02 -1.9610e+03  1.9950e+03
 3.8600e+00 -1.7700e+02 -1.9350e+03  2.0320e+03
 3.8700e+00 -2.1500e+02 -1.9300e+03  2.0430e+03
 3.8800e+00 -1.9900e+02 -1.9070e+03  2.0490e+03
 3.8900e+00 -2.1900e+02 -1.8730e+03  2.0680e+03
 3.9000e+00 -2.8900e+02 -1.8210e+03  2.0930e+03
 3.9100e+00 -3.1100e+02 -1.7500e+03  2.1080e+03
 3.9200e+00 -3.1400e+02 -1.7180e+03  2.1100e+03
 3.9300e+00 -3.1300e+02 -1.7110e+03  2.1180e+03
 3.9400e+00 -3.1000e+02 -1.6860e+03  2.1380e+03
 3.9500e+00 -3.2400e+02 -1.6540e+03  2.1480e+03
 3.9600e+00 -3.4900e+02 -1.6610e+03  2.1450e+03
 3.9700e+00 -3.6400e+02 -1.6310e+03  2.1590e+03
 3.9800e+00 -3.8800e+02 -1.5540e+03  2.1820e+03
 3.9900e+00 -3.9100e+02 -1.5200e+03  2.2220e+03
 4.0000e+00 -4.0400e+02 -1.4910e+03  2.2640e+03
 4.0100e+00 -4.4300e+02 -1.4790e+03  2.2720e+03
 4.0200e+00 -4.6100e+02 -1.4670e+03  2.2590e+03
 4.0300e+00 -4.7100e+02 -1.4480e+03  2.3170e+03
 4.0400e+00 -4.7700e+02 -1.4130e+03  2.4090e+03
 4.0500e+00 -4.9300e+02 -1.3540e+03  2.4430e+03
 4.0600e+00 -4.6500e+02 -1.3590e+03  2.4700e+03
 4.0700e+00 -4.3600e+02 -1.3330e+03  2.4890e+03
 4.0800e+00 -4.5500e+02 -1.2670e+03  2.5290e+03
 4.0900e+00 -4.6100e+02 -1.2440e+03  2.5550e+03
 4.1000e+00 -4.8000e+02 -1.2260e+03  2.5680e+03
 4.1100e+00 -5.0200e+02 -1.2290e+03  2.6120e+03
 4.1200e+00 -5.1000e+02 -1.2030e+03  2.6300e+03
 4.1300e+00 -5.1800e+02 -1.1530e+03  2.6410e+03
 4.1400e+00 -5.3700e+02 -1.1110e+03  2.6410e+03
 4.1500e+00 -5.3100e+02 -1.0980e+03  2.6270e+03
 4.1600e+00 -5.0500e+02 -1.0950e+03  2.6240e+03
 4.1700e+00 -5.2400e+02 -1.0390e+03  2.6390e+03
 4.1800e+00 -5.6400e+02 -9.9000e+02  2.6430e+03
 4.1900e+00 -6.1500e+02 -9.6100e+02  2.6250e+03
 4.2000e+00 -6.3800e+02 -9.0500e+02  2.6400e+03
 4.2100e+00 -6.3100e+02 -8.8400e+02  2.6480e+03
 4.2200e+00 -6.3200e+02 -9.2000e+02  2.5880e+03
 4.2300e+00 -6.5500e+02 -8.9600e+02  2.5830e+03
 4.2400e+00 -6.7800e+02 -8.4000e+02  2.6480e+03
 4.2500e+00 -6.5900e+02 -7.9800e+02  2.6430e+03
 4.2600e+00 -6.4200e+02 -7.7000e+02  2.6620e+03
 4.2700e+00 -6.2200e+02 -7.7700e+02  2.7180e+03
 4.2800e+00 -6.2300e+02 -7.6200e+02  2.7020e+03
 4.2900e+00 -6.4800e+02 -7.2100e+02  2.7100e+03
 4.3000e+00 -6.3700e+02 -6.9800e+02  2.7090e+03
 4.3100e+00 -6.2100e+02 -6.8100e+02  2.6870e+03
 4.3200e+00 -5.9400e+02 -6.6600e+02  2.7290e+03
 4.3300e+00 -5.3500e+02 -6.5900e+02  2.7470e+03
 4.3400e+00 -5.2500e+02 -6.1700e+02  2.7480e+03
 4.3500e+00 -5.6700e+02 -6.0100e+02  2.7480e+03
 4.3600e+00 -5.8900e+02 -5.8600e+02  2.7750e+03
 4.3700e+00 -5.7000e+02 -5.2000e+02  2.8360e+03
 4.3800e+00 -5.0300e+02 -5.0200e+02  2.8230e+03
 4.3900e+00 -5.0300e+02 -4.9900e+02  2.7870e+03
 4.4000e+00 -5.2900e+02 -4.8500e+02  2.7740e+03
 4.4100e+00 -5.1100e+02 -4.4400e+02  2.7690e+03
 4.4200e+00 -5.3000e+02 -3.9100e+02  2.7430e+03
 4.4300e+00 -5.4300e+02 -3.9000e+02  2.7440e+03
 4.4400e+00 -5.4200e+02 -3.6700e+02  2.8000e+03
 4.4500e+00 -5.1700e+02 -3.2600e+02  2.7780e+03
 4.4600e+00 -5.3000e+02 -2.8800e+02  2.7650e+03
 4.4700e+00 -5.5300e+02 -2.4900e+02  2.7810e+03
 4.4800e+00 -5.0700e+02 -2.2700e+02  2.7730e+03
 4.4900e+00 -4.9500e+02 -2.1700e+02  2.7900e+03
 4.5000e+00 -4.6700e+02 -1.9000e+02  2.7480e+03
 4.5100e+00 -4.4100e+02 -1.5700e+02  2.6830e+03
 4.5200e+00 -4.5300e+02 -1.5900e+02  2.6860e+03
 4.5300e+00 -4.1800e+02 -1.5000e+02  2.7160e+03
 4.5400e+00 -3.7000e+02 -1.2000e+02  2.7270e+03
 4.5500e+00 -3.1900e+02 -9.9000e+01  2.7410e+03
 4.5600e+00 -2.4400e+02 -8.3000e+01  2.7340e+03
 4.5700e+00 -2.0900e+02 -3.0000e+01  2.6830e+03
 4.5800e+00 -1.8600e+02  2.9000e+01  2.6700e+03
 4.5900e+00 -1.6400e+02  3.0000e+01  2.6690e+03
 4.6000e+00 -1.8700e+02  4.9000e+01  2.6810e+03
 4.6100e+00 -1.4600e+02  1.1900e+02  2.7090e+03
 4.6200e+00 -8.4000e+01  1.3400e+02  2.6940e+03
 4.6300e+00 -9.2000e+01  1.3700e+02  2.6860e+03
 4.6400e+00 -8.2000e+01  2.1100e+02  2.6880e+03
 4.6500e+00 -2.7000e+01  2.4100e+02  2.6400e+03
 4.6600e+00 -3.7000e+01  2.5800e+02  2.5780e+03
 4.6700e+00 -5.1000e+01  2.9800e+02  2.5720e+03
 4.6800e+00  3.0000e+00  3.0800e+02  2.5720e+03
 4.6900e+00  2.0000e+00  2.9700e+02  2.5480e+03
 4.7000e+00 -1.5000e+01  3.2100e+02  2.5190e+03
 4.7100e+00  1.0000e+00  3.8400e+02  2.4860e+03
 4.7200e+00  3.8000e+01  3.8500e+02  2.4720e+03
 4.7300e+00  5.1000e+01  3.9400e+02  2.4540e+03
 4.7400e+00  6.3000e+01  4.0500e+02  2.4340e+03
 4.7500e+00  1.0900e+02  3.9000e+02  2.4090e+03
 4.7600e+00  1.2700e+02  3.8900e+02  2.4010e+03
 4.7700e+00  1.3400e+02  3.6300e+02  2.4120e+03
 4.7800e+00  1.8300e+02  3.6300e+02  2.3870e+03
 4.7900e+00  2.4000e+02  3.8500e+02  2.3400e+03
 4.8000e+00  2.4000e+02  3.9200e+02  2.3030e+03
 4.8100e+00  2.4700e+02  3.9800e+02  2.2830e+03
 4.8200e+00  2.8600e+02  3.8300e+02  2.2890e+03
 4.8300e+00  3.3800e+02  3.6400e+02  2.2740e+03
 4.8400e+00  3.8900e+02  3.7500e+02  2.2590e+03
 4.8500e+00  4.3500e+02  3.9400e+02  2.2870e+03
 4.8600e+00  5.3300e+02  3.6400e+02  2.2520e+03
 4.8700e+00  5.4900e+02  3.4700e+02  2.1970e+03
 4.8800e+00  5.2000e+02  3.7700e+02  2.2030e+03
 4.8900e+00  5.9100e+02  3.6100e+02  2.1750e+03
 4.9000e+00  6.2300e+02  3.2100e+02  2.1400e+03
 4.9100e+00  6.5800e+02  3.4400e+02  2.1800e+03
 4.9200e+00  7.4100e+02  3.4200e+02  2.1860e+03
 4.9300e+00  7.4000e+02  3.1400e+02  2.1480e+03
 4.9400e+00  7.3300e+02  3.2000e+02  2.1690e+03
 4.9500e+00  7.8700e+02  2.8600e+02  2.2040e+03
 4.9600e+00  8.3000e+02  2.7700e+02  2.1910e+03
 4.9700e+00  8.3700e+02  2.8600e+02  2.1330e+03
 4.9800e+00  8.6800e+02  2.7800e+02  2.1290e+03
 4.9900e+00  9.1800e+02  2.7100e+02  2.1440e+03
 5.0000e+00  8.8400e+02  2.5400e+02  2.1420e+03
 5.0100e+00  8.9400e+02  2.6400e+02  2.1530e+03
 5.0200e+00  9.6300e+02  2.7800e+02  2.1310e+03
 5.0300e+00  9.5900e+02  2.6600e+02  2.1070e+03
 5.0400e+00  9.6500e+02  3.0000e+02  2.1310e+03
 5.0500e+00  1.0190e+03  3.7900e+02  2.1610e+03
 5.0600e+00  1.0780e+03  3.6200e+02  2.1440e+03
 5.0700e+00  1.0330e+03  3.3500e+02  2.1470e+03
 5.0800e+00  1.0100e+03  3.4200e+02  2.1310e+03
 5.0900e+00  1.0650e+03  3.2800e+02  2.0840e+03
 5.1000e+00  1.0870e+03  3.5200e+02  2.0720e+03
 5.1100e+00  1.1530e+03  3.5200e+02  2.0360e+03
 5.1200e+00  1.1660e+03  3.5100e+02  1.9880e+03
 5.1300e+00  1.1580e+03  3.8600e+02  1.9910e+03
 5.1400e+00  1.1910e+03  4.1200e+02  1.9910e+03
 5.1500e+00  1.1780e+03  4.1200e+02  1.9340e+03
 5.1600e+00  1.1770e+03  4.0300e+02  1.8930e+03
 5.1700e+00  1.2320e+03  3.9800e+02  1.8780e+03
 5.1800e+00  1.2720e+03  3.8500e+02  1.8550e+03
 5.1900e+00  1.2730e+03  3.9800e+02  1.8280e+03
 5.2000e+00  1.3480e+03  4.0400e+02  1.7950e+03
 5.2100e+00  1.3670e+03  3.8900e+02  1.7620e+03
 5.2200e+00  1.3280e+03  4.1000e+02  1.7280e+03
 5.2300e+00  1.3810e+03  4.1100e+02  1.6550e+03
 5.2400e+00  1.3890e+03  4.5900e+02  1.5990e+03
 5.2500e+00  1.4150e+03  4.9700e+02  1.5820e+03
 5.2600e+00  1.4330e+03  4.4200e+02  1.5350e+03
 5.2700e+00  1.3620e+03  4.5400e+02  1.5180e+03
 5.2800e+00  1.3820e+03  4.4600e+02  1.4860e+03
 5.2900e+00  1.4070e+03  4.3300e+02  1.4500e+03
 5.3000e+00  1.4020e+03  4.6700e+02  1.4560e+03
 5.3100e+00  1.4520e+03  4.5700e+02  1.4430e+03
 5.3200e+00  1.4570e+03  4.4400e+02  1.4050e+03
 5.3300e+00  1.3830e+03  4.4700e+02  1.3560e+03
 5.3400e+00  1.3450e+03  4.5500e+02  1.3550e+03
 5.3500e+00  1.3830e+03  4.4800e+02  1.3730e+03
 5.3600e+00  1.4180e+03  4.6900e+02  1.3980e+03
 5.3700e+00  1.4530e+03  4.9700e+02  1.4080e+03
 5.3800e+00  1.4610e+03  4.5800e+02  1.3790e+03
 5.3900e+00  1.4290e+03  4.5100e+02  1.3570e+03
 5.4000e+00  1.4110e+03  5.0200e+02  1.3560e+03
 5.4100e+00  1.4320e+03  4.9700e+02  1.3710e+03
 5.4200e+00  1.4300e+03  4.6300e+02  1.3720e+03
 5.4300e+00  1.3990e+03  4.8200e+02  1.3880e+03
 5.4400e+00  1.4120e+03  4.9300e+02  1.3870e+03
 5.4500e+00  1.4250e+03  4.8800e+02  1.3980e+03
 5.4600e+00  1.4500e+03  4.9700e+02  1.4270e+03
 5.4700e+00  1.4530e+03  4.5900e+02  1.3830e+03
 5.4800e+00  1.4050e+03  4.3600e+02  1.3500e+03
 5.4900e+00  1.3790e+03  4.4700e+02  1.3480e+03
 5.5000e+00  1.3910e+03  4.7500e+02  1.3690e+03
 5.5100e+00  1.4370e+03  4.7600e+02  1.4060e+03
 5.5200e+00  1.4450e+03  4.2200e+02  1.4240e+03
 5.5300e+00  1.4470e+03  3.9100e+02  1.4070e+03
 5.5400e+00  1.4720e+03  3.9000e+02  1.3730e+03
 5.5500e+00  1.4470e+03  4.2200e+02  1.3850e+03
 5.5600e+00  1.4460e+03  3.7700e+02  1.3590e+03
 5.5700e+00  1.4310e+03  3.3500e+02  1.3160e+03
 5.5800e+00  1.4050e+03  3.6300e+02  1.3080e+03
 5.5900e+00  1.4350e+03  3.7300e+02  1.3080e+03
 5.6000e+00  1.4750e+03  3.8400e+02  1.3120e+03
 5.6100e+00  1.5160e+03  3.8000e+02  1.2950e+03
 5.6200e+00  1.5190e+03  4.1900e+02  1.2740e+03
 5.6300e+00  1.4950e+03  4.4600e+02  1.2570e+03
 5.6400e+00  1.4740e+03  4.1900e+02  1.2160e+03
 5.6500e+00  1.4700e+03  4.0500e+02  1.1480e+03
 5.6600e+00  1.4410e+03  4.4200e+02  1.1670e+03
 5.6700e+00  1.4100e+03  4.9600e+02  1.2200e+03
 5.6800e+00  1.3940e+03  5.0000e+02  1.2020e+03
 5.6900e+00  1.3900e+03  4.9300e+02  1.2030e+03
 5.7000e+00  1.3940e+03  4.8400e+02  1.1950e+03
 5.7100e+00  1.3830e+03  4.9200e+02  1.1790e+03
 5.7200e+00  1.3630e+03  5.1400e+02  1.1800e+03
 5.7300e+00  1.3260e+03  5.1500e+02  1.1810e+03
 5.7400e+00  1.3420e+03  4.9300e+02  1.1780e+03
 5.7500e+00  1.3090e+03  5.0700e+02  1.1690e+03
 5.7600e+00  1.2560e+03  5.5100e+02  1.1860e+03
 5.7700e+00  1.2860e+03  5.2500e+02  1.2180e+03
 5.7800e+00  1.2940e+03  4.5900e+02  1.2140e+03
 5.7900e+00  1.2480e+03  4.4800e+02  1.1780e+03
 5.8000e+00  1.2260e+03  4.6000e+02  1.1650e+03
 5.8100e+00  1.2280e+03  4.5800e+02  1.1770e+03
 5.8200e+00  1.2030e+03  4.6100e+02  1.1730e+03
 5.8300e+00  1.2190e+03  4.4700e+02  1.1730e+03
 5.8400e+00  1.2230e+03  4.6600e+02  1.1700e+03
 5.8500e+00  1.2300e+03  4.6700e+02  1.1310e+03
 5.8600e+00  1.2480e+03  4.2000e+02  1.1310e+03
 5.8700e+00  1.1800e+03  4.3300e+02  1.1200e+03
 5.8800e+00  1.1290e+03  4.6300e+02  1.1090e+03
 5.8900e+00  1.1510e+03  4.5300e+02  1.1440e+03
 5.9000e+00  1.1680e+03  4.5200e+02  1.1370e+03
 5.9100e+00  1.1810e+03  4.5300e+02  1.1340e+03
 5.9200e+00  1.1860e+03  4.3300e+02  1.1240e+03
 5.9300e+00  1.1610e+03  4.4300e+02  1.1190e+03
 5.9400e+00  1.1660e+03  4.1800e+02  1.1150e+03
 5.9500e+00  1.1640e+03  3.8100e+02  1.1000e+03
 5.9600e+00  1.1580e+03  4.1900e+02  1.1250e+03
 5.9700e+00  1.2090e+03  4.2800e+02  1.1620e+03
 5.9800e+00  1.2210e+03  4.0600e+02  1.1910e+03
 5.9900e+00  1.1950e+03  3.9000e+02  1.1960e+03
 6.0000e+00  1.1910e+03  3.8400e+02  1.1980e+03
 6.0100e+00  1.1670e+03  4.0500e+02  1.2230e+03
 6.0200e+00  1.1650e+03  3.7200e+02  1.2200e+03
 6.0300e+00  1.2000e+03  3.3900e+02  1.2360e+03
 6.0400e+00  1.2240e+03  3.4100e+02  1.2850e+03
 6.0500e+00  1.2230e+03  3.1100e+02  1.2840e+03
 6.0600e+00  1.1810e+03  3.1800e+02  1.3170e+03
 6.0700e+00  1.1780e+03  3.3900e+02  1.3550e+03
 6.0800e+00  1.2140e+03  3.4100e+02  1.3440e+03
 6.0900e+00  1.2010e+03  3.6000e+02  1.3490e+03
 6.1000e+00  1.1880e+03  3.7300e+02  1.3460e+03
 6.1100e+00  1.1770e+03  3.6800e+02  1.3550e+03
 6.1200e+00  1.1500e+03  3.6100e+02  1.3960e+03
 6.1300e+00  1.1720e+03  3.7800e+02  1.4200e+03
 6.1400e+00  1.2140e+03  3.6800e+02  1.3880e+03
 6.1500e+00  1.2120e+03  3.7900e+02  1.3820e+03
 6.1600e+00  1.1770e+03  4.1800e+02  1.3960e+03
 6.1700e+00  1.1520e+03  4.0400e+02  1.3720e+03
 6.1800e+00  1.1730e+03  4.1500e+02  1.3910e+03
 6.1900e+00  1.1910e+03  4.6800e+02  1.4260e+03
 6.2000e+00  1.2040e+03  4.7900e+02  1.4150e+03
 6.2100e+00  1.1880e+03  4.5100e+02  1.3750e+03
 6.2200e+00  1.1410e+03  4.7500e+02  1.3680e+03
 6.2300e+00  1.1660e+03  5.2100e+02  1.3700e+03
 6.2400e+00  1.1540e+03  5.4200e+02  1.3570e+03
 6.2500e+00  1.1540e+03  5.5400e+02  1.3720e+03
 6.2600e+00  1.1910e+03  5.3100e+02  1.3590e+03
 6.2700e+00  1.1200e+03  5.3900e+02  1.3670e+03
 6.2800e+00  1.1350e+03  5.5900e+02  1.4130e+03
 6.2900e+00  1.1810e+03  5.1900e+02  1.3970e+03
 6.3000e+00  1.1260e+03  4.7900e+02  1.3550e+03
 6.3100e+00  1.0950e+03  5.1800e+02  1.3850e+03
 6.3200e+00  1.1010e+03  5.3600e+02  1.4530e+03
 6.3300e+00  1.1200e+03  4.8700e+02  1.4420e+03
 6.3400e+00  1.1210e+03  5.0200e+02  1.4380e+03
 6.3500e+00  1.1540e+03  4.9300e+02  1.4540e+03
 6.3600e+00  1.1670e+03  4.5700e+02  1.4310e+03
 6.3700e+00  1.1220e+03  5.0200e+02  1.4360e+03
 6.3800e+00  1.1240e+03  5.2400e+02  1.4360e+03
 6.3900e+00  1.1360e+03  4.8700e+02  1.4740e+03
 6.4000e+00  1.1440e+03  4.5300e+02  1.5420e+03
 6.4100e+00  1.1670e+03  4.6800e+02  1.5620e+03
 6.4200e+00  1.2090e+03  4.9800e+02  1.5580e+03
 6.4300e+00  1.2110e+03  4.9200e+02  1.5260e+03
 6.4400e+00  1.1950e+03  4.9000e+02  1.5230e+03
 6.4500e+00  1.1850e+03  4.8400e+02  1.5400e+03
 6.4600e+00  1.1680e+03  4.8000e+02  1.5220e+03
 6.4700e+00  1.1770e+03  4.7400e+02  1.5250e+03
 6.4800e+00  1.2230e+03  4.5700e+02  1.5590e+03
 6.4900e+00  1.2990e+03  4.5900e+02  1.5890e+03
 6.5000e+00  1.3030e+03  4.4400e+02  1.6010e+03
 6.5100e+00  1.2980e+03  4.4800e+02  1.6120e+03
 6.5200e+00  1.3330e+03  4.5500e+02  1.6220e+03
 6.5300e+00  1.3420e+03  4.2100e+02  1.6080e+03
 6.5400e+00  1.3190e+03  4.1400e+02  1.6150e+03
 6.5500e+00  1.3280e+03  4.2700e+02  1.6640e+03
 6.5600e+00  1.3860e+03  4.2500e+02  1.7110e+03
 6.5700e+00  1.4110e+03  3.9000e+02  1.7480e+03
 6.5800e+00  1.4360e+03  3.6400e+02  1.7920e+03
 6.5900e+00  1.4700e+03  3.6900e+02  1.8370e+03
 6.6000e+00  1.5250e+03  3.4800e+02  1.8690e+03
 6.6100e+00  1.5480e+03  3.2200e+02  1.8940e+03
 6.6200e+00  1.5700e+03  3.1800e+02  1.9290e+03
 6.6300e+00  1.6430e+03  2.9200e+02  1.9630e+03
 6.6400e+00  1.6520e+03  2.5600e+02  1.9780e+03
 6.6500e+00  1.6610e+03  2.6500e+02  2.0130e+03
 6.6600e+00  1.6920e+03  2.9600e+02  2.0560e+03
 6.6700e+00  1.7340e+03  3.1200e+02  2.0650e+03
 6.6800e+00  1.7710e+03  2.9200e+02  2.0710e+03
 6.6900e+00  1.7790e+03  2.7700e+02  2.1250e+03
 6.7000e+00  1.8440e+03  2.9400e+02  2.2080e+03
 6.7100e+00  1.9000e+03  3.1100e+02  2.2740e+03
 6.7200e+00  1.9300e+03  3.0200e+02  2.3280e+03
 6.7300e+00  1.9730e+03  3.1600e+02  2.3520e+03
 6.7400e+00  2.0310e+03  3.3400e+02  2.3620e+03
 6.7500e+00  2.0910e+03  2.9300e+02  2.3590e+03
 6.7600e+00  2.1080e+03  2.7300e+02  2.3660e+03
 6.7700e+00  2.1280e+03  2.9500e+02  2.4150e+03
 6.7800e+00  2.1640e+03  3.0700e+02  2.4620e+03
 6.7900e+00  2.2280e+03  2.7800e+02  2.4940e+03
 6.8000e+00  2.3260e+03  2.7800e+02  2.4880e+03
 6.8100e+00  2.3880e+03  2.8600e+02  2.4800e+03
 6.8200e+00  2.4250e+03  2.5500e+02  2.4860e+03
 6.8300e+00  2.4510e+03  2.4900e+02  2.4930e+03
 6.8400e+00  2.4530e+03  2.4300e+02  2.5310e+03
 6.8500e+00  2.5240e+03  2.6100e+02  2.5790e+03
 6.8600e+00  2.6100e+03  2.6700e+02  2.6230e+03
 6.8700e+00  2.6050e+03  2.0500e+02  2.8070e+03
 6.8800e+00  2.5930e+03 -1.6300e+02  4.0350e+03
 6.8900e+00  2.4780e+03 -1.9130e+03  8.6200e+03
 6.9000e+00  1.6190e+03 -6.2990e+03  1.8587e+04
 6.9100e+00 -8.4800e+02 -1.1964e+04  2.9173e+04
 6.9200e+00 -4.0990e+03 -1.3312e+04  2.8306e+04
 6.9300e+00 -4.0260e+03 -7.8150e+03  1.5903e+04
 6.9400e+00  1.7810e+03 -4.4560e+03  1.3517e+04
 6.9500e+00  6.9960e+03 -1.1387e+04  2.8979e+04
 6.9600e+00  5.0930e+03 -1.9602e+04  3.7877e+04
 6.9700e+00  1.5600e+03 -1.8592e+04  3.1598e+04
 6.9800e+00  1.1730e+03 -1.5264e+04  3.1625e+04
 6.9900e+00 -1.1330e+03 -2.0832e+04  4.6586e+04
 7.0000e+00 -6.0790e+03 -3.6850e+04  7.4100e+04
 7.0100e+00 -1.1036e+04 -6.4110e+04  1.2945e+05
 7.0200e+00 -2.0088e+04 -1.0612e+05  2.1411e+05
 7.0300e+00 -3.9783e+04 -1.3871e+05  2.5162e+05
 7.0400e+00 -5.5702e+04 -1.0931e+05  1.5393e+05
 7.0500e+00 -3.2671e+04 -8.5520e+03 -4.5707e+04
 7.0600e+00  2.9633e+04  1.0148e+05 -2.3314e+05
 7.0700e+00  9.3658e+04  1.5082e+05 -3.1200e+05
 7.0800e+00  1.2348e+05  1.2284e+05 -2.4440e+05
 7.0900e+00  9.4923e+04  5.4888e+04 -8.3212e+04
 7.1000e+00  1.9721e+04 -1.0939e+04  7.8282e+04
 7.1100e+00 -6.0507e+04 -5.5868e+04  1.7462e+05
 7.1200e+00 -1.0554e+05 -6.3104e+04  1.5968e+05
 7.1300e+00 -8.7701e+04 -2.6306e+04  2.4614e+04
 7.1400e+00 -1.3570e+04  3.1563e+04 -1.6436e+05
 7.1500e+00  7.3671e+04  8.6103e+04 -3.0105e+05
 7.1600e+00  1.2622e+05  1.2174e+05 -3.1089e+05
 7.1700e+00  1.2382e+05  1.2532e+05 -2.0443e+05
 7.1800e+00  7.6543e+04  9.9271e+04 -6.9994e+04
 7.1900e+00  7.2270e+03  6.3841e+04  1.0514e+04
 7.2000e+00 -4.9870e+04  3.3838e+04  3.4856e+04
 7.2100e+00 -6.8320e+04 -1.0830e+03  4.4257e+04
 7.2200e+00 -5.3509e+04 -4.1852e+04  5.4453e+04
 7.2300e+00 -1.8549e+04 -6.1424e+04  6.8733e+04
 7.2400e+00  2.5664e+04 -5.8641e+04  8.6269e+04
 7.2500e+00  5.3508e+04 -5.2540e+04  7.7977e+04
 7.2600e+00  4.2856e+04 -2.8395e+04  7.1220e+03
 7.2700e+00  1.4557e+04  3.7293e+04 -1.1392e+05
 7.2800e+00  1.7263e+04  1.2942e+05 -2.1957e+05
 7.2900e+00  5.8424e+04  1.9645e+05 -2.6914e+05
 7.3000e+00  1.0536e+05  1.9489e+05 -2.5455e+05
 7.3100e+00  1.2199e+05  1.3858e+05 -1.7775e+05
 7.3200e+00  8.9473e+04  6.7674e+04 -6.9643e+04
 7.3300e+00  2.8752e+04 -1.5850e+03  3.9009e+04
 7.3400e+00 -4.0181e+04 -6.0553e+04  1.3002e+05
 7.3500e+00 -1.0196e+05 -9.4596e+04  1.7779e+05
 7.3600e+00 -1.1773e+05 -9.0239e+04  1.6235e+05
 7.3700e+00 -6.9720e+04 -5.0676e+04  9.8404e+04
 7.3800e+00  1.0347e+04  5.7190e+03  3.0185e+04
 7.3900e+00  7.3937e+04  5.5634e+04 -7.6270e+03
 7.4000e+00  1.0040e+05  7.1803e+04 -2.0619e+04
 7.4100e+00  9.5102e+04  4.5404e+04 -1.8687e+04
 7.4200e+00  6.0912e+04 -2.0890e+03  1.2810e+03
 7.4300e+00  9.9700e+03 -4.1418e+04  2.1527e+04
 7.4400e+00 -3.0199e+04 -5.5245e+04  2.1542e+04
 7.4500e+00 -5.0011e+04 -3.6347e+04 -2.8600e+03
 7.4600e+00 -4.6405e+04  1.7740e+03 -2.4806e+04
 7.4700e+00 -1.5905e+04  3.4308e+04 -7.4430e+03
 7.4800e+00  1.9982e+04  5.3145e+04  5.0308e+04
 7.4900e+00  4.2095e+04  5.6831e+04  1.1274e+05
 7.5000e+00  5.1370e+04  4.4043e+04  1.3109e+05
 7.5100e+00  5.4831e+04  2.7627e+04  7.5374e+04
 7.5200e+00  5.6783e+04  3.1370e+04 -4.9342e+04
 7.5300e+00  5.7829e+04  6.1689e+04 -1.8978e+05
 7.5400e+00  5.3043e+04  9.8646e+04 -2.7147e+05
 7.5500e+00  3.3446e+04  1.1638e+05 -2.4990e+05
 7.5600e+00  1.4130e+03  1.1255e+05 -1.5714e+05
 7.5700e+00 -3.0880e+04  1.1691e+05 -8.1532e+04
 7.5800e+00 -4.1336e+04  1.4490e+05 -6.6858e+04
 7.5900e+00 -1.0790e+04  1.6798e+05 -9.2347e+04
 7.6000e+00  5.0948e+04  1.5147e+05 -1.3328e+05
 7.6100e+00  1.0864e+05  1.0011e+05 -1.8198e+05
 7.6200e+00  1.3489e+05  4.5639e+04 -2.0532e+05
 7.6300e+00  1.2223e+05  1.1510e+04 -1.7511e+05
 7.6400e+00  7.0111e+04  2.9460e+03 -1.1128e+05
 7.6500e+00  5.0500e+03  1.1221e+04 -4.1795e+04
 7.6600e+00 -3.7128e+04  2.4325e+04  8.1260e+03
 7.6700e+00 -4.8768e+04  3.2335e+04  1.6950e+04
 7.6800e+00 -3.6589e+04  3.7301e+04 -6.2550e+03
 7.6900e+00 -7.8700e+03  4.4181e+04 -1.1933e+04
 7.7000e+00  2.2362e+04  4.0667e+04  3.3532e+04
 7.7100e+00  2.9009e+04  1.0251e+04  1.1467e+05
 7.7200e+00  1.9010e+03 -3.6298e+04  1.8502e+05
 7.7300e+00 -3.7167e+04 -6.6427e+04  1.9942e+05
 7.7400e+00 -6.0416e+04 -6.9778e+04  1.5816e+05
 7.7500e+00 -6.5112e+04 -6.0163e+04  1.0528e+05
 7.7600e+00 -5.5511e+04 -5.5674e+04  8.4236e+04
 7.7700e+00 -3.3515e+04 -7.2965e+04  1.0890e+05
 7.7800e+00 -2.5464e+04 -1.1056e+05  1.8450e+05
 7.7900e+00 -5.5088e+04 -1.4610e+05  2.8762e+05
 7.8000e+00 -9.8344e+04 -1.6455e+05  3.5534e+05
 7.8100e+00 -1.0873e+05 -1.6735e+05  3.3559e+05
 7.8200e+00 -6.7845e+04 -1.5907e+05  2.2949e+05
 7.8300e+00 -2.6500e+02 -1.4782e+05  9.1517e+04
 7.8400e+00  5.1209e+04 -1.3047e+05 -8.6130e+03
 7.8500e+00  5.8139e+04 -8.7261e+04 -2.4489e+04
 7.8600e+00  2.2673e+04 -2.7257e+04  4.0640e+04
 7.8700e+00 -3.1627e+04  5.0920e+03  1.5695e+05
 7.8800e+00 -8.8135e+04 -4.7670e+03  2.7309e+05
 7.8900e+00 -1.2485e+05 -2.6569e+04  3.1878e+05
 7.9000e+00 -1.1433e+05 -2.9787e+04  2.5706e+05
 7.9100e+00 -6.0948e+04 -1.5046e+04  1.1481e+05
 7.9200e+00  6.3620e+03 -2.8900e+03 -3.8438e+04
 7.9300e+00  5.8183e+04  0.0000e+00 -1.4158e+05
